mlbid,PA,AB,pitches,AVG,K,K%,BB,BB%,obp,SLG,OPS,ISO,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway%
607074,605,542,2568,0.238,157,25.95,47,7.77,0.309,0.454,0.763,0.21600000000000003,1278,386,30.2,15.03,355,13.82,28.86,31.01,18.56
666142,594,533,2484,0.195,189,31.82,53,8.92,0.274,0.321,0.595,0.126,1253,432,34.48,17.39,350,14.09,31.48,31.92,23.65
669373,632,592,2440,0.204,195,30.85,30,4.75,0.249,0.323,0.5720000000000001,0.11900000000000002,1275,419,32.86,17.17,413,16.93,34.1,30.88,25.56
519242,592,548,2389,0.221,185,31.25,34,5.74,0.275,0.321,0.5960000000000001,0.1,1167,364,31.19,15.24,422,17.66,32.9,33.16,22.81
579328,593,548,2375,0.248,166,27.99,36,6.07,0.295,0.398,0.6930000000000001,0.15000000000000002,1158,338,29.19,14.23,391,16.46,30.69,27.97,21.76
640455,580,517,2352,0.19,137,23.62,52,8.97,0.271,0.313,0.5840000000000001,0.123,1174,306,26.06,13.01,353,15.01,28.02,29.28,18.36
571578,621,568,2306,0.315,107,17.23,38,6.12,0.357,0.519,0.876,0.20400000000000001,1141,244,21.38,10.58,339,14.7,25.28,30.87,15.61
641482,559,519,2276,0.256,120,21.47,30,5.37,0.301,0.459,0.76,0.203,1142,265,23.2,11.64,328,14.41,26.05,27.42,17.3
676664,607,544,2269,0.259,104,17.13,44,7.25,0.325,0.452,0.777,0.193,1119,232,20.73,10.22,359,15.82,26.05,26.94,15.28
542881,588,527,2252,0.235,110,18.71,53,9.01,0.307,0.385,0.692,0.15000000000000002,1127,322,28.57,14.3,324,14.39,28.69,30.81,17.63
650911,600,560,2248,0.261,121,20.17,38,6.33,0.307,0.364,0.671,0.10299999999999998,1142,279,24.43,12.41,366,16.28,28.69,35.2,17.62
669022,547,486,2240,0.257,141,25.78,46,8.41,0.329,0.374,0.7030000000000001,0.11699999999999999,1141,330,28.92,14.73,311,13.88,28.62,27.96,19.8
500779,558,489,2230,0.231,106,19.0,54,9.68,0.318,0.378,0.696,0.147,955,227,23.77,10.18,350,15.7,25.87,28.35,16.83
664285,590,527,2195,0.214,135,22.88,50,8.47,0.284,0.311,0.595,0.097,978,265,27.1,12.07,393,17.9,29.98,28.21,22.43
571760,553,509,2186,0.246,130,23.51,30,5.42,0.298,0.415,0.713,0.16899999999999998,1125,311,27.64,14.23,323,14.78,29.0,32.04,18.62
608331,557,505,2122,0.2,128,22.98,43,7.72,0.266,0.273,0.539,0.07300000000000001,979,235,24.0,11.07,378,17.81,28.89,29.07,21.4
684007,553,525,2067,0.229,134,24.23,24,4.34,0.266,0.396,0.662,0.167,1155,327,28.31,15.82,260,12.58,28.4,34.89,21.3
596295,532,497,2007,0.286,85,15.98,32,6.02,0.329,0.489,0.8180000000000001,0.203,966,183,18.94,9.12,347,17.29,26.41,25.96,14.53
676979,494,462,2005,0.216,167,33.81,25,5.06,0.263,0.377,0.64,0.161,1072,347,32.37,17.31,289,14.41,31.72,34.12,24.78
624133,509,463,1947,0.24,117,22.99,38,7.47,0.301,0.367,0.6679999999999999,0.127,886,198,22.35,10.17,341,17.51,27.68,28.94,21.25
680730,490,446,1854,0.251,92,18.78,36,7.35,0.307,0.424,0.731,0.173,936,199,21.26,10.73,281,15.16,25.89,28.87,17.46
671096,453,406,1824,0.236,89,19.65,45,9.93,0.312,0.466,0.778,0.23000000000000004,856,188,21.96,10.31,289,15.84,26.15,25.41,16.51
527048,463,416,1768,0.284,84,18.14,41,8.86,0.351,0.476,0.827,0.192,788,163,20.69,9.22,340,19.23,28.45,26.62,17.32
690986,427,380,1691,0.263,89,20.84,36,8.43,0.326,0.439,0.765,0.176,766,175,22.85,10.35,296,17.5,27.85,22.95,18.46
663559,464,412,1685,0.255,78,16.81,39,8.41,0.316,0.422,0.738,0.16699999999999998,838,157,18.74,9.32,277,16.44,25.76,27.4,16.88
669432,431,379,1675,0.277,72,16.71,40,9.28,0.344,0.459,0.8029999999999999,0.182,795,170,21.38,10.15,259,15.46,25.61,29.08,14.85
669302,446,418,1669,0.182,113,25.34,19,4.26,0.221,0.33,0.551,0.14800000000000002,843,249,29.54,14.92,262,15.7,30.62,31.38,21.94
657006,447,410,1653,0.227,103,23.04,30,6.71,0.281,0.354,0.635,0.12699999999999997,864,197,22.8,11.92,279,16.88,28.8,29.11,20.56
656302,390,349,1609,0.189,127,32.56,32,8.21,0.257,0.295,0.552,0.10599999999999998,798,289,36.22,17.96,232,14.42,32.38,31.57,24.56
656756,444,401,1604,0.322,65,14.64,34,7.66,0.375,0.516,0.891,0.194,793,210,26.48,13.09,204,12.72,25.81,33.11,15.12
669923,422,406,1580,0.234,91,21.56,8,1.9,0.257,0.36,0.617,0.12599999999999997,857,205,23.92,12.97,234,14.81,27.78,35.93,17.44
