Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,294,29.02,73,60,12,16.44,12,16.44,129,23,17.83,7.82,60,20.41,28.23,25.9,22.92,17.39,0.283,0.397,0.483,0.88,0.2
SL,Slider,BR,241,23.79,60,52,20,33.33,7,11.67,90,39,43.33,16.18,51,21.16,37.34,16.07,27.91,23.81,0.192,0.288,0.346,0.6339999999999999,0.15399999999999997
FF,4-Seam Fastball,FB,205,20.24,57,45,12,21.05,10,17.54,88,18,20.45,8.78,49,23.9,32.68,26.37,19.93,20.0,0.267,0.404,0.578,0.982,0.31099999999999994
ST,Sweeper,BR,112,11.06,25,22,7,28.0,1,4.0,32,10,31.25,8.93,25,22.32,31.25,16.39,11.63,20.0,0.182,0.24,0.409,0.649,0.22699999999999998
FC,Cutter,FB,57,5.63,9,7,1,11.11,2,22.22,17,3,17.65,5.26,18,31.58,36.84,15.38,3.32,10.0,0.571,0.667,1.0,1.667,0.42900000000000005
CU,Curveball,BR,56,5.53,14,12,4,28.57,1,7.14,22,4,18.18,7.14,6,10.71,17.86,6.9,6.64,20.0,0.167,0.214,0.167,0.381,0.0
CH,Changeup,OS,27,2.67,7,6,1,14.29,0,0.0,11,3,27.27,11.11,0,0.0,11.11,15.79,4.32,7.69,0.167,0.167,0.167,0.334,0.0
KC,Knuckle Curve,BR,11,1.09,2,2,1,50.0,0,0.0,2,0,0.0,0.0,2,18.18,18.18,0.0,1.99,16.67,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,0.59,2,2,1,50.0,0,0.0,4,2,50.0,33.33,0,0.0,33.33,33.33,1.0,33.33,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.39,0,0,0,,0,,0,0,,0.0,1,25.0,25.0,0.0,0.33,0.0,,,,,
