Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,163,28.25,50,46,9,18.0,4,8.0,86,17,19.77,10.43,15,9.2,19.63,20.78,35.71,15.0,0.261,0.32,0.478,0.798,0.21699999999999997
CH,Changeup,OS,110,19.06,22,20,5,22.73,2,9.09,50,15,30.0,13.64,8,7.27,20.91,27.78,19.05,15.62,0.25,0.318,0.25,0.5680000000000001,0.0
SL,Slider,BR,87,15.08,23,16,4,17.39,4,17.39,42,20,47.62,22.99,10,11.49,34.48,26.53,13.1,18.18,0.188,0.304,0.188,0.492,0.0
SI,Sinker,FB,75,13.0,17,13,4,23.53,4,23.53,23,4,17.39,5.33,19,25.33,30.67,11.36,6.55,36.36,0.308,0.471,0.308,0.7789999999999999,0.0
FC,Cutter,FB,46,7.97,12,12,1,8.33,0,0.0,28,8,28.57,17.39,7,15.22,32.61,38.89,8.33,7.14,0.167,0.167,0.25,0.41700000000000004,0.08299999999999999
CU,Curveball,BR,45,7.8,8,7,0,0.0,1,12.5,17,1,5.88,2.22,7,15.56,17.78,12.5,6.55,0.0,0.286,0.375,0.286,0.661,0.0
ST,Sweeper,BR,30,5.2,7,6,1,14.29,1,14.29,9,0,0.0,0.0,6,20.0,20.0,5.88,5.95,10.0,0.167,0.286,0.167,0.45299999999999996,0.0
FS,Split-Finger,OS,9,1.56,1,1,0,0.0,0,0.0,3,1,33.33,11.11,2,22.22,33.33,20.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,7,1.21,2,1,1,50.0,1,50.0,4,3,75.0,42.86,0,0.0,42.86,50.0,1.79,33.33,0.0,0.5,0.0,0.5,0.0
SV,Slurve,BR,5,0.87,2,2,1,50.0,0,0.0,3,1,33.33,20.0,0,0.0,20.0,50.0,1.79,33.33,0.0,0.0,0.0,0.0,0.0
