Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,367,42.04,84,65,2,2.38,15,17.86,150,4,2.67,1.09,72,19.62,20.71,11.19,42.86,1.9,0.354,0.475,0.508,0.983,0.15400000000000003
SI,Sinker,FB,137,15.69,30,26,2,6.67,4,13.33,49,2,4.08,1.46,45,32.85,34.31,12.24,11.84,6.9,0.462,0.533,0.692,1.225,0.22999999999999993
SL,Slider,BR,108,12.37,30,27,5,16.67,2,6.67,53,7,13.21,6.48,18,16.67,23.15,34.62,14.29,14.29,0.444,0.467,0.519,0.986,0.07500000000000001
CH,Changeup,OS,102,11.68,38,34,1,2.63,2,5.26,49,5,10.2,4.9,7,6.86,11.76,29.85,10.2,4.0,0.176,0.216,0.176,0.392,0.0
CU,Curveball,BR,51,5.84,15,14,3,20.0,1,6.67,23,5,21.74,9.8,17,33.33,43.14,40.91,7.76,15.79,0.286,0.333,0.429,0.762,0.14300000000000002
FC,Cutter,FB,40,4.58,7,7,2,28.57,0,0.0,19,2,10.53,5.0,7,17.5,22.5,29.41,3.67,22.22,0.429,0.429,1.0,1.429,0.571
ST,Sweeper,BR,37,4.24,7,6,0,0.0,0,0.0,12,0,0.0,0.0,10,27.03,27.03,15.79,3.67,0.0,0.167,0.143,0.167,0.31,0.0
KC,Knuckle Curve,BR,14,1.6,2,0,0,0.0,2,100.0,4,1,25.0,7.14,6,42.86,50.0,16.67,1.63,0.0,,1.0,,,
FS,Split-Finger,OS,14,1.6,6,6,0,0.0,0,0.0,8,0,0.0,0.0,0,0.0,0.0,33.33,3.67,0.0,0.333,0.333,0.833,1.166,0.49999999999999994
SV,Slurve,BR,2,0.23,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.41,0.0,,,,,
CS,Slow Curve,BR,1,0.11,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
