Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,196,33.56,40,37,10,25.0,3,7.5,107,29,27.1,14.8,27,13.78,28.57,24.42,35.2,14.49,0.27,0.325,0.486,0.8109999999999999,0.21599999999999997
CH,Changeup,OS,94,16.1,35,34,4,11.43,1,2.86,54,11,20.37,11.7,5,5.32,17.02,40.32,17.86,11.43,0.294,0.314,0.441,0.755,0.14700000000000002
SI,Sinker,FB,74,12.67,20,20,2,10.0,0,0.0,46,10,21.74,13.51,8,10.81,24.32,21.43,8.16,12.5,0.2,0.2,0.4,0.6000000000000001,0.2
SL,Slider,BR,65,11.13,18,18,5,27.78,0,0.0,34,8,23.53,12.31,8,12.31,24.62,38.64,11.73,21.74,0.111,0.111,0.333,0.444,0.22200000000000003
CU,Curveball,BR,53,9.08,13,13,5,38.46,0,0.0,26,7,26.92,13.21,10,18.87,32.08,48.39,12.76,20.0,0.385,0.385,0.385,0.77,0.0
FC,Cutter,FB,50,8.56,9,9,2,22.22,0,0.0,29,3,10.34,6.0,8,16.0,22.0,34.78,5.61,18.18,0.111,0.111,0.111,0.222,0.0
ST,Sweeper,BR,34,5.82,4,3,2,50.0,1,25.0,10,2,20.0,5.88,13,38.24,44.12,20.0,4.08,25.0,0.0,0.25,0.0,0.25,0.0
FS,Split-Finger,OS,10,1.71,3,3,0,0.0,0,0.0,7,2,28.57,20.0,0,0.0,20.0,66.67,2.04,0.0,0.667,0.667,1.0,1.667,0.33299999999999996
KC,Knuckle Curve,BR,5,0.86,2,1,0,0.0,1,50.0,2,1,50.0,20.0,0,0.0,20.0,40.0,1.53,0.0,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,3,0.51,2,2,1,50.0,0,0.0,1,0,0.0,0.0,2,66.67,66.67,100.0,1.02,50.0,0.0,0.0,0.0,0.0,0.0
