Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,253,33.47,53,46,9,16.98,7,13.21,119,21,17.65,8.3,40,15.81,24.11,21.24,36.26,9.47,0.239,0.34,0.348,0.688,0.10899999999999999
CH,Changeup,OS,142,18.78,25,25,2,8.0,0,0.0,55,7,12.73,4.93,29,20.42,25.35,30.23,15.65,4.88,0.48,0.48,0.56,1.04,0.08000000000000007
SI,Sinker,FB,105,13.89,20,18,5,25.0,2,10.0,39,8,20.51,7.62,26,24.76,32.38,18.75,8.4,22.73,0.167,0.25,0.222,0.472,0.05499999999999999
SL,Slider,BR,81,10.71,22,21,2,9.09,1,4.55,42,4,9.52,4.94,16,19.75,24.69,37.5,15.27,5.0,0.286,0.318,0.381,0.6990000000000001,0.09500000000000003
CU,Curveball,BR,56,7.41,17,15,5,29.41,0,0.0,26,6,23.08,10.71,11,19.64,30.36,38.71,9.16,20.83,0.067,0.176,0.133,0.309,0.066
FC,Cutter,FB,46,6.08,8,6,0,0.0,1,12.5,22,5,22.73,10.87,9,19.57,30.43,34.78,3.05,0.0,0.5,0.5,1.0,1.5,0.5
ST,Sweeper,BR,27,3.57,4,4,1,25.0,0,0.0,15,2,13.33,7.41,3,11.11,18.52,30.77,4.2,9.09,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,21,2.78,7,7,3,42.86,0,0.0,12,4,33.33,19.05,2,9.52,28.57,30.0,3.82,30.0,0.286,0.286,0.286,0.572,0.0
KC,Knuckle Curve,BR,21,2.78,5,5,2,40.0,0,0.0,11,3,27.27,14.29,4,19.05,33.33,45.45,3.05,25.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,0.53,2,2,2,100.0,0,0.0,2,2,100.0,50.0,1,25.0,75.0,66.67,1.15,66.67,0.0,0.0,0.0,0.0,0.0
