Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,181,37.55,59,55,2,3.39,2,3.39,84,3,3.57,1.66,37,20.44,22.1,24.68,38.98,4.35,0.164,0.22,0.345,0.565,0.18099999999999997
CH,Changeup,OS,73,15.15,12,12,1,8.33,0,0.0,37,7,18.92,9.59,3,4.11,13.7,24.39,14.41,5.88,0.167,0.167,0.167,0.334,0.0
SI,Sinker,FB,59,12.24,19,15,1,5.26,2,10.53,22,1,4.55,1.69,15,25.42,27.12,12.0,5.08,16.67,0.533,0.611,0.733,1.3439999999999999,0.19999999999999996
SL,Slider,BR,54,11.2,14,11,0,0.0,2,14.29,25,5,20.0,9.26,5,9.26,18.52,18.52,16.95,0.0,0.273,0.429,0.273,0.702,0.0
CU,Curveball,BR,44,9.13,11,9,2,18.18,1,9.09,19,4,21.05,9.09,10,22.73,31.82,17.65,11.02,15.38,0.333,0.455,0.333,0.788,0.0
ST,Sweeper,BR,28,5.81,5,5,0,0.0,0,0.0,10,1,10.0,3.57,9,32.14,35.71,23.08,5.08,0.0,0.4,0.4,0.6,1.0,0.19999999999999996
FC,Cutter,FB,21,4.36,8,8,0,0.0,0,0.0,12,2,16.67,9.52,4,19.05,28.57,44.44,3.39,0.0,0.375,0.375,0.5,0.875,0.125
FS,Split-Finger,OS,17,3.53,4,4,1,25.0,0,0.0,8,1,12.5,5.88,2,11.76,17.65,30.0,3.39,25.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,0.83,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.69,0.0,1.0,1.0,2.0,3.0,1.0
SV,Slurve,BR,1,0.21,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
