Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,246,27.03,70,65,11,15.71,3,4.29,122,27,22.13,10.98,54,21.95,32.93,37.14,17.29,21.57,0.323,0.357,0.462,0.819,0.139
FF,4-Seam Fastball,FB,241,26.48,50,44,17,34.0,6,12.0,122,36,29.51,14.94,38,15.77,30.71,24.0,27.46,20.99,0.318,0.4,0.636,1.036,0.318
SL,Slider,BR,166,18.24,33,30,11,33.33,3,9.09,69,24,34.78,14.46,20,12.05,26.51,23.96,16.95,22.0,0.233,0.303,0.3,0.603,0.06699999999999998
ST,Sweeper,BR,101,11.1,21,21,5,23.81,0,0.0,51,11,21.57,10.89,8,7.92,18.81,31.03,14.58,11.63,0.19,0.19,0.381,0.571,0.191
CU,Curveball,BR,61,6.7,14,12,3,21.43,1,7.14,35,10,28.57,16.39,7,11.48,27.87,36.67,8.81,11.54,0.25,0.286,0.583,0.869,0.33299999999999996
CH,Changeup,OS,34,3.74,14,13,8,57.14,1,7.14,15,8,53.33,23.53,3,8.82,32.35,28.57,7.12,38.1,0.231,0.286,0.308,0.594,0.07699999999999999
FC,Cutter,FB,25,2.75,4,4,0,0.0,0,0.0,9,0,0.0,0.0,3,12.0,12.0,15.38,1.69,0.0,0.5,0.5,0.75,1.25,0.25
KC,Knuckle Curve,BR,11,1.21,3,2,2,66.67,1,33.33,2,1,50.0,9.09,4,36.36,45.45,25.0,1.69,40.0,0.0,0.333,0.0,0.333,0.0
SV,Slurve,BR,10,1.1,2,1,1,50.0,0,0.0,4,3,75.0,30.0,0,0.0,30.0,0.0,1.69,20.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,9,0.99,3,3,2,66.67,0,0.0,4,2,50.0,22.22,2,22.22,44.44,25.0,1.69,40.0,0.333,0.333,0.333,0.666,0.0
,,,5,0.55,2,1,0,0.0,1,50.0,3,0,0.0,0.0,1,20.0,20.0,,0.68,0.0,0.0,0.5,0.0,0.5,0.0
CS,Slow Curve,BR,1,0.11,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.34,0.0,,,,,
