Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,128,25.25,28,27,3,10.71,1,3.57,70,15,21.43,11.72,22,17.19,28.91,30.0,24.07,7.69,0.111,0.143,0.333,0.476,0.22200000000000003
CH,Changeup,OS,115,22.68,25,22,8,32.0,3,12.0,46,20,43.48,17.39,16,13.91,31.3,24.32,19.14,25.81,0.136,0.24,0.273,0.513,0.137
SI,Sinker,FB,98,19.33,19,15,3,15.79,4,21.05,39,11,28.21,11.22,20,20.41,31.63,20.45,18.52,10.0,0.133,0.316,0.267,0.583,0.134
SL,Slider,BR,61,12.03,15,12,3,20.0,3,20.0,29,9,31.03,14.75,3,4.92,19.67,23.68,17.28,10.71,0.25,0.4,0.583,0.983,0.33299999999999996
CU,Curveball,BR,39,7.69,14,12,6,42.86,2,14.29,22,12,54.55,30.77,3,7.69,38.46,44.44,8.64,42.86,0.083,0.214,0.083,0.297,0.0
FC,Cutter,FB,29,5.72,9,8,1,11.11,1,11.11,15,3,20.0,10.34,3,10.34,20.69,28.57,4.32,14.29,0.25,0.333,0.25,0.583,0.0
ST,Sweeper,BR,22,4.34,7,7,2,28.57,0,0.0,14,4,28.57,18.18,0,0.0,18.18,42.86,3.7,33.33,0.286,0.286,0.429,0.715,0.14300000000000002
FS,Split-Finger,OS,7,1.38,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,14.29,14.29,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,0.79,0,0,0,,0,,1,1,100.0,25.0,0,0.0,25.0,33.33,1.85,0.0,,,,,
SV,Slurve,BR,4,0.79,2,2,2,100.0,0,0.0,2,2,100.0,50.0,2,50.0,100.0,100.0,1.23,100.0,0.0,0.0,0.0,0.0,0.0
