Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,219,34.22,58,52,21,36.21,6,10.34,115,37,32.17,16.89,30,13.7,30.59,24.51,31.82,30.0,0.212,0.293,0.423,0.716,0.211
CH,Changeup,OS,98,15.31,24,24,8,33.33,0,0.0,52,23,44.23,23.47,5,5.1,28.57,34.38,16.82,21.62,0.333,0.333,0.708,1.041,0.37499999999999994
CU,Curveball,BR,69,10.78,14,14,7,50.0,0,0.0,35,19,54.29,27.54,7,10.14,37.68,34.88,12.27,25.93,0.071,0.071,0.071,0.142,0.0
SI,Sinker,FB,65,10.16,19,17,6,31.58,2,10.53,38,12,31.58,18.46,11,16.92,35.38,37.04,8.18,33.33,0.118,0.211,0.118,0.32899999999999996,0.0
FC,Cutter,FB,58,9.06,13,10,2,15.38,2,15.38,29,8,27.59,13.79,4,6.9,20.69,20.0,6.36,14.29,0.1,0.25,0.2,0.45,0.1
ST,Sweeper,BR,53,8.28,9,6,2,22.22,3,33.33,26,8,30.77,15.09,6,11.32,26.42,20.69,8.64,10.53,0.333,0.556,0.333,0.889,0.0
SL,Slider,BR,53,8.28,20,19,8,40.0,1,5.0,35,11,31.43,20.75,2,3.77,24.53,41.67,10.91,33.33,0.368,0.4,0.632,1.032,0.264
FS,Split-Finger,OS,11,1.72,2,2,1,50.0,0,0.0,6,4,66.67,36.36,0,0.0,36.36,44.44,2.73,16.67,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,8,1.25,0,0,0,,0,,1,1,100.0,12.5,0,0.0,12.5,12.5,0.45,0.0,,,,,
SV,Slurve,BR,5,0.78,1,1,1,100.0,0,0.0,1,1,100.0,20.0,2,40.0,60.0,33.33,1.36,33.33,0.0,0.0,0.0,0.0,0.0
,,,1,0.16,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.45,0.0,,,,,
