Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,58,33.92,13,12,5,38.46,1,7.69,25,8,32.0,13.79,14,24.14,37.93,24.0,28.81,29.41,0.083,0.154,0.333,0.487,0.25
SL,Slider,BR,42,24.56,11,11,4,36.36,0,0.0,21,10,47.62,23.81,5,11.9,35.71,36.36,23.73,28.57,0.182,0.182,0.273,0.455,0.09100000000000003
FF,4-Seam Fastball,FB,27,15.79,5,4,2,40.0,1,20.0,13,3,23.08,11.11,5,18.52,29.63,20.0,6.78,50.0,0.0,0.2,0.0,0.2,0.0
ST,Sweeper,BR,20,11.7,6,6,3,50.0,0,0.0,12,6,50.0,30.0,3,15.0,45.0,50.0,15.25,33.33,0.167,0.167,0.167,0.334,0.0
CU,Curveball,BR,7,4.09,2,2,1,50.0,0,0.0,4,2,50.0,28.57,0,0.0,28.57,40.0,6.78,25.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,4,2.34,1,1,1,100.0,0,0.0,1,1,100.0,25.0,0,0.0,25.0,25.0,6.78,25.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,4,2.34,0,0,0,,0,,2,1,50.0,25.0,1,25.0,50.0,50.0,3.39,0.0,,,,,
KC,Knuckle Curve,BR,4,2.34,1,1,1,100.0,0,0.0,3,3,100.0,75.0,0,0.0,75.0,66.67,3.39,50.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,4,2.34,2,1,0,0.0,1,50.0,2,1,50.0,25.0,1,25.0,50.0,50.0,3.39,0.0,0.0,0.5,0.0,0.5,0.0
FS,Split-Finger,OS,1,0.58,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,1.69,100.0,0.0,0.0,0.0,0.0,0.0
