Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,274,36.1,61,54,20,32.79,5,8.2,135,34,25.19,12.41,44,16.06,28.47,25.95,36.24,25.32,0.222,0.295,0.407,0.702,0.18499999999999997
CH,Changeup,OS,142,18.71,40,39,11,27.5,1,2.5,68,24,35.29,16.9,8,5.63,22.54,32.65,22.48,22.45,0.179,0.2,0.256,0.456,0.07700000000000001
SI,Sinker,FB,83,10.94,16,14,1,6.25,2,12.5,36,6,16.67,7.23,17,20.48,27.71,25.0,7.8,5.88,0.643,0.688,1.0,1.688,0.357
SL,Slider,BR,70,9.22,24,22,8,33.33,1,4.17,41,14,34.15,20.0,12,17.14,37.14,41.94,10.09,36.36,0.182,0.208,0.364,0.572,0.182
CU,Curveball,BR,59,7.77,19,17,6,31.58,1,5.26,29,7,24.14,11.86,12,20.34,32.2,26.92,8.72,31.58,0.235,0.316,0.294,0.61,0.059
FC,Cutter,FB,56,7.38,12,11,2,16.67,1,8.33,27,5,18.52,8.93,9,16.07,25.0,31.03,6.42,14.29,0.364,0.417,0.455,0.872,0.09100000000000003
ST,Sweeper,BR,45,5.93,9,6,0,0.0,2,22.22,21,4,19.05,8.89,13,28.89,37.78,41.67,4.59,0.0,0.333,0.556,1.0,1.556,0.667
KC,Knuckle Curve,BR,16,2.11,5,5,1,20.0,0,0.0,7,1,14.29,6.25,2,12.5,18.75,11.11,2.29,20.0,0.2,0.2,0.2,0.4,0.0
,,,8,1.05,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FS,Split-Finger,OS,5,0.66,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,25.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0
CS,Slow Curve,BR,1,0.13,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
