Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SL,Slider,BR,168,26.01,47,45,12,25.53,1,2.13,92,42,45.65,25.0,12,7.14,32.14,38.83,27.98,25.53,0.178,0.191,0.2,0.391,0.02200000000000002
SI,Sinker,FB,158,24.46,51,48,10,19.61,3,5.88,88,20,22.73,12.66,32,20.25,32.91,47.69,17.86,33.33,0.354,0.392,0.521,0.913,0.16700000000000004
FF,4-Seam Fastball,FB,138,21.36,44,40,1,2.27,3,6.82,76,7,9.21,5.07,28,20.29,25.36,48.39,18.45,3.23,0.35,0.409,0.6,1.009,0.25
ST,Sweeper,BR,86,13.31,30,28,8,26.67,2,6.67,48,17,35.42,19.77,10,11.63,31.4,38.3,15.48,30.77,0.286,0.333,0.571,0.9039999999999999,0.285
CU,Curveball,BR,38,5.88,6,6,1,16.67,0,0.0,11,3,27.27,7.89,7,18.42,26.32,25.93,8.33,7.14,0.333,0.333,0.333,0.666,0.0
FC,Cutter,FB,32,4.95,10,10,0,0.0,0,0.0,18,6,33.33,18.75,4,12.5,31.25,44.44,2.38,0.0,0.3,0.3,0.3,0.6,0.0
CH,Changeup,OS,13,2.01,2,2,1,50.0,0,0.0,6,2,33.33,15.38,0,0.0,15.38,36.36,5.95,10.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.77,0,0,0,,0,,2,0,0.0,0.0,1,20.0,20.0,50.0,1.19,0.0,,,,,
FS,Split-Finger,OS,3,0.46,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,100.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,3,0.46,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,66.67,1.19,50.0,0.0,0.0,0.0,0.0,0.0
,,,2,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
