Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,103,37.05,23,20,6,26.09,2,8.7,51,8,15.69,7.77,24,23.3,31.07,36.36,36.36,18.75,0.25,0.318,0.3,0.618,0.04999999999999999
CH,Changeup,OS,47,16.91,17,17,5,29.41,0,0.0,29,9,31.03,19.15,4,8.51,27.66,50.0,15.91,35.71,0.118,0.118,0.294,0.412,0.176
SL,Slider,BR,34,12.23,8,7,2,25.0,1,12.5,15,3,20.0,8.82,4,11.76,20.59,33.33,13.64,16.67,0.0,0.125,0.0,0.125,0.0
SI,Sinker,FB,33,11.87,12,9,1,8.33,2,16.67,15,2,13.33,6.06,5,15.15,21.21,20.0,4.55,25.0,0.444,0.545,0.667,1.2120000000000002,0.22300000000000003
CU,Curveball,BR,18,6.47,2,2,0,0.0,0,0.0,6,1,16.67,5.56,5,27.78,33.33,12.5,9.09,0.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,13,4.68,3,3,0,0.0,0,0.0,6,1,16.67,7.69,2,15.38,23.08,14.29,2.27,0.0,0.333,0.333,0.333,0.666,0.0
KC,Knuckle Curve,BR,12,4.32,4,3,0,0.0,1,25.0,7,2,28.57,16.67,1,8.33,25.0,50.0,7.95,0.0,0.333,0.5,0.333,0.833,0.0
ST,Sweeper,BR,9,3.24,3,3,1,33.33,0,0.0,4,0,0.0,0.0,1,11.11,11.11,33.33,7.95,14.29,0.333,0.333,0.333,0.666,0.0
FS,Split-Finger,OS,3,1.08,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,2,0.72,0,0,0,,0,,1,1,100.0,50.0,0,0.0,50.0,50.0,0.0,,,,,,
FA,Other,,1,0.36,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,1.0,2.0,0.0
CS,Slow Curve,BR,1,0.36,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,1.14,0.0,,,,,
KN,Knuckleball,,1,0.36,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
SV,Slurve,BR,1,0.36,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1.14,0.0,0.0,0.0,0.0,0.0,0.0
