Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,30,31.58,8,7,0,0.0,1,12.5,19,0,0.0,0.0,4,13.33,13.33,44.44,33.33,0.0,0.286,0.375,1.143,1.518,0.857
SL,Slider,BR,16,16.84,4,2,1,25.0,1,25.0,6,3,50.0,18.75,0,0.0,18.75,9.09,13.33,25.0,0.5,0.5,1.0,1.5,0.5
FC,Cutter,FB,13,13.68,5,5,0,0.0,0,0.0,8,0,0.0,0.0,2,15.38,15.38,40.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0
SI,Sinker,FB,11,11.58,3,3,0,0.0,0,0.0,6,0,0.0,0.0,3,27.27,27.27,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,10,10.53,3,2,1,33.33,0,0.0,3,1,33.33,10.0,2,20.0,30.0,33.33,10.0,33.33,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,6,6.32,0,0,0,,0,,0,0,,0.0,2,33.33,33.33,0.0,10.0,0.0,,,,,
ST,Sweeper,BR,4,4.21,0,0,0,,0,,1,0,0.0,0.0,1,25.0,25.0,33.33,3.33,0.0,,,,,
CS,Slow Curve,BR,2,2.11,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,,,,,
SV,Slurve,BR,2,2.11,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,3.33,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,1.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
