Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,287,33.73,63,49,10,15.87,14,22.22,120,25,20.83,8.71,49,17.07,25.78,6.72,32.33,13.33,0.327,0.476,0.571,1.047,0.24399999999999994
SI,Sinker,FB,225,26.44,65,54,10,15.38,8,12.31,87,12,13.79,5.33,60,26.67,32.0,20.69,16.81,25.64,0.241,0.359,0.296,0.655,0.05499999999999999
SL,Slider,BR,140,16.45,36,33,7,19.44,2,5.56,67,15,22.39,10.71,23,16.43,27.14,25.0,20.26,14.89,0.182,0.229,0.212,0.441,0.03
ST,Sweeper,BR,88,10.34,18,18,6,33.33,0,0.0,38,16,42.11,18.18,16,18.18,36.36,26.67,12.07,21.43,0.056,0.056,0.056,0.112,0.0
FC,Cutter,FB,50,5.88,9,8,1,11.11,0,0.0,20,5,25.0,10.0,7,14.0,24.0,14.29,3.45,12.5,0.125,0.125,0.125,0.25,0.0
CU,Curveball,BR,35,4.11,9,9,2,22.22,0,0.0,16,3,18.75,8.57,2,5.71,14.29,36.0,7.33,11.76,0.111,0.111,0.111,0.222,0.0
CH,Changeup,OS,14,1.65,6,6,1,16.67,0,0.0,7,1,14.29,7.14,0,0.0,7.14,25.0,4.74,9.09,0.5,0.5,0.667,1.167,0.16700000000000004
SV,Slurve,BR,6,0.71,3,3,2,66.67,0,0.0,3,1,33.33,16.67,2,33.33,50.0,50.0,1.72,50.0,0.333,0.333,1.333,1.666,1.0
KC,Knuckle Curve,BR,3,0.35,2,2,1,50.0,0,0.0,3,1,33.33,33.33,0,0.0,33.33,100.0,0.43,100.0,0.5,0.5,0.5,1.0,0.0
FS,Split-Finger,OS,2,0.24,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.12,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.43,0.0,,1.0,,,
