Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,265,36.5,60,51,17,28.33,8,13.33,107,23,21.5,8.68,53,20.0,28.68,12.73,37.91,24.64,0.196,0.3,0.373,0.673,0.177
CH,Changeup,OS,156,21.49,40,38,9,22.5,2,5.0,74,26,35.14,16.67,17,10.9,27.56,23.81,22.53,21.95,0.184,0.225,0.237,0.46199999999999997,0.05299999999999999
SI,Sinker,FB,111,15.29,27,22,0,0.0,5,18.52,46,3,6.52,2.7,22,19.82,22.52,4.76,9.89,0.0,0.273,0.407,0.545,0.952,0.272
SL,Slider,BR,53,7.3,17,16,9,52.94,1,5.88,33,16,48.48,30.19,7,13.21,43.4,40.0,11.54,42.86,0.188,0.235,0.375,0.61,0.187
CU,Curveball,BR,49,6.75,14,13,2,14.29,1,7.14,18,4,22.22,8.16,11,22.45,30.61,25.0,6.04,18.18,0.615,0.643,0.769,1.412,0.15400000000000003
FC,Cutter,FB,46,6.34,15,12,2,13.33,3,20.0,20,4,20.0,8.7,6,13.04,21.74,21.74,3.85,28.57,0.083,0.267,0.083,0.35000000000000003,0.0
ST,Sweeper,BR,32,4.41,7,6,2,28.57,1,14.29,13,3,23.08,9.38,6,18.75,28.12,13.33,6.04,18.18,0.167,0.286,0.167,0.45299999999999996,0.0
KC,Knuckle Curve,BR,7,0.96,1,1,1,100.0,0,0.0,2,2,100.0,28.57,0,0.0,28.57,16.67,1.65,33.33,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,4,0.55,1,1,0,0.0,0,0.0,3,2,66.67,50.0,0,0.0,50.0,50.0,0.55,0.0,1.0,1.0,1.0,2.0,0.0
CS,Slow Curve,BR,1,0.14,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
SV,Slurve,BR,1,0.14,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,,,,
,,,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
