Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,117,40.91,28,23,9,32.14,4,14.29,59,24,40.68,20.51,18,15.38,35.9,13.95,42.0,21.43,0.217,0.357,0.304,0.661,0.087
SI,Sinker,FB,56,19.58,22,16,3,13.64,5,22.73,22,2,9.09,3.57,8,14.29,17.86,14.29,12.0,25.0,0.188,0.409,0.375,0.784,0.187
SL,Slider,BR,48,16.78,12,12,3,25.0,0,0.0,28,13,46.43,27.08,3,6.25,33.33,40.74,20.0,15.0,0.333,0.333,0.917,1.25,0.5840000000000001
ST,Sweeper,BR,28,9.79,4,3,1,25.0,1,25.0,11,3,27.27,10.71,6,21.43,32.14,30.77,13.0,7.69,0.333,0.5,0.333,0.833,0.0
FC,Cutter,FB,18,6.29,2,2,1,50.0,0,0.0,9,4,44.44,22.22,0,0.0,22.22,18.18,5.0,20.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,9,3.15,1,1,1,100.0,0,0.0,4,3,75.0,33.33,2,22.22,55.56,33.33,1.0,100.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,5,1.75,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,33.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,2,0.7,0,0,0,,0,,2,0,0.0,0.0,0,0.0,0.0,,2.0,0.0,,,,,
KC,Knuckle Curve,BR,2,0.7,0,0,0,,0,,2,0,0.0,0.0,0,0.0,0.0,,2.0,0.0,,,,,
CS,Slow Curve,BR,1,0.35,0,0,0,,0,,1,1,100.0,100.0,0,0.0,100.0,,0.0,,,,,,
