Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,128,44.6,25,22,6,24.0,2,8.0,63,12,19.05,9.38,23,17.97,27.34,26.0,47.06,12.5,0.273,0.333,0.455,0.788,0.182
CH,Changeup,OS,45,15.68,11,10,4,36.36,1,9.09,26,14,53.85,31.11,2,4.44,35.56,43.33,18.63,21.05,0.1,0.182,0.2,0.382,0.1
SL,Slider,BR,35,12.2,13,12,3,23.08,1,7.69,22,7,31.82,20.0,3,8.57,28.57,43.75,11.76,25.0,0.25,0.308,0.333,0.641,0.08300000000000002
SI,Sinker,FB,32,11.15,8,7,2,25.0,0,0.0,13,2,15.38,6.25,10,31.25,37.5,18.18,3.92,50.0,0.143,0.143,0.143,0.286,0.0
ST,Sweeper,BR,15,5.23,6,6,0,0.0,0,0.0,9,0,0.0,0.0,2,13.33,13.33,33.33,8.82,0.0,0.167,0.167,0.333,0.5,0.166
CU,Curveball,BR,13,4.53,3,3,1,33.33,0,0.0,6,2,33.33,15.38,4,30.77,46.15,0.0,3.92,25.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,9,3.14,2,2,0,0.0,0,0.0,4,0,0.0,0.0,2,22.22,22.22,25.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,5,1.74,2,2,2,100.0,0,0.0,3,2,66.67,40.0,0,0.0,40.0,50.0,1.96,100.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,3,1.05,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,2,0.7,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,,0.98,0.0,0.0,0.0,0.0,0.0,0.0
