Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,209,36.6,54,44,16,29.63,8,14.81,98,31,31.63,14.83,25,11.96,26.79,20.19,38.92,24.62,0.273,0.396,0.5,0.896,0.22699999999999998
CH,Changeup,OS,103,18.04,17,17,4,23.53,0,0.0,43,14,32.56,13.59,17,16.5,30.1,28.81,16.17,14.81,0.235,0.235,0.294,0.5289999999999999,0.059
CU,Curveball,BR,61,10.68,15,15,3,20.0,0,0.0,28,10,35.71,16.39,15,24.59,40.98,37.93,8.38,21.43,0.267,0.267,0.6,0.867,0.33299999999999996
SI,Sinker,FB,60,10.51,22,18,4,18.18,4,18.18,23,3,13.04,5.0,10,16.67,21.67,24.24,8.98,26.67,0.222,0.364,0.389,0.753,0.167
SL,Slider,BR,40,7.01,14,14,4,28.57,0,0.0,24,5,20.83,12.5,6,15.0,27.5,35.71,9.58,25.0,0.357,0.357,0.5,0.857,0.14300000000000002
FC,Cutter,FB,38,6.65,9,6,1,11.11,2,22.22,16,2,12.5,5.26,9,23.68,28.95,36.36,4.79,12.5,0.5,0.667,1.333,2.0,0.833
ST,Sweeper,BR,22,3.85,3,2,2,66.67,0,0.0,9,4,44.44,18.18,1,4.55,22.73,29.41,3.59,33.33,0.0,0.333,0.0,0.333,0.0
FS,Split-Finger,OS,16,2.8,4,2,0,0.0,1,25.0,6,2,33.33,12.5,1,6.25,18.75,11.11,3.59,0.0,0.0,0.25,0.0,0.25,0.0
KC,Knuckle Curve,BR,12,2.1,3,3,0,0.0,0,0.0,4,0,0.0,0.0,2,16.67,16.67,14.29,2.4,0.0,0.667,0.667,0.667,1.334,0.0
SV,Slurve,BR,8,1.4,3,2,2,66.67,0,0.0,1,0,0.0,0.0,3,37.5,37.5,0.0,2.99,40.0,0.0,0.333,0.0,0.333,0.0
,,,2,0.35,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.6,0.0,,1.0,,,
