Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,276,37.25,77,73,15,19.48,3,3.9,131,26,19.85,9.42,47,17.03,26.45,22.4,35.59,17.86,0.219,0.247,0.575,0.822,0.356
CH,Changeup,OS,106,14.3,25,21,7,28.0,4,16.0,50,20,40.0,18.87,10,9.43,28.3,33.33,16.95,17.5,0.238,0.36,0.333,0.6930000000000001,0.09500000000000003
SL,Slider,BR,105,14.17,27,25,16,59.26,2,7.41,52,21,40.38,20.0,20,19.05,39.05,40.38,19.07,35.56,0.12,0.185,0.28,0.465,0.16000000000000003
SI,Sinker,FB,84,11.34,19,16,2,10.53,3,15.79,34,4,11.76,4.76,15,17.86,22.62,25.58,8.05,10.53,0.375,0.474,0.625,1.099,0.25
CU,Curveball,BR,59,7.96,11,7,3,27.27,4,36.36,12,4,33.33,6.78,22,37.29,44.07,7.41,8.05,15.79,0.143,0.455,0.143,0.598,0.0
ST,Sweeper,BR,47,6.34,10,8,7,70.0,1,10.0,15,5,33.33,10.64,13,27.66,38.3,13.64,6.78,43.75,0.0,0.1,0.0,0.1,0.0
FC,Cutter,FB,45,6.07,6,6,3,50.0,0,0.0,16,5,31.25,11.11,11,24.44,35.56,20.83,2.54,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,9,1.21,4,3,1,25.0,0,0.0,4,1,25.0,11.11,1,11.11,22.22,33.33,1.27,33.33,0.333,0.25,0.333,0.583,0.0
FS,Split-Finger,OS,8,1.08,1,0,0,0.0,1,100.0,4,2,50.0,25.0,0,0.0,25.0,33.33,1.69,0.0,,1.0,,,
CS,Slow Curve,BR,1,0.13,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
SV,Slurve,BR,1,0.13,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
