Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,182,26.11,42,35,12,28.57,4,9.52,64,9,14.06,4.95,48,26.37,31.32,17.5,20.71,34.29,0.2,0.317,0.314,0.631,0.11399999999999999
SI,Sinker,FB,177,25.39,56,49,9,16.07,6,10.71,71,4,5.63,2.26,46,25.99,28.25,22.86,18.93,28.12,0.286,0.375,0.347,0.722,0.061
SL,Slider,BR,167,23.96,43,40,16,37.21,3,6.98,64,27,42.19,16.17,31,18.56,34.73,29.13,28.99,32.65,0.125,0.186,0.2,0.386,0.07500000000000001
ST,Sweeper,BR,67,9.61,15,14,7,46.67,1,6.67,24,13,54.17,19.4,16,23.88,43.28,28.57,14.2,29.17,0.071,0.133,0.143,0.276,0.072
CU,Curveball,BR,38,5.45,6,6,1,16.67,0,0.0,9,2,22.22,5.26,8,21.05,26.32,13.64,8.28,7.14,0.167,0.167,0.167,0.334,0.0
FC,Cutter,FB,36,5.16,10,8,0,0.0,2,20.0,18,3,16.67,8.33,5,13.89,22.22,23.53,2.96,0.0,0.125,0.3,0.125,0.425,0.0
CH,Changeup,OS,17,2.44,4,4,1,25.0,0,0.0,7,1,14.29,5.88,1,5.88,11.76,10.0,4.73,12.5,0.5,0.5,1.25,1.75,0.75
SV,Slurve,BR,11,1.58,3,2,0,0.0,1,33.33,2,0,0.0,0.0,2,18.18,18.18,0.0,0.59,0.0,0.5,0.667,0.5,1.167,0.0
KC,Knuckle Curve,BR,1,0.14,1,1,1,100.0,0,0.0,0,0,,0.0,1,100.0,100.0,,0.59,100.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
