Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,112,26.79,31,26,9,29.03,5,16.13,58,15,25.86,13.39,14,12.5,25.89,25.93,26.98,26.47,0.154,0.29,0.192,0.482,0.038000000000000006
CH,Changeup,OS,87,20.81,25,23,8,32.0,2,8.0,55,20,36.36,22.99,2,2.3,25.29,38.3,24.6,25.81,0.087,0.16,0.13,0.29000000000000004,0.04300000000000001
SI,Sinker,FB,63,15.07,16,12,1,6.25,4,25.0,30,4,13.33,6.35,14,22.22,28.57,28.57,11.9,6.67,0.167,0.375,0.417,0.792,0.24999999999999997
CU,Curveball,BR,47,11.24,8,7,3,37.5,0,0.0,16,4,25.0,8.51,8,17.02,25.53,11.11,14.29,16.67,0.0,0.125,0.0,0.125,0.0
SL,Slider,BR,34,8.13,7,6,2,28.57,1,14.29,14,4,28.57,11.76,1,2.94,14.71,10.0,7.94,20.0,0.167,0.286,0.167,0.45299999999999996,0.0
ST,Sweeper,BR,30,7.18,6,6,1,16.67,0,0.0,13,3,23.08,10.0,6,20.0,30.0,23.08,8.73,9.09,0.5,0.5,0.667,1.167,0.16700000000000004
FC,Cutter,FB,29,6.94,6,5,2,33.33,1,16.67,17,7,41.18,24.14,3,10.34,34.48,21.43,3.17,50.0,0.6,0.667,1.2,1.867,0.6
FS,Split-Finger,OS,7,1.67,1,1,1,100.0,0,0.0,6,3,50.0,42.86,1,14.29,57.14,100.0,1.59,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,6,1.44,0,0,0,,0,,3,2,66.67,33.33,0,0.0,33.33,50.0,0.79,0.0,,,,,
SV,Slurve,BR,3,0.72,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
