Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,92,30.07,24,20,7,29.17,4,16.67,47,6,12.77,6.52,19,20.65,27.17,16.67,34.62,19.44,0.35,0.458,0.65,1.108,0.30000000000000004
CH,Changeup,OS,64,20.92,13,10,2,15.38,3,23.08,28,12,42.86,18.75,3,4.69,23.44,25.58,17.31,11.11,0.2,0.385,0.2,0.585,0.0
SI,Sinker,FB,38,12.42,13,9,1,7.69,4,30.77,15,1,6.67,2.63,8,21.05,23.68,11.11,8.65,11.11,0.111,0.385,0.111,0.496,0.0
SL,Slider,BR,37,12.09,8,6,2,25.0,0,0.0,16,4,25.0,10.81,6,16.22,27.03,16.67,15.38,12.5,0.0,0.25,0.0,0.25,0.0
FC,Cutter,FB,34,11.11,6,6,1,16.67,0,0.0,18,5,27.78,14.71,6,17.65,32.35,21.43,9.62,10.0,0.333,0.333,0.333,0.666,0.0
CU,Curveball,BR,23,7.52,6,3,1,16.67,1,16.67,9,0,0.0,0.0,2,8.7,8.7,23.53,9.62,10.0,0.0,0.333,0.0,0.333,0.0
ST,Sweeper,BR,8,2.61,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,12.5,12.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,1.31,1,1,1,100.0,0,0.0,0,0,,0.0,3,75.0,75.0,0.0,1.92,50.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,3,0.98,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,0.96,0.0,,,,,
SV,Slurve,BR,3,0.98,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0
