Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,170,35.42,46,36,11,23.91,9,19.57,67,13,19.4,7.65,43,25.29,32.94,9.23,33.8,22.92,0.167,0.326,0.194,0.52,0.026999999999999996
SI,Sinker,FB,66,13.75,17,14,3,17.65,3,17.65,24,4,16.67,6.06,16,24.24,30.3,11.54,13.38,15.79,0.143,0.294,0.143,0.43699999999999994,0.0
SL,Slider,BR,66,13.75,12,10,4,33.33,1,8.33,34,7,20.59,10.61,11,16.67,27.27,35.48,19.72,14.29,0.4,0.417,0.7,1.117,0.29999999999999993
CH,Changeup,OS,59,12.29,18,16,1,5.56,2,11.11,29,7,24.14,11.86,7,11.86,23.73,34.29,11.97,5.88,0.375,0.444,0.438,0.882,0.063
CU,Curveball,BR,44,9.17,12,12,3,25.0,0,0.0,16,3,18.75,6.82,9,20.45,27.27,24.0,9.15,23.08,0.083,0.083,0.083,0.166,0.0
FC,Cutter,FB,28,5.83,7,7,1,14.29,0,0.0,14,4,28.57,14.29,4,14.29,28.57,0.0,4.23,16.67,0.143,0.143,0.571,0.714,0.42799999999999994
ST,Sweeper,BR,20,4.17,5,4,1,20.0,1,20.0,9,2,22.22,10.0,4,20.0,30.0,12.5,2.82,25.0,0.25,0.4,0.25,0.65,0.0
KC,Knuckle Curve,BR,12,2.5,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,8.33,3.52,0.0,,,,,
,,,8,1.67,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
FS,Split-Finger,OS,7,1.46,3,3,0,0.0,0,0.0,5,0,0.0,0.0,0,0.0,0.0,50.0,1.41,0.0,0.333,0.333,1.333,1.666,1.0
