Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,116,34.52,32,28,9,28.12,4,12.5,61,18,29.51,15.52,15,12.93,28.45,25.45,38.83,22.5,0.321,0.406,0.429,0.835,0.10799999999999998
SL,Slider,BR,54,16.07,11,10,3,27.27,0,0.0,23,6,26.09,11.11,12,22.22,33.33,13.64,18.45,15.79,0.2,0.273,0.2,0.47300000000000003,0.0
SI,Sinker,FB,51,15.18,18,16,0,0.0,1,5.56,31,2,6.45,3.92,6,11.76,15.69,21.43,5.83,0.0,0.25,0.294,0.312,0.606,0.062
CH,Changeup,OS,43,12.8,14,14,5,35.71,0,0.0,24,11,45.83,25.58,5,11.63,37.21,36.36,16.5,29.41,0.286,0.286,0.357,0.643,0.07100000000000001
CU,Curveball,BR,30,8.93,7,7,0,0.0,0,0.0,17,2,11.76,6.67,4,13.33,20.0,43.75,9.71,0.0,0.571,0.571,0.857,1.428,0.28600000000000003
FC,Cutter,FB,17,5.06,4,3,1,25.0,1,25.0,6,1,16.67,5.88,4,23.53,29.41,30.0,5.83,16.67,0.333,0.5,0.333,0.833,0.0
ST,Sweeper,BR,11,3.27,5,5,0,0.0,0,0.0,7,0,0.0,0.0,2,18.18,18.18,0.0,2.91,0.0,0.4,0.4,0.8,1.2000000000000002,0.4
FS,Split-Finger,OS,7,2.08,1,1,0,0.0,0,0.0,3,1,33.33,14.29,0,0.0,14.29,20.0,1.94,0.0,1.0,1.0,2.0,3.0,1.0
KC,Knuckle Curve,BR,3,0.89,0,0,0,,0,,1,1,100.0,33.33,1,33.33,66.67,33.33,0.0,,,,,,
SV,Slurve,BR,2,0.6,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
,,,2,0.6,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
