Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO,mlbid
FA,Other,,6,24.0,2,2,0,0.0,0,0.0,4,1,25.0,16.67,0,0.0,16.67,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,500743
SI,Sinker,FB,279,50.73,64,58,10,15.62,5,7.81,121,13,10.74,4.66,71,25.45,30.11,15.79,40.11,13.33,0.276,0.344,0.534,0.878,0.258,500779
SV,Slurve,BR,186,33.82,50,44,13,26.0,5,10.0,91,31,34.07,16.67,17,9.14,25.81,31.58,37.97,18.31,0.159,0.24,0.159,0.399,0.0,500779
FF,4-Seam Fastball,FB,62,11.27,16,13,6,37.5,3,18.75,28,9,32.14,14.52,7,11.29,25.81,29.03,15.51,20.69,0.154,0.312,0.385,0.6970000000000001,0.231,500779
CH,Changeup,OS,17,3.09,2,1,0,0.0,0,0.0,7,1,14.29,5.88,1,5.88,11.76,10.0,5.35,0.0,1.0,1.0,4.0,5.0,3.0,500779
CU,Curveball,BR,5,0.91,2,2,1,50.0,0,0.0,4,2,50.0,40.0,0,0.0,40.0,50.0,1.07,50.0,0.0,0.0,0.0,0.0,0.0,500779
,,,1,0.18,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,500779
SI,Sinker,FB,33,25.38,10,7,0,0.0,3,30.0,13,0,0.0,0.0,5,15.15,15.15,6.67,27.27,0.0,0.429,0.6,0.571,1.1709999999999998,0.1419999999999999,502043
CH,Changeup,OS,30,23.08,10,9,1,10.0,1,10.0,15,3,20.0,10.0,2,6.67,16.67,40.91,33.33,9.09,0.667,0.7,1.222,1.922,0.5549999999999999,502043
CU,Curveball,BR,27,20.77,6,6,1,16.67,0,0.0,17,6,35.29,22.22,2,7.41,29.63,50.0,12.12,25.0,0.167,0.167,0.667,0.8340000000000001,0.5,502043
FF,4-Seam Fastball,FB,19,14.62,5,4,0,0.0,0,0.0,10,0,0.0,0.0,3,15.79,15.79,22.22,3.03,0.0,0.75,0.6,1.5,2.1,0.75,502043
FC,Cutter,FB,8,6.15,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,12.5,12.5,0.0,3.03,0.0,1.0,1.0,4.0,5.0,3.0,502043
ST,Sweeper,BR,8,6.15,3,3,0,0.0,0,0.0,4,0,0.0,0.0,1,12.5,12.5,0.0,9.09,0.0,1.0,1.0,1.333,2.333,0.3329999999999999,502043
SL,Slider,BR,5,3.85,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,20.0,12.12,0.0,,,,,,502043
FC,Cutter,FB,77,52.74,16,15,6,37.5,1,6.25,33,7,21.21,9.09,18,23.38,32.47,23.53,43.59,35.29,0.267,0.312,0.667,0.979,0.4,502085
KC,Knuckle Curve,BR,53,36.3,17,15,4,23.53,2,11.76,24,5,20.83,9.43,4,7.55,16.98,32.43,51.28,20.0,0.333,0.412,0.4,0.812,0.067,502085
SL,Slider,BR,8,5.48,1,1,0,0.0,0,0.0,2,1,50.0,12.5,3,37.5,50.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0,502085
,,,4,2.74,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,502085
CH,Changeup,OS,3,2.05,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,502085
SI,Sinker,FB,1,0.68,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,,502085
SI,Sinker,FB,120,19.48,35,29,9,25.71,5,14.29,48,9,18.75,7.5,32,26.67,34.17,24.0,17.07,32.14,0.172,0.314,0.31,0.624,0.138,506433
CU,Curveball,BR,105,17.05,34,30,10,29.41,3,8.82,46,15,32.61,14.29,15,14.29,28.57,26.67,25.0,24.39,0.2,0.294,0.433,0.727,0.2329999999999999,506433
FF,4-Seam Fastball,FB,89,14.45,18,18,3,16.67,0,0.0,43,10,23.26,11.24,13,14.61,25.84,18.6,10.98,16.67,0.333,0.333,0.667,1.0,0.334,506433
FS,Split-Finger,OS,89,14.45,19,18,3,15.79,0,0.0,41,9,21.95,10.11,1,1.12,11.24,25.4,21.95,8.33,0.278,0.316,0.278,0.5940000000000001,0.0,506433
SL,Slider,BR,79,12.82,24,20,1,4.17,4,16.67,40,6,15.0,7.59,17,21.52,29.11,17.24,9.76,6.25,0.25,0.375,0.4,0.775,0.15,506433
FC,Cutter,FB,72,11.69,11,10,0,0.0,1,9.09,39,7,17.95,9.72,11,15.28,25.0,19.23,3.66,0.0,0.5,0.545,1.3,1.845,0.8,506433
ST,Sweeper,BR,42,6.82,10,8,1,10.0,1,10.0,13,1,7.69,2.38,10,23.81,26.19,4.76,4.88,12.5,0.5,0.556,1.5,2.056,1.0,506433
KC,Knuckle Curve,BR,13,2.11,3,2,0,0.0,1,33.33,4,0,0.0,0.0,0,0.0,0.0,0.0,4.27,0.0,0.0,0.333,0.0,0.333,0.0,506433
CH,Changeup,OS,5,0.81,1,1,1,100.0,0,0.0,1,0,0.0,0.0,1,20.0,20.0,25.0,2.44,25.0,0.0,0.0,0.0,0.0,0.0,506433
UN,Unknown,,1,0.16,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,506433
,,,1,0.16,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,506433
SI,Sinker,FB,98,60.87,28,25,3,10.71,3,10.71,53,8,15.09,8.16,14,14.29,22.45,14.71,58.7,11.11,0.36,0.429,0.76,1.189,0.4,518397
SL,Slider,BR,63,39.13,11,10,2,18.18,1,9.09,23,6,26.09,9.52,9,14.29,23.81,18.92,41.3,10.53,0.3,0.364,0.4,0.764,0.1,518397
FF,4-Seam Fastball,FB,63,39.38,17,16,4,23.53,1,5.88,32,5,15.62,7.94,7,11.11,19.05,17.86,43.14,18.18,0.188,0.235,0.375,0.61,0.187,518489
FC,Cutter,FB,50,31.25,11,10,2,18.18,1,9.09,26,2,7.69,4.0,9,18.0,22.0,26.09,9.8,40.0,0.3,0.364,0.4,0.764,0.1,518489
SL,Slider,BR,47,29.38,11,11,4,36.36,0,0.0,23,8,34.78,17.02,5,10.64,27.66,44.12,47.06,16.67,0.455,0.455,0.636,1.091,0.181,518489
FS,Split-Finger,OS,195,62.7,58,54,23,39.66,3,5.17,98,43,43.88,22.05,23,11.79,33.85,35.09,84.52,32.39,0.259,0.298,0.426,0.724,0.1669999999999999,518585
FF,4-Seam Fastball,FB,95,30.55,22,16,2,9.09,5,22.73,25,4,16.0,4.21,38,40.0,44.21,12.77,14.29,16.67,0.125,0.318,0.312,0.63,0.187,518585
SL,Slider,BR,17,5.47,1,1,1,100.0,0,0.0,4,1,25.0,5.88,4,23.53,29.41,9.09,1.19,100.0,0.0,0.0,0.0,0.0,0.0,518585
SI,Sinker,FB,4,1.29,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,518585
CH,Changeup,OS,485,32.38,145,135,28,19.31,10,6.9,277,88,31.77,18.14,32,6.6,24.74,48.13,33.65,19.58,0.23,0.283,0.378,0.661,0.148,518876
FF,4-Seam Fastball,FB,383,25.57,85,78,14,16.47,7,8.24,154,30,19.48,7.83,89,23.24,31.07,17.16,20.94,15.73,0.231,0.294,0.603,0.897,0.372,518876
FC,Cutter,FB,293,19.56,74,71,22,29.73,3,4.05,139,20,14.39,6.83,60,20.48,27.3,34.31,18.35,28.21,0.155,0.189,0.352,0.5409999999999999,0.1969999999999999,518876
CU,Curveball,BR,206,13.75,45,43,6,13.33,1,2.22,85,19,22.35,9.22,56,27.18,36.41,25.77,12.47,11.32,0.256,0.289,0.326,0.615,0.07,518876
SI,Sinker,FB,128,8.54,50,42,11,22.0,8,16.0,59,1,1.69,0.78,25,19.53,20.31,9.8,14.59,17.74,0.262,0.38,0.5,0.88,0.238,518876
SL,Slider,BR,2,0.13,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,518876
,,,1,0.07,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,518876
FF,4-Seam Fastball,FB,63,62.38,13,9,5,38.46,4,30.77,29,8,27.59,12.7,7,11.11,23.81,33.33,62.86,18.18,0.222,0.462,0.222,0.684,0.0,518886
KC,Knuckle Curve,BR,15,14.85,3,3,0,0.0,0,0.0,6,2,33.33,13.33,3,20.0,33.33,25.0,8.57,0.0,0.667,0.667,1.667,2.334,1.0,518886
CH,Changeup,OS,12,11.88,1,1,0,0.0,0,0.0,3,1,33.33,8.33,1,8.33,16.67,11.11,11.43,0.0,1.0,1.0,4.0,5.0,3.0,518886
ST,Sweeper,BR,10,9.9,3,3,1,33.33,0,0.0,7,3,42.86,30.0,1,10.0,40.0,60.0,14.29,20.0,0.0,0.0,0.0,0.0,0.0,518886
,,,1,0.99,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,2.86,0.0,,,,,,518886
SI,Sinker,FB,66,57.39,21,19,2,9.52,1,4.76,31,4,12.9,6.06,12,18.18,24.24,25.81,50.0,14.29,0.421,0.476,0.526,1.002,0.105,519008
ST,Sweeper,BR,48,41.74,8,8,2,25.0,0,0.0,19,8,42.11,16.67,12,25.0,41.67,24.0,46.43,15.38,0.375,0.375,0.75,1.125,0.375,519008
CH,Changeup,OS,1,0.87,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,,3.57,100.0,0.0,0.0,0.0,0.0,0.0,519008
FF,4-Seam Fastball,FB,265,83.6,71,65,24,33.8,5,7.04,151,49,32.45,18.49,44,16.6,35.09,34.58,73.73,27.59,0.185,0.254,0.215,0.469,0.03,519141
KC,Knuckle Curve,BR,52,16.4,9,9,4,44.44,0,0.0,21,2,9.52,3.85,6,11.54,15.38,16.67,26.27,12.9,0.111,0.111,0.111,0.222,0.0,519141
FF,4-Seam Fastball,FB,127,37.91,43,38,6,13.95,3,6.98,64,7,10.94,5.51,27,21.26,26.77,20.0,40.51,18.75,0.289,0.341,0.447,0.788,0.158,519151
CU,Curveball,BR,87,25.97,17,15,6,35.29,2,11.76,35,10,28.57,11.49,20,22.99,34.48,26.19,32.91,23.08,0.2,0.294,0.4,0.694,0.2,519151
SL,Slider,BR,58,17.31,19,17,3,15.79,2,10.53,32,6,18.75,10.34,6,10.34,20.69,31.03,18.99,20.0,0.353,0.421,0.412,0.833,0.059,519151
CH,Changeup,OS,37,11.04,9,8,0,0.0,1,11.11,13,2,15.38,5.41,0,0.0,5.41,8.0,5.06,0.0,0.375,0.444,0.5,0.944,0.125,519151
SI,Sinker,FB,26,7.76,6,5,1,16.67,1,16.67,11,2,18.18,7.69,2,7.69,15.38,18.75,2.53,50.0,0.2,0.333,0.4,0.7330000000000001,0.2,519151
SL,Slider,BR,192,51.2,53,48,24,45.28,2,3.77,93,48,51.61,25.0,22,11.46,36.46,35.09,67.21,29.27,0.125,0.176,0.167,0.3429999999999999,0.042,519242
FF,4-Seam Fastball,FB,118,31.47,31,24,8,25.81,6,19.35,51,10,19.61,8.47,28,23.73,32.2,20.83,27.05,24.24,0.292,0.433,0.625,1.058,0.333,519242
SI,Sinker,FB,58,15.47,13,12,0,0.0,0,0.0,36,7,19.44,12.07,12,20.69,32.76,60.0,4.92,0.0,0.0,0.077,0.0,0.077,0.0,519242
CH,Changeup,OS,7,1.87,2,2,0,0.0,0,0.0,4,1,25.0,14.29,1,14.29,28.57,0.0,0.82,0.0,0.5,0.5,1.5,2.0,1.0,519242
FF,4-Seam Fastball,FB,67,44.37,24,21,2,8.33,3,12.5,33,2,6.06,2.99,10,14.93,17.91,20.0,41.46,11.76,0.143,0.25,0.143,0.393,0.0,519326
SL,Slider,BR,38,25.17,10,9,0,0.0,1,10.0,17,2,11.76,5.26,11,28.95,34.21,18.75,7.32,0.0,0.333,0.4,0.444,0.8440000000000001,0.1109999999999999,519326
CH,Changeup,OS,28,18.54,4,4,2,50.0,0,0.0,16,6,37.5,21.43,0,0.0,21.43,45.45,34.15,14.29,0.25,0.25,1.0,1.25,0.75,519326
ST,Sweeper,BR,13,8.61,4,4,1,25.0,0,0.0,7,2,28.57,15.38,0,0.0,15.38,33.33,17.07,14.29,0.0,0.0,0.0,0.0,0.0,519326
,,,4,2.65,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,519326
SI,Sinker,FB,1,0.66,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,519326
FF,4-Seam Fastball,FB,51,62.2,14,13,1,7.14,1,7.14,27,4,14.81,7.84,9,17.65,25.49,19.05,44.44,12.5,0.385,0.429,0.385,0.8140000000000001,0.0,521230
CU,Curveball,BR,17,20.73,4,3,2,50.0,0,0.0,5,1,20.0,5.88,4,23.53,29.41,0.0,27.78,40.0,0.0,0.25,0.0,0.25,0.0,521230
SL,Slider,BR,14,17.07,6,6,1,16.67,0,0.0,11,5,45.45,35.71,1,7.14,42.86,77.78,27.78,20.0,0.167,0.167,0.667,0.8340000000000001,0.5,521230
SI,Sinker,FB,91,40.09,28,25,5,17.86,2,7.14,49,7,14.29,7.69,15,16.48,24.18,39.02,25.35,27.78,0.12,0.185,0.28,0.465,0.16,527048
CH,Changeup,OS,57,25.11,15,15,8,53.33,0,0.0,34,14,41.18,24.56,5,8.77,33.33,42.86,35.21,32.0,0.133,0.133,0.133,0.266,0.0,527048
FC,Cutter,FB,35,15.42,8,8,0,0.0,0,0.0,14,2,14.29,5.71,7,20.0,25.71,7.14,18.31,0.0,0.25,0.25,0.375,0.625,0.125,527048
CU,Curveball,BR,33,14.54,6,6,1,16.67,0,0.0,11,1,9.09,3.03,9,27.27,30.3,16.67,15.49,9.09,0.167,0.167,0.333,0.5,0.166,527048
FF,4-Seam Fastball,FB,11,4.85,1,1,0,0.0,0,0.0,5,0,0.0,0.0,3,27.27,27.27,20.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,527048
