mlbid,PA,AB,pitches,AVG,K,K%,BB,BB%,obp,SLG,OPS,ISO,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway%
621566,540,445,2395,0.294,115,21.3,90,16.67,0.416,0.645,1.061,0.35100000000000003,1094,301,27.51,12.57,295,12.32,24.89,25.66,14.92
663586,566,508,2280,0.28,137,24.2,42,7.42,0.341,0.5,0.841,0.21999999999999997,1090,302,27.71,13.25,354,15.53,28.77,27.7,18.53
553993,537,467,2229,0.227,161,29.98,48,8.94,0.312,0.394,0.706,0.167,1003,324,32.3,14.54,377,16.91,31.45,23.96,22.87
660670,587,516,2206,0.343,64,10.9,61,10.39,0.419,0.605,1.024,0.26199999999999996,1020,193,18.92,8.75,301,13.64,22.39,22.43,11.37
663993,505,430,2176,0.279,113,22.38,69,13.66,0.382,0.451,0.833,0.172,949,188,19.81,8.64,340,15.62,24.26,19.45,16.87
679529,525,463,2175,0.233,138,26.29,51,9.71,0.315,0.421,0.736,0.18799999999999997,1000,253,25.3,11.63,366,16.83,28.46,24.22,19.94
502671,518,444,2162,0.259,120,23.17,67,12.93,0.359,0.446,0.8049999999999999,0.187,955,266,27.85,12.3,386,17.85,30.16,25.85,17.44
650402,544,488,2151,0.273,78,14.34,50,9.19,0.34,0.432,0.772,0.15899999999999997,1021,222,21.74,10.32,335,15.57,25.89,26.86,11.29
668939,496,430,2112,0.267,80,16.13,61,12.3,0.359,0.419,0.778,0.15199999999999997,871,146,16.76,6.91,416,19.7,26.61,24.41,12.54
665742,502,396,2108,0.283,81,16.14,99,19.72,0.424,0.556,0.98,0.2730000000000001,721,133,18.45,6.31,407,19.31,25.62,15.09,14.14
677951,547,503,2106,0.27,93,17.0,33,6.03,0.315,0.485,0.8,0.21499999999999997,1034,229,22.15,10.87,327,15.53,26.4,29.62,14.44
606192,529,482,2105,0.249,164,31.0,33,6.24,0.305,0.413,0.718,0.16399999999999998,1116,412,36.92,19.57,304,14.44,34.01,34.81,23.06
645277,528,468,2098,0.25,89,16.86,42,7.95,0.318,0.485,0.8029999999999999,0.235,1118,233,20.84,11.11,206,9.82,20.92,33.45,13.94
664023,502,411,2086,0.258,109,21.71,80,15.94,0.381,0.45,0.831,0.192,905,234,25.86,11.22,318,15.24,26.46,20.31,17.34
668227,517,433,2083,0.254,119,23.02,62,11.99,0.364,0.413,0.7769999999999999,0.15899999999999997,892,267,29.93,12.82,391,18.77,31.59,26.93,19.44
543760,544,483,2058,0.273,77,14.15,52,9.56,0.343,0.493,0.8360000000000001,0.21999999999999997,966,174,18.01,8.45,298,14.48,22.93,21.97,13.9
623993,486,447,2049,0.26,107,22.02,31,6.38,0.315,0.483,0.798,0.22299999999999998,1053,233,22.13,11.37,304,14.84,26.21,37.22,15.21
656305,471,408,1996,0.223,139,29.51,52,11.04,0.32,0.402,0.722,0.17900000000000002,854,266,31.15,13.33,355,17.79,31.11,18.61,21.72
605141,509,434,1995,0.309,85,16.7,66,12.97,0.403,0.546,0.9490000000000001,0.23700000000000004,773,138,17.85,6.92,404,20.25,27.17,17.64,15.12
641857,449,393,1994,0.26,141,31.4,52,11.58,0.345,0.481,0.826,0.22099999999999997,947,296,31.26,14.84,298,14.94,29.79,25.26,20.41
665489,558,500,1993,0.26,85,15.23,48,8.6,0.332,0.46,0.792,0.2,1028,245,23.83,12.29,238,11.94,24.23,30.21,15.37
457759,462,414,1981,0.273,78,16.88,33,7.14,0.335,0.43,0.765,0.15699999999999997,882,145,16.44,7.32,356,17.97,25.29,25.33,12.0
681082,474,436,1979,0.28,76,16.03,26,5.49,0.322,0.431,0.753,0.15099999999999997,890,129,14.49,6.52,437,22.08,28.6,28.42,11.93
680757,494,438,1979,0.272,52,10.53,50,10.12,0.346,0.384,0.73,0.11199999999999999,812,83,10.22,4.19,436,22.03,26.23,20.67,8.84
572233,497,441,1979,0.259,95,19.11,42,8.45,0.329,0.472,0.8009999999999999,0.21299999999999997,970,254,26.19,12.83,280,14.15,26.98,26.84,15.33
656941,469,378,1974,0.201,128,27.29,85,18.12,0.351,0.497,0.848,0.296,744,232,31.18,11.75,388,19.66,31.41,21.53,23.1
593428,492,438,1967,0.283,82,16.67,44,8.94,0.356,0.432,0.788,0.14900000000000002,844,167,19.79,8.49,421,21.4,29.89,25.99,14.36
543807,539,489,1962,0.262,101,18.74,43,7.98,0.327,0.411,0.738,0.14899999999999997,962,223,23.18,11.37,284,14.48,25.84,23.35,18.21
668715,487,422,1961,0.256,106,21.77,51,10.47,0.348,0.431,0.7789999999999999,0.175,836,213,25.48,10.86,373,19.02,29.88,22.75,18.53
596019,483,417,1958,0.242,102,21.12,51,10.56,0.333,0.424,0.757,0.182,950,225,23.68,11.49,281,14.35,25.84,28.12,17.29
608324,508,436,1954,0.282,67,13.19,65,12.8,0.382,0.468,0.8500000000000001,0.18600000000000005,750,109,14.53,5.58,384,19.65,25.23,16.96,12.88
518692,514,440,1954,0.33,81,15.76,57,11.09,0.414,0.548,0.962,0.21800000000000003,963,191,19.83,9.77,221,11.31,21.08,27.01,16.63
592885,473,405,1942,0.294,103,21.78,64,13.53,0.393,0.489,0.882,0.195,830,224,26.99,11.53,299,15.4,26.93,23.89,19.07
666969,480,428,1933,0.245,138,28.75,41,8.54,0.317,0.509,0.8260000000000001,0.264,973,308,31.65,15.93,269,13.92,29.85,32.02,21.97
663728,462,412,1923,0.235,126,27.27,47,10.17,0.315,0.476,0.7909999999999999,0.241,923,273,29.58,14.2,271,14.09,28.29,30.53,21.36
673490,435,369,1920,0.241,94,21.61,55,12.64,0.34,0.341,0.681,0.10000000000000003,718,135,18.8,7.03,454,23.65,30.68,19.23,15.59
656716,475,427,1916,0.23,109,22.95,38,8.0,0.297,0.356,0.653,0.12599999999999997,921,194,21.06,10.13,308,16.08,26.2,28.04,19.12
621020,478,422,1911,0.244,111,23.22,49,10.25,0.329,0.405,0.734,0.16100000000000003,895,251,28.04,13.13,289,15.12,28.26,23.34,18.66
669004,459,398,1909,0.239,122,26.58,55,11.98,0.332,0.42,0.752,0.181,890,291,32.7,15.24,297,15.56,30.8,24.84,20.68
642715,480,419,1906,0.212,117,24.38,47,9.79,0.296,0.406,0.702,0.19400000000000003,971,315,32.44,16.53,245,12.85,29.38,32.69,19.28
657041,490,450,1905,0.242,143,29.18,23,4.69,0.292,0.427,0.719,0.185,828,216,26.09,11.34,392,20.58,31.92,28.6,24.48
677594,545,498,1905,0.267,127,23.3,35,6.42,0.327,0.484,0.8109999999999999,0.21699999999999997,1017,284,27.93,14.91,250,13.12,28.03,38.34,22.84
607043,448,379,1880,0.266,98,21.88,60,13.39,0.373,0.501,0.874,0.235,781,163,20.87,8.67,366,19.47,28.14,19.23,16.42
646240,469,408,1879,0.27,89,18.98,51,10.87,0.358,0.505,0.863,0.235,963,245,25.44,13.04,183,9.74,22.78,33.05,15.06
607208,485,451,1878,0.282,109,22.47,29,5.98,0.331,0.472,0.8029999999999999,0.19,1014,293,28.9,15.6,238,12.67,28.27,36.06,17.81
663538,508,449,1867,0.274,63,12.4,40,7.87,0.348,0.372,0.72,0.09799999999999998,836,112,13.4,6.0,386,20.67,26.67,29.91,12.21
650559,473,438,1864,0.251,107,22.62,29,6.13,0.297,0.42,0.717,0.16899999999999998,936,271,28.95,14.54,297,15.93,30.47,34.61,18.71
662139,466,421,1861,0.202,111,23.82,36,7.73,0.27,0.392,0.662,0.19,937,239,25.51,12.84,280,15.05,27.89,29.23,18.26
643217,486,440,1852,0.261,67,13.79,42,8.64,0.327,0.343,0.67,0.08200000000000002,887,169,19.05,9.13,273,14.74,23.87,26.13,13.62
467793,460,411,1837,0.231,83,18.04,45,9.78,0.306,0.421,0.727,0.18999999999999997,850,202,23.76,11.0,263,14.32,25.31,24.63,16.21
608070,461,401,1833,0.302,48,10.41,54,11.71,0.382,0.481,0.863,0.179,831,128,15.4,6.98,255,13.91,20.89,28.02,10.17
542303,453,404,1833,0.272,109,24.06,44,9.71,0.347,0.535,0.882,0.263,880,246,27.95,13.42,271,14.78,28.21,29.59,18.63
571970,408,334,1833,0.237,113,27.7,68,16.67,0.363,0.518,0.881,0.281,693,205,29.58,11.18,361,19.69,30.88,22.15,20.47
641487,446,369,1832,0.266,84,18.83,67,15.02,0.382,0.463,0.845,0.197,698,127,18.19,6.93,357,19.49,26.42,17.9,17.39
682998,472,413,1826,0.286,105,22.25,46,9.75,0.369,0.552,0.921,0.26600000000000007,837,187,22.34,10.24,297,16.27,26.51,28.83,21.92
666182,496,472,1825,0.303,102,20.56,20,4.03,0.333,0.464,0.797,0.16100000000000003,1032,226,21.9,12.38,214,11.73,24.11,38.01,17.91
624413,475,412,1820,0.214,109,22.95,44,9.26,0.312,0.495,0.8069999999999999,0.281,784,208,26.53,11.43,332,18.24,29.67,27.59,22.11
683011,467,424,1818,0.198,132,28.27,36,7.71,0.268,0.356,0.624,0.15799999999999997,874,246,28.15,13.53,318,17.49,31.02,29.16,23.4
608841,471,436,1816,0.268,97,20.59,28,5.94,0.315,0.388,0.7030000000000001,0.12,851,203,23.85,11.18,344,18.94,30.12,30.48,17.38
664034,506,437,1812,0.24,85,16.8,37,7.31,0.341,0.357,0.698,0.11699999999999999,934,207,22.16,11.42,248,13.69,25.11,32.3,15.51
624585,446,392,1808,0.242,111,24.89,46,10.31,0.326,0.462,0.788,0.22000000000000003,790,221,27.97,12.22,292,16.15,28.37,25.71,21.19
670623,438,376,1801,0.247,82,18.72,43,9.82,0.347,0.513,0.86,0.266,828,154,18.6,8.55,301,16.71,25.26,28.98,14.09
650490,462,404,1799,0.322,72,15.58,49,10.61,0.403,0.478,0.881,0.15599999999999997,760,144,18.95,8.0,336,18.68,26.68,19.71,15.69
670770,446,392,1798,0.26,70,15.7,38,8.52,0.336,0.449,0.785,0.189,767,139,18.12,7.73,351,19.52,27.25,25.03,13.48
672695,424,345,1793,0.246,80,18.87,60,14.15,0.362,0.374,0.736,0.128,688,109,15.84,6.08,388,21.64,27.72,16.63,14.68
666139,435,403,1785,0.3,104,23.91,27,6.21,0.343,0.511,0.8540000000000001,0.21100000000000002,942,277,29.41,15.52,221,12.38,27.9,34.65,18.39
571448,468,428,1782,0.28,81,17.31,31,6.62,0.328,0.481,0.8089999999999999,0.20099999999999996,848,173,20.4,9.71,308,17.28,26.99,33.33,16.43
518934,450,403,1779,0.241,100,22.22,45,10.0,0.32,0.387,0.7070000000000001,0.14600000000000002,712,138,19.38,7.76,428,24.06,31.82,23.84,20.0
664774,438,362,1778,0.254,75,17.12,67,15.3,0.377,0.428,0.8049999999999999,0.174,687,142,20.67,7.99,328,18.45,26.43,16.81,16.03
592206,485,453,1774,0.252,140,28.87,25,5.15,0.289,0.444,0.733,0.192,985,365,37.06,20.57,209,11.78,32.36,40.41,25.27
683734,474,434,1774,0.267,109,23.0,29,6.12,0.327,0.447,0.774,0.18,808,212,26.24,11.95,336,18.94,30.89,30.92,21.51
683002,455,412,1764,0.272,117,25.71,38,8.35,0.336,0.549,0.885,0.277,833,213,25.57,12.07,277,15.7,27.78,26.4,22.35
606466,452,390,1760,0.259,85,18.81,54,11.95,0.348,0.479,0.827,0.21999999999999997,762,159,20.87,9.03,295,16.76,25.8,21.17,17.28
668804,438,381,1755,0.252,94,21.46,45,10.27,0.338,0.483,0.821,0.23099999999999998,807,232,28.75,13.22,241,13.73,26.95,24.9,18.49
663757,412,348,1753,0.178,118,28.64,56,13.59,0.298,0.325,0.623,0.14700000000000002,742,220,29.65,12.55,309,17.63,30.18,22.3,21.15
621043,444,397,1744,0.224,112,25.23,42,9.46,0.302,0.388,0.69,0.164,747,197,26.37,11.3,347,19.9,31.19,27.0,21.72
665487,489,447,1744,0.244,114,23.31,37,7.57,0.303,0.425,0.728,0.181,974,308,31.62,17.66,156,8.94,26.61,34.25,23.98
673548,419,371,1742,0.278,102,24.34,41,9.79,0.348,0.491,0.839,0.21299999999999997,712,173,24.3,9.93,356,20.44,30.37,19.3,20.2
673357,477,437,1737,0.252,132,27.67,25,5.24,0.303,0.531,0.8340000000000001,0.279,1002,329,32.83,18.94,184,10.59,29.53,40.07,24.77
657077,441,405,1735,0.279,66,14.97,30,6.8,0.329,0.464,0.793,0.185,723,109,15.08,6.28,356,20.52,26.8,22.64,14.93
661388,434,386,1729,0.262,94,21.66,42,9.68,0.339,0.381,0.72,0.119,728,201,27.61,11.63,338,19.55,31.17,24.86,18.08
660271,429,358,1725,0.327,99,23.08,64,14.92,0.431,0.701,1.132,0.37399999999999994,812,267,32.88,15.48,200,11.59,27.07,28.86,20.75
663656,436,364,1724,0.275,64,14.68,58,13.3,0.37,0.489,0.859,0.21399999999999997,800,163,20.38,9.45,204,11.83,21.29,21.87,13.5
592518,452,410,1723,0.241,83,18.36,36,7.96,0.301,0.446,0.747,0.20500000000000002,867,214,24.68,12.42,242,14.05,26.47,29.58,16.9
650333,479,442,1719,0.362,17,3.55,31,6.47,0.407,0.484,0.891,0.122,845,55,6.51,3.2,285,16.58,19.78,31.29,4.11
669261,404,332,1717,0.232,117,28.96,61,15.1,0.354,0.503,0.857,0.271,671,195,29.06,11.36,323,18.81,30.17,17.6,22.37
665161,461,414,1710,0.239,107,23.21,34,7.38,0.307,0.348,0.655,0.10899999999999999,873,265,30.36,15.5,238,13.92,29.42,35.52,20.7
676116,398,326,1707,0.236,135,33.92,63,15.83,0.369,0.405,0.774,0.16900000000000004,725,269,37.1,15.76,288,16.87,32.63,18.97,24.1
681546,413,353,1699,0.246,132,31.96,50,12.11,0.352,0.484,0.836,0.238,781,291,37.26,17.13,265,15.6,32.73,26.19,24.53
669257,407,343,1681,0.268,67,16.46,42,10.32,0.361,0.434,0.7949999999999999,0.16599999999999998,768,148,19.27,8.8,283,16.84,25.64,24.5,12.79
592696,449,418,1681,0.258,104,23.16,29,6.46,0.305,0.457,0.762,0.199,954,286,29.98,17.01,209,12.43,29.45,43.87,20.59
605137,432,385,1677,0.239,93,21.53,39,9.03,0.31,0.387,0.6970000000000001,0.14800000000000002,789,194,24.59,11.57,234,13.95,25.52,28.11,20.58
593160,446,412,1670,0.277,80,17.94,27,6.05,0.324,0.379,0.7030000000000001,0.10199999999999998,843,170,20.17,10.18,279,16.71,26.89,32.97,15.33
600869,415,363,1665,0.251,91,21.93,38,9.16,0.333,0.479,0.812,0.22799999999999998,775,197,25.42,11.83,270,16.22,28.05,27.64,18.71
606115,421,392,1656,0.255,78,18.53,23,5.46,0.299,0.375,0.6739999999999999,0.12,790,186,23.54,11.23,283,17.09,28.32,27.84,15.98
641680,411,374,1651,0.243,82,19.95,33,8.03,0.305,0.428,0.733,0.185,837,193,23.06,11.69,227,13.75,25.44,29.36,17.15
547989,416,378,1649,0.238,94,22.6,27,6.49,0.296,0.357,0.653,0.119,834,245,29.38,14.86,272,16.49,31.35,37.27,18.69
474832,366,305,1647,0.256,126,34.43,57,15.57,0.375,0.515,0.89,0.259,666,217,32.58,13.18,290,17.61,30.78,17.61,22.56
