gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
823109,2026-08-01,2026,663616,L,669302,R,strikeout,True,False,287.0,0.3,49.0,17.07,32.0,11.15,0.8420000000000001,0.15600000000000003,25.57,10.79,18.89,29.68,28.04,15.71,449.0,0.254,92.0,20.49,44.0,9.8,0.758,0.174,28.21,12.58,17.38,29.96,27.51,19.53,283.0,0.197,88.0,31.1,18.0,6.36,0.612,0.16199999999999998,31.31,15.92,14.9,30.82,32.47,21.46,270.0,0.197,84.0,31.11,17.0,6.3,0.602,0.1479999999999999,34.11,17.57,14.08,31.65,28.38,23.2
823109,2026-08-01,2026,680777,R,669302,R,field_out,False,False,124.0,0.28,23.0,18.55,14.0,11.29,0.932,0.281,17.76,7.28,21.46,28.74,27.21,13.86,321.0,0.248,68.0,21.18,23.0,7.17,0.6950000000000001,0.14,20.04,8.16,22.17,30.32,26.74,18.63,215.0,0.234,45.0,20.93,9.0,4.19,0.674,0.164,27.95,14.37,14.75,29.12,34.62,17.37,265.0,0.224,89.0,33.58,14.0,5.28,0.685,0.1839999999999999,31.61,16.0,16.37,32.37,32.35,23.18
823109,2026-08-01,2026,665019,L,669302,R,field_out,False,False,295.0,0.244,66.0,22.37,17.0,5.76,0.788,0.245,25.9,13.27,14.59,27.86,34.41,18.86,298.0,0.219,70.0,23.49,23.0,7.72,0.782,0.277,23.43,11.26,15.97,27.23,27.94,19.66,283.0,0.197,88.0,31.1,18.0,6.36,0.612,0.16199999999999998,31.31,15.92,14.9,30.82,32.47,21.46,270.0,0.197,84.0,31.11,17.0,6.3,0.602,0.1479999999999999,34.11,17.57,14.08,31.65,28.38,23.2
823109,2026-08-01,2026,702284,L,687570,L,double,False,False,139.0,0.248,27.0,19.42,7.0,5.04,0.6479999999999999,0.09599999999999997,21.48,10.84,15.33,26.17,28.9,17.65,67.0,0.22,14.0,20.9,7.0,10.45,0.635,0.102,26.55,10.68,22.78,33.45,21.54,17.5,82.0,0.306,18.0,21.95,8.0,9.76,0.7829999999999999,0.11099999999999999,23.81,10.54,18.67,29.22,26.63,16.22,,,,,,,,,,,,,,
823109,2026-08-01,2026,668227,R,687570,L,walk,False,True,106.0,0.253,22.0,20.75,7.0,6.6,0.69,0.126,24.52,12.53,16.46,28.99,35.0,18.97,205.0,0.242,51.0,24.88,11.0,5.37,0.753,0.215,26.29,12.23,18.54,30.77,29.05,21.52,231.0,0.229,58.0,25.11,18.0,7.79,0.688,0.154,22.35,10.81,15.5,26.31,31.86,19.86,,,,,,,,,,,,,,
823109,2026-08-01,2026,686527,L,687570,L,walk,False,True,48.0,0.27,10.0,20.83,9.0,18.75,1.06,0.352,32.5,13.27,19.39,32.65,29.52,16.13,68.0,0.276,15.0,22.06,8.0,11.76,0.713,0.0689999999999999,29.06,13.28,19.14,32.42,29.6,18.07,82.0,0.306,18.0,21.95,8.0,9.76,0.7829999999999999,0.11099999999999999,23.81,10.54,18.67,29.22,26.63,16.22,,,,,,,,,,,,,,
823109,2026-08-01,2026,677594,R,687570,L,single,False,False,118.0,0.25,21.0,17.8,12.0,10.17,0.843,0.26,26.21,13.74,11.84,25.58,38.52,13.29,186.0,0.256,45.0,24.19,14.0,7.53,0.806,0.238,27.98,15.03,10.42,25.45,32.73,20.09,231.0,0.229,58.0,25.11,18.0,7.79,0.688,0.154,22.35,10.81,15.5,26.31,31.86,19.86,,,,,,,,,,,,,,
823109,2026-08-01,2026,663728,R,687570,L,strikeout,True,False,104.0,0.144,38.0,36.54,12.0,11.54,0.484,0.1,35.54,18.82,10.72,29.54,38.4,23.31,205.0,0.281,61.0,29.76,18.0,8.78,1.032,0.4,35.67,19.54,10.91,30.46,35.94,22.99,231.0,0.229,58.0,25.11,18.0,7.79,0.688,0.154,22.35,10.81,15.5,26.31,31.86,19.86,,,,,,,,,,,,,,
823109,2026-08-01,2026,647304,L,687570,L,strikeout,True,False,132.0,0.292,21.0,15.91,8.0,6.06,0.711,0.07500000000000001,22.62,10.85,16.49,27.33,35.91,18.1,192.0,0.287,34.0,17.71,9.0,4.69,0.759,0.149,28.7,15.33,14.71,30.03,41.94,20.24,82.0,0.306,18.0,21.95,8.0,9.76,0.7829999999999999,0.11099999999999999,23.81,10.54,18.67,29.22,26.63,16.22,,,,,,,,,,,,,,
823109,2026-08-01,2026,641598,R,687570,L,walk,False,True,61.0,0.231,17.0,27.87,8.0,13.11,0.671,0.096,28.57,11.99,18.73,30.71,26.0,17.53,156.0,0.233,37.0,23.72,18.0,11.54,0.718,0.158,25.58,10.22,20.28,30.5,18.97,18.88,231.0,0.229,58.0,25.11,18.0,7.79,0.688,0.154,22.35,10.81,15.5,26.31,31.86,19.86,,,,,,,,,,,,,,
