gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
823325,2026-03-26,2026,681481,L,601713,R,strikeout,True,False,,,,,,,,,,,,,,,401.0,0.257,92.0,22.94,16.0,3.99,0.812,0.255,27.07,14.5,11.95,26.44,34.35,22.12,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
823325,2026-03-26,2026,650402,R,601713,R,walk,False,True,,,,,,,,,,,,,,,456.0,0.247,79.0,17.32,57.0,12.5,0.689,0.0969999999999999,19.82,8.36,16.89,25.25,17.18,12.82,,,,,,,,,,,,,,,367.0,0.205,97.0,26.43,23.0,6.27,0.626,0.161,26.4,13.17,15.91,29.08,30.88,22.56
823325,2026-03-26,2026,690993,L,601713,R,single,False,False,,,,,,,,,,,,,,,422.0,0.267,90.0,21.33,45.0,10.66,0.786,0.172,22.27,10.05,17.61,27.67,25.25,19.03,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
823325,2026-03-26,2026,682985,L,601713,R,walk,False,True,,,,,,,,,,,,,,,455.0,0.276,141.0,30.99,29.0,6.37,0.8859999999999999,0.2869999999999999,31.93,17.12,10.5,27.61,31.67,22.56,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
823325,2026-03-26,2026,679529,R,601713,R,walk,False,True,,,,,,,,,,,,,,,459.0,0.23,127.0,27.67,44.0,9.59,0.751,0.2029999999999999,27.39,12.27,16.6,28.87,21.5,21.39,,,,,,,,,,,,,,,367.0,0.205,97.0,26.43,23.0,6.27,0.626,0.161,26.4,13.17,15.91,29.08,30.88,22.56
823325,2026-03-26,2026,805808,L,601713,R,double,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
823325,2026-03-26,2026,693307,R,601713,R,single,False,False,,,,,,,,,,,,,,,349.0,0.26,83.0,23.78,14.0,4.01,0.6799999999999999,0.1119999999999999,26.56,13.29,17.92,31.21,33.11,20.0,,,,,,,,,,,,,,,367.0,0.205,97.0,26.43,23.0,6.27,0.626,0.161,26.4,13.17,15.91,29.08,30.88,22.56
823325,2026-03-26,2026,678009,L,601713,R,strikeout,True,False,,,,,,,,,,,,,,,167.0,0.22,45.0,26.95,16.0,9.58,0.653,0.1399999999999999,28.71,12.78,17.47,30.25,25.07,19.74,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
823325,2026-03-26,2026,595879,R,601713,R,strikeout,True,False,,,,,,,,,,,,,,,302.0,0.23,77.0,25.5,7.0,2.32,0.642,0.153,32.88,17.99,14.71,32.71,45.1,26.83,,,,,,,,,,,,,,,367.0,0.205,97.0,26.43,23.0,6.27,0.626,0.161,26.4,13.17,15.91,29.08,30.88,22.56
823325,2026-03-26,2026,665487,R,669373,L,field_out,False,False,,,,,,,,,,,,,,,186.0,0.229,34.0,18.28,31.0,16.67,0.723,0.1369999999999999,26.52,11.97,11.97,23.93,23.82,17.99,,,,,,,,,,,,,,,601.0,0.196,196.0,32.61,31.0,5.16,0.573,0.136,34.37,19.04,14.69,33.72,35.87,25.32
823325,2026-03-26,2026,593428,R,669373,L,single,False,False,,,,,,,,,,,,,,,172.0,0.292,26.0,15.12,14.0,8.14,0.774,0.137,18.29,7.37,21.94,29.31,21.14,18.57,,,,,,,,,,,,,,,601.0,0.196,196.0,32.61,31.0,5.16,0.573,0.136,34.37,19.04,14.69,33.72,35.87,25.32
823325,2026-03-26,2026,592518,R,669373,L,single,False,False,,,,,,,,,,,,,,,187.0,0.25,36.0,19.25,20.0,10.7,0.8260000000000001,0.244,26.07,12.57,13.95,26.52,27.65,18.46,,,,,,,,,,,,,,,601.0,0.196,196.0,32.61,31.0,5.16,0.573,0.136,34.37,19.04,14.69,33.72,35.87,25.32
823325,2026-03-26,2026,701538,L,669373,L,strikeout,True,False,,,,,,,,,,,,,,,171.0,0.236,34.0,19.88,9.0,5.26,0.647,0.133,24.85,13.93,11.77,25.7,38.67,18.78,,,,,,,,,,,,,,,149.0,0.214,45.0,30.2,2.0,1.34,0.504,0.055,24.0,12.52,19.17,31.69,31.37,26.01
823325,2026-03-26,2026,609280,R,669373,L,field_out,False,False,,,,,,,,,,,,,,,93.0,0.389,16.0,17.2,3.0,3.23,0.987,0.1889999999999999,16.22,9.01,15.02,24.02,40.0,16.33,,,,,,,,,,,,,,,601.0,0.196,196.0,32.61,31.0,5.16,0.573,0.136,34.37,19.04,14.69,33.72,35.87,25.32
823325,2026-03-26,2026,681481,L,601713,R,field_out,False,False,,,,,,,,,,,,,,,401.0,0.257,92.0,22.94,16.0,3.99,0.812,0.255,27.07,14.5,11.95,26.44,34.35,22.12,,,,,,,,,,,,,,,355.0,0.185,93.0,26.2,27.0,7.61,0.5389999999999999,0.1079999999999999,22.41,10.15,20.22,30.37,25.72,22.14
