Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO,mlbid
FS,Split-Finger,OS,47,3.32,11,11,2,18.18,0,0.0,26,7,26.92,14.89,3,6.38,21.28,41.94,4.77,10.0,0.091,0.091,0.182,0.273,0.091,444482
KC,Knuckle Curve,BR,30,2.12,11,10,2,18.18,1,9.09,17,7,41.18,23.33,6,20.0,43.33,38.46,2.39,20.0,0.3,0.364,0.3,0.6639999999999999,0.0,444482
,,,7,0.49,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.24,0.0,,1.0,,,,444482
SV,Slurve,BR,3,0.21,0,0,0,,0,,2,1,50.0,33.33,0,0.0,33.33,0.0,0.0,,,,,,,444482
FA,Other,,2,0.14,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,0.0,,1.0,1.0,1.0,2.0,0.0,444482
SL,Slider,BR,4,33.33,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,444489
SI,Sinker,FB,3,25.0,1,1,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,100.0,50.0,0.0,1.0,1.0,1.0,2.0,0.0,444489
FC,Cutter,FB,2,16.67,0,0,0,,0,,0,0,,0.0,1,50.0,50.0,0.0,0.0,,,,,,,444489
ST,Sweeper,BR,2,16.67,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,444489
FF,4-Seam Fastball,FB,1,8.33,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,0.0,0.0,,,,,,,444489
FF,4-Seam Fastball,FB,148,32.03,41,34,12,29.27,6,14.63,58,17,29.31,11.49,30,20.27,31.76,16.67,28.23,34.29,0.206,0.317,0.5,0.817,0.294,446334
SL,Slider,BR,89,19.26,18,17,9,50.0,1,5.56,42,17,40.48,19.1,16,17.98,37.08,35.85,20.97,34.62,0.176,0.222,0.235,0.4569999999999999,0.059,446334
SI,Sinker,FB,70,15.15,20,19,5,25.0,1,5.0,32,6,18.75,8.57,17,24.29,32.86,30.56,9.68,41.67,0.211,0.25,0.368,0.618,0.157,446334
ST,Sweeper,BR,49,10.61,12,10,5,41.67,1,8.33,18,8,44.44,16.33,9,18.37,34.69,30.3,12.9,31.25,0.3,0.333,0.7,1.033,0.3999999999999999,446334
FC,Cutter,FB,32,6.93,9,7,1,11.11,2,22.22,16,5,31.25,15.62,9,28.12,43.75,42.86,3.23,25.0,0.429,0.556,0.857,1.413,0.428,446334
CU,Curveball,BR,27,5.84,7,7,3,42.86,0,0.0,12,5,41.67,18.52,4,14.81,33.33,44.44,7.26,33.33,0.143,0.143,0.143,0.286,0.0,446334
CH,Changeup,OS,21,4.55,5,4,2,40.0,1,20.0,11,2,18.18,9.52,3,14.29,23.81,36.36,10.48,15.38,0.25,0.4,0.25,0.65,0.0,446334
KC,Knuckle Curve,BR,11,2.38,4,4,1,25.0,0,0.0,5,1,20.0,9.09,3,27.27,36.36,50.0,1.61,50.0,0.0,0.0,0.0,0.0,0.0,446334
FS,Split-Finger,OS,6,1.3,2,2,0,0.0,0,0.0,4,1,25.0,16.67,2,33.33,50.0,100.0,2.42,0.0,0.5,0.5,0.5,1.0,0.0,446334
FO,Forkball,OS,3,0.65,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,66.67,0.81,100.0,0.0,0.0,0.0,0.0,0.0,446334
SV,Slurve,BR,3,0.65,0,0,0,,0,,1,0,0.0,0.0,1,33.33,33.33,100.0,0.0,,,,,,,446334
,,,2,0.43,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,1.61,50.0,0.0,0.0,0.0,0.0,0.0,446334
SC,Screwball,,1,0.22,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,446334
FF,4-Seam Fastball,FB,458,40.39,105,84,13,12.38,16,15.24,211,36,17.06,7.86,79,17.25,25.11,20.1,37.25,11.71,0.274,0.4,0.476,0.876,0.2019999999999999,453568
CH,Changeup,OS,156,13.76,49,47,7,14.29,1,2.04,87,23,26.44,14.74,12,7.69,22.44,43.3,13.76,17.07,0.234,0.245,0.298,0.5429999999999999,0.0639999999999999,453568
FC,Cutter,FB,116,10.23,32,26,5,15.62,4,12.5,56,14,25.0,12.07,24,20.69,32.76,35.71,8.05,20.83,0.115,0.281,0.269,0.55,0.154,453568
SI,Sinker,FB,114,10.05,28,27,5,17.86,1,3.57,44,6,13.64,5.26,29,25.44,30.7,20.0,7.38,22.73,0.37,0.393,0.556,0.949,0.186,453568
SL,Slider,BR,100,8.82,34,30,4,11.76,3,8.82,53,13,24.53,13.0,13,13.0,26.0,32.0,12.08,11.11,0.333,0.412,0.667,1.079,0.334,453568
CU,Curveball,BR,65,5.73,16,16,2,12.5,0,0.0,36,7,19.44,10.77,10,15.38,26.15,40.62,5.03,13.33,0.438,0.438,0.438,0.876,0.0,453568
ST,Sweeper,BR,53,4.67,17,16,7,41.18,0,0.0,29,13,44.83,24.53,6,11.32,35.85,44.12,6.71,35.0,0.188,0.235,0.375,0.61,0.187,453568
FS,Split-Finger,OS,47,4.14,16,15,4,25.0,1,6.25,22,6,27.27,12.77,5,10.64,23.4,31.03,6.71,20.0,0.2,0.25,0.2,0.45,0.0,453568
KC,Knuckle Curve,BR,16,1.41,10,9,1,10.0,0,0.0,12,3,25.0,18.75,2,12.5,31.25,71.43,2.35,14.29,0.444,0.5,0.889,1.389,0.445,453568
SV,Slurve,BR,4,0.35,1,1,0,0.0,0,0.0,3,0,0.0,0.0,1,25.0,25.0,100.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,453568
,,,2,0.18,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,453568
FA,Other,,1,0.09,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,,453568
EP,Eephus,,1,0.09,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,453568
FO,Forkball,OS,1,0.09,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,453568
FF,4-Seam Fastball,FB,355,30.14,92,79,36,39.13,8,8.7,183,69,37.7,19.44,68,19.15,38.59,39.77,30.77,31.25,0.139,0.227,0.19,0.417,0.0509999999999999,455117
SI,Sinker,FB,250,21.22,64,56,12,18.75,4,6.25,112,26,23.21,10.4,54,21.6,32.0,30.25,15.11,21.82,0.286,0.355,0.375,0.73,0.089,455117
SL,Slider,BR,215,18.25,54,49,17,31.48,4,7.41,102,36,35.29,16.74,30,13.95,30.7,22.86,16.48,28.33,0.184,0.245,0.429,0.6739999999999999,0.245,455117
ST,Sweeper,BR,140,11.88,41,37,17,41.46,1,2.44,77,28,36.36,20.0,18,12.86,32.86,37.5,16.48,28.33,0.162,0.184,0.324,0.508,0.162,455117
FC,Cutter,FB,62,5.26,18,16,6,33.33,1,5.56,33,11,33.33,17.74,8,12.9,30.65,25.81,5.22,31.58,0.125,0.176,0.5,0.6759999999999999,0.375,455117
CU,Curveball,BR,59,5.01,15,14,5,33.33,1,6.67,24,9,37.5,15.25,9,15.25,30.51,26.47,5.49,25.0,0.143,0.2,0.214,0.414,0.071,455117
KC,Knuckle Curve,BR,39,3.31,7,7,2,28.57,0,0.0,17,4,23.53,10.26,10,25.64,35.9,31.25,3.57,15.38,0.143,0.143,0.143,0.286,0.0,455117
CH,Changeup,OS,32,2.72,8,7,3,37.5,1,12.5,12,4,33.33,12.5,6,18.75,31.25,18.75,2.75,30.0,0.143,0.25,0.143,0.393,0.0,455117
FS,Split-Finger,OS,16,1.36,6,6,5,83.33,0,0.0,11,6,54.55,37.5,2,12.5,50.0,72.73,3.3,41.67,0.0,0.0,0.0,0.0,0.0,455117
SV,Slurve,BR,7,0.59,3,3,1,33.33,0,0.0,5,2,40.0,28.57,0,0.0,28.57,66.67,0.55,50.0,0.0,0.0,0.0,0.0,0.0,455117
,,,2,0.17,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,455117
PO,Pitch Out,,1,0.08,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.27,0.0,,,,,,455117
FF,4-Seam Fastball,FB,364,31.11,89,69,21,23.6,15,16.85,174,40,22.99,10.99,76,20.88,31.87,26.42,32.65,16.54,0.304,0.461,0.391,0.8520000000000001,0.087,456781
SL,Slider,BR,251,21.45,51,47,17,33.33,3,5.88,112,49,43.75,19.52,33,13.15,32.67,32.08,24.16,18.09,0.277,0.333,0.362,0.6950000000000001,0.0849999999999999,456781
SI,Sinker,FB,205,17.52,63,53,7,11.11,7,11.11,94,12,12.77,5.85,48,23.41,29.27,27.91,9.25,19.44,0.358,0.46,0.491,0.951,0.133,456781
FC,Cutter,FB,103,8.8,25,21,4,16.0,3,12.0,42,12,28.57,11.65,19,18.45,30.1,17.54,5.14,20.0,0.333,0.44,0.524,0.964,0.191,456781
ST,Sweeper,BR,74,6.32,18,16,6,33.33,0,0.0,34,10,29.41,13.51,10,13.51,27.03,28.57,8.74,17.65,0.25,0.278,0.5,0.778,0.25,456781
CH,Changeup,OS,63,5.38,21,20,7,33.33,0,0.0,38,11,28.95,17.46,5,7.94,25.4,37.5,8.23,21.88,0.1,0.143,0.1,0.243,0.0,456781
CU,Curveball,BR,44,3.76,13,12,4,30.77,0,0.0,19,5,26.32,11.36,9,20.45,31.82,37.5,4.88,21.05,0.167,0.231,0.25,0.481,0.0829999999999999,456781
KC,Knuckle Curve,BR,25,2.14,5,5,2,40.0,0,0.0,10,2,20.0,8.0,4,16.0,24.0,15.38,2.57,20.0,0.0,0.0,0.0,0.0,0.0,456781
FS,Split-Finger,OS,21,1.79,5,5,0,0.0,0,0.0,10,1,10.0,4.76,1,4.76,9.52,30.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,456781
FA,Other,,19,1.62,6,6,0,0.0,0,0.0,12,0,0.0,0.0,1,5.26,5.26,50.0,2.06,0.0,0.5,0.5,0.667,1.167,0.167,456781
,,,1,0.09,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,456781
FF,4-Seam Fastball,FB,362,26.95,92,69,17,18.48,21,22.83,179,48,26.82,13.26,52,14.36,27.62,18.87,27.49,15.04,0.319,0.478,0.536,1.014,0.217,457705
SL,Slider,BR,277,20.63,56,45,13,23.21,10,17.86,105,40,38.1,14.44,44,15.88,30.32,19.5,23.84,13.27,0.289,0.418,0.333,0.751,0.044,457705
SI,Sinker,FB,231,17.2,64,51,10,15.62,10,15.62,90,13,14.44,5.63,57,24.68,30.3,9.0,10.22,23.81,0.314,0.422,0.471,0.893,0.1569999999999999,457705
FC,Cutter,FB,143,10.65,24,22,3,12.5,1,4.17,58,11,18.97,7.69,44,30.77,38.46,16.98,6.33,11.54,0.091,0.167,0.136,0.303,0.045,457705
ST,Sweeper,BR,122,9.08,27,26,8,29.63,1,3.7,47,14,29.79,11.48,15,12.3,23.77,17.14,11.92,16.33,0.192,0.222,0.346,0.568,0.1539999999999999,457705
CH,Changeup,OS,84,6.25,22,19,10,45.45,3,13.64,36,16,44.44,19.05,10,11.9,30.95,18.75,10.46,23.26,0.158,0.273,0.211,0.484,0.0529999999999999,457705
CU,Curveball,BR,66,4.91,14,14,5,35.71,0,0.0,28,12,42.86,18.18,5,7.58,25.76,19.51,5.6,21.74,0.286,0.286,0.571,0.857,0.285,457705
FS,Split-Finger,OS,21,1.56,5,5,4,80.0,0,0.0,10,5,50.0,23.81,2,9.52,33.33,35.71,2.19,44.44,0.0,0.0,0.0,0.0,0.0,457705
KC,Knuckle Curve,BR,20,1.49,3,2,1,33.33,1,33.33,5,2,40.0,10.0,2,10.0,20.0,18.75,0.73,33.33,0.0,0.333,0.0,0.333,0.0,457705
,,,8,0.6,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.24,0.0,,1.0,,,,457705
FO,Forkball,OS,3,0.22,1,1,1,100.0,0,0.0,1,1,100.0,33.33,0,0.0,33.33,0.0,0.24,100.0,0.0,0.0,0.0,0.0,0.0,457705
SV,Slurve,BR,3,0.22,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,457705
CS,Slow Curve,BR,2,0.15,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,457705
FA,Other,,1,0.07,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.24,0.0,,,,,,457705
FF,4-Seam Fastball,FB,725,36.6,149,132,28,18.79,12,8.05,319,47,14.73,6.48,146,20.14,26.62,21.32,36.92,11.67,0.212,0.295,0.295,0.59,0.0829999999999999,457759
SI,Sinker,FB,386,19.49,107,95,11,10.28,9,8.41,172,12,6.98,3.11,95,24.61,27.72,20.41,14.46,11.7,0.358,0.421,0.589,1.01,0.2309999999999999,457759
SL,Slider,BR,311,15.7,72,65,17,23.61,5,6.94,142,35,24.65,11.25,42,13.5,24.76,30.39,16.0,16.35,0.246,0.306,0.354,0.6599999999999999,0.1079999999999999,457759
ST,Sweeper,BR,157,7.93,38,35,4,10.53,2,5.26,73,13,17.81,8.28,21,13.38,21.66,33.7,9.38,6.56,0.314,0.342,0.486,0.8280000000000001,0.172,457759
FC,Cutter,FB,156,7.87,31,29,3,9.68,2,6.45,78,18,23.08,11.54,26,16.67,28.21,30.67,5.38,8.57,0.241,0.29,0.345,0.635,0.1039999999999999,457759
CU,Curveball,BR,104,5.25,29,24,8,27.59,3,10.34,35,9,25.71,8.65,15,14.42,23.08,23.19,6.77,18.18,0.208,0.276,0.417,0.6930000000000001,0.209,457759
CH,Changeup,OS,62,3.13,14,12,2,14.29,0,0.0,31,4,12.9,6.45,5,8.06,14.52,25.71,4.15,7.41,0.25,0.357,0.25,0.607,0.0,457759
FS,Split-Finger,OS,39,1.97,13,13,3,23.08,0,0.0,19,5,26.32,12.82,3,7.69,20.51,38.46,4.31,10.71,0.385,0.385,0.769,1.154,0.384,457759
KC,Knuckle Curve,BR,18,0.91,2,2,1,50.0,0,0.0,4,1,25.0,5.56,3,16.67,22.22,15.38,1.38,11.11,0.5,0.5,2.0,2.5,1.5,457759
SV,Slurve,BR,17,0.86,6,6,0,0.0,0,0.0,8,0,0.0,0.0,0,0.0,0.0,18.18,0.92,0.0,0.5,0.5,1.0,1.5,0.5,457759
,,,4,0.2,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,0.15,100.0,0.0,0.0,0.0,0.0,0.0,457759
FO,Forkball,OS,2,0.1,0,0,0,,0,,1,1,100.0,50.0,0,0.0,50.0,0.0,0.15,0.0,,,,,,457759
FF,4-Seam Fastball,FB,196,27.37,54,44,11,20.37,8,14.81,96,20,20.83,10.2,19,9.69,19.9,13.41,24.63,22.0,0.295,0.426,0.75,1.176,0.455,458015
CH,Changeup,OS,119,16.62,34,33,11,32.35,1,2.94,67,28,41.79,23.53,8,6.72,30.25,44.87,19.21,28.21,0.121,0.147,0.121,0.268,0.0,458015
SI,Sinker,FB,93,12.99,23,20,8,34.78,3,13.04,36,5,13.89,5.38,22,23.66,29.03,12.5,13.3,29.63,0.25,0.348,0.35,0.698,0.0999999999999999,458015
SL,Slider,BR,90,12.57,20,19,8,40.0,1,5.0,50,21,42.0,23.33,14,15.56,38.89,37.21,10.84,36.36,0.105,0.15,0.105,0.255,0.0,458015
CU,Curveball,BR,74,10.34,17,13,3,17.65,2,11.76,31,11,35.48,14.86,8,10.81,25.68,20.93,11.33,13.04,0.0,0.235,0.0,0.235,0.0,458015
FC,Cutter,FB,62,8.66,15,14,3,20.0,1,6.67,37,11,29.73,17.74,5,8.06,25.81,19.23,7.39,20.0,0.214,0.267,0.643,0.91,0.429,458015
FS,Split-Finger,OS,29,4.05,8,7,2,25.0,1,12.5,15,4,26.67,13.79,4,13.79,27.59,37.5,5.42,18.18,0.286,0.375,0.286,0.661,0.0,458015
ST,Sweeper,BR,23,3.21,9,9,2,22.22,0,0.0,11,1,9.09,4.35,4,17.39,21.74,20.0,2.96,33.33,0.222,0.222,0.889,1.111,0.667,458015
KC,Knuckle Curve,BR,19,2.65,2,1,1,50.0,1,50.0,9,5,55.56,26.32,4,21.05,47.37,40.0,4.43,11.11,0.0,0.5,0.0,0.5,0.0,458015
SV,Slurve,BR,4,0.56,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,458015
EP,Eephus,,3,0.42,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,458015
FA,Other,,2,0.28,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,458015
FO,Forkball,OS,2,0.28,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,458015
SI,Sinker,FB,298,25.34,88,82,16,18.18,3,3.41,139,24,17.27,8.05,63,21.14,29.19,33.57,19.57,22.22,0.195,0.241,0.22,0.4609999999999999,0.0249999999999999,462101
FF,4-Seam Fastball,FB,256,21.77,67,59,4,5.97,6,8.96,124,16,12.9,6.25,55,21.48,27.73,33.33,21.2,5.13,0.322,0.403,0.627,1.03,0.305,462101
SL,Slider,BR,205,17.43,50,47,7,14.0,2,4.0,90,20,22.22,9.76,39,19.02,28.78,21.57,14.4,13.21,0.319,0.34,0.489,0.829,0.1699999999999999,462101
ST,Sweeper,BR,168,14.29,36,34,9,25.0,1,2.78,73,18,24.66,10.71,27,16.07,26.79,28.12,19.02,12.86,0.206,0.229,0.235,0.4639999999999999,0.0289999999999999,462101
FC,Cutter,FB,101,8.59,24,23,3,12.5,1,4.17,45,12,26.67,11.88,26,25.74,37.62,28.89,6.52,12.5,0.261,0.292,0.304,0.596,0.0429999999999999,462101
CH,Changeup,OS,62,5.27,15,15,7,46.67,0,0.0,28,9,32.14,14.52,7,11.29,25.81,36.84,9.24,20.59,0.133,0.133,0.133,0.266,0.0,462101
CU,Curveball,BR,39,3.32,10,10,2,20.0,0,0.0,14,3,21.43,7.69,8,20.51,28.21,18.18,4.08,13.33,0.2,0.2,0.3,0.5,0.0999999999999999,462101
KC,Knuckle Curve,BR,20,1.7,2,2,0,0.0,0,0.0,7,2,28.57,10.0,5,25.0,35.0,18.18,1.63,0.0,0.0,0.0,0.0,0.0,0.0,462101
FS,Split-Finger,OS,18,1.53,7,7,3,42.86,0,0.0,10,3,30.0,16.67,1,5.56,22.22,41.67,3.26,25.0,0.143,0.143,0.286,0.4289999999999999,0.143,462101
SV,Slurve,BR,5,0.43,1,1,0,0.0,0,0.0,4,1,25.0,20.0,0,0.0,20.0,50.0,1.09,0.0,1.0,1.0,1.0,2.0,0.0,462101
FA,Other,,2,0.17,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,0.0,,1.0,1.0,2.0,3.0,1.0,462101
,,,2,0.17,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,462101
FF,4-Seam Fastball,FB,607,33.04,160,145,28,17.5,14,8.75,314,72,22.93,11.86,78,12.85,24.71,20.31,34.57,15.82,0.276,0.338,0.476,0.8140000000000001,0.1999999999999999,467793
CH,Changeup,OS,260,14.15,55,53,7,12.73,2,3.64,126,31,24.6,11.92,28,10.77,22.69,36.97,16.02,8.54,0.208,0.236,0.377,0.613,0.169,467793
SL,Slider,BR,236,12.85,62,55,11,17.74,7,11.29,103,26,25.24,11.02,35,14.83,25.85,23.66,13.67,15.71,0.182,0.274,0.309,0.583,0.127,467793
SI,Sinker,FB,225,12.25,72,60,11,15.28,11,15.28,97,18,18.56,8.0,40,17.78,25.78,19.47,8.4,25.58,0.25,0.366,0.467,0.833,0.217,467793
FC,Cutter,FB,206,11.21,42,33,7,16.67,8,19.05,90,22,24.44,10.68,29,14.08,24.76,22.12,8.79,15.56,0.091,0.268,0.121,0.389,0.03,467793
CU,Curveball,BR,129,7.02,31,30,5,16.13,1,3.23,49,12,24.49,9.3,23,17.83,27.13,19.7,7.03,13.89,0.233,0.258,0.567,0.825,0.3339999999999999,467793
ST,Sweeper,BR,63,3.43,11,10,5,45.45,1,9.09,26,9,34.62,14.29,10,15.87,30.16,22.86,3.12,31.25,0.1,0.182,0.4,0.5820000000000001,0.3,467793
FS,Split-Finger,OS,57,3.1,17,16,5,29.41,1,5.88,25,6,24.0,10.53,9,15.79,26.32,30.56,5.47,17.86,0.25,0.294,0.312,0.606,0.062,467793
KC,Knuckle Curve,BR,38,2.07,7,6,2,28.57,0,0.0,15,4,26.67,10.53,7,18.42,28.95,30.43,1.95,20.0,0.5,0.429,1.333,1.762,0.833,467793
SV,Slurve,BR,8,0.44,1,1,1,100.0,0,0.0,2,1,50.0,12.5,3,37.5,50.0,25.0,0.39,50.0,0.0,0.0,0.0,0.0,0.0,467793
,,,3,0.16,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,,,,,467793
FA,Other,,2,0.11,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,0.0,,1.0,1.0,1.0,2.0,0.0,467793
FO,Forkball,OS,2,0.11,1,1,1,100.0,0,0.0,2,1,50.0,50.0,0,0.0,50.0,100.0,0.39,50.0,0.0,0.0,0.0,0.0,0.0,467793
PO,Pitch Out,,1,0.05,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,467793
FF,4-Seam Fastball,FB,790,47.97,164,131,56,34.15,31,18.9,323,106,32.82,13.42,132,16.71,30.13,13.46,47.11,21.46,0.229,0.374,0.489,0.863,0.26,474832
CH,Changeup,OS,191,11.6,49,43,11,22.45,6,12.24,78,13,16.67,6.81,28,14.66,21.47,26.5,11.19,17.74,0.279,0.367,0.488,0.855,0.2089999999999999,474832
FC,Cutter,FB,176,10.69,30,23,13,43.33,7,23.33,70,29,41.43,16.48,33,18.75,35.23,15.31,8.48,27.66,0.261,0.433,0.304,0.737,0.0429999999999999,474832
