pitch_type,pitch_name,game_date,release_speed,player_name,batter,pitcher,events,description,zone,stand,p_throws,balls,strikes,game_year,umpire,game_pk,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,arm_angle
CH,Changeup,2026-07-19,91.1,"Ohtani, Shohei",660271,683409,,ball,14.0,L,R,0,0,2026,,823523,1,3,7.0,33.2
FS,Split-Finger,2026-07-19,92.3,"Ohtani, Shohei",660271,670280,strikeout,swinging_strike,13.0,L,R,2,2,2026,,823521,1,3,8.0,44.4
FF,4-Seam Fastball,2026-07-19,100.1,"Ohtani, Shohei",660271,693645,strikeout,swinging_strike,1.0,L,R,1,2,2026,,823523,1,0,8.0,42.0
CU,Curveball,2026-07-19,77.7,"Ohtani, Shohei",660271,670280,,swinging_strike,8.0,L,R,2,1,2026,,823521,1,3,8.0,42.2
FF,4-Seam Fastball,2026-07-19,99.5,"Ohtani, Shohei",660271,693645,,swinging_strike,5.0,L,R,1,1,2026,,823523,1,0,8.0,42.8
FF,4-Seam Fastball,2026-07-19,96.6,"Ohtani, Shohei",660271,670280,,ball,11.0,L,R,1,1,2026,,823521,1,3,8.0,39.0
CU,Curveball,2026-07-19,87.6,"Ohtani, Shohei",660271,693645,,ball,14.0,L,R,0,1,2026,,823523,1,0,8.0,49.5
FS,Split-Finger,2026-07-19,91.2,"Ohtani, Shohei",660271,670280,,foul_tip,7.0,L,R,1,0,2026,,823521,1,3,8.0,37.7
ST,Sweeper,2026-07-19,72.2,"Ohtani, Shohei",660271,642232,field_out,hit_into_play,8.0,L,L,0,1,2026,,823521,1,0,7.0,12.1
FF,4-Seam Fastball,2026-07-19,99.0,"Ohtani, Shohei",660271,693645,,swinging_strike,5.0,L,R,0,0,2026,,823523,1,0,8.0,43.2
FF,4-Seam Fastball,2026-07-19,96.5,"Ohtani, Shohei",660271,670280,,ball,11.0,L,R,0,0,2026,,823521,1,3,8.0,40.3
FF,4-Seam Fastball,2026-07-19,86.9,"Ohtani, Shohei",660271,642232,,called_strike,8.0,L,L,0,0,2026,,823521,1,0,7.0,27.6
FF,4-Seam Fastball,2026-07-17,96.2,"Ohtani, Shohei",660271,543037,field_out,hit_into_play,13.0,L,R,1,1,2026,,823524,3,2,9.0,38.3
KC,Knuckle Curve,2026-07-17,82.2,"Ohtani, Shohei",660271,543037,,ball,14.0,L,R,0,1,2026,,823524,3,2,9.0,35.2
KC,Knuckle Curve,2026-07-17,83.2,"Ohtani, Shohei",660271,543037,,swinging_strike,3.0,L,R,0,0,2026,,823524,3,2,9.0,37.2
CH,Changeup,2026-07-17,86.4,"Ohtani, Shohei",660271,543037,field_out,hit_into_play,5.0,L,R,1,0,2026,,823524,2,1,9.0,34.8
CH,Changeup,2026-07-17,88.9,"Ohtani, Shohei",660271,543037,,ball,14.0,L,R,0,0,2026,,823524,2,1,9.0,36.2
FS,Split-Finger,2026-07-17,79.2,"Ohtani, Shohei",660271,518585,field_out,hit_into_play,2.0,L,R,3,2,2026,,823524,1,3,6.0,53.8
FS,Split-Finger,2026-07-17,79.6,"Ohtani, Shohei",660271,518585,,foul,14.0,L,R,3,2,2026,,823524,1,3,6.0,50.7
FS,Split-Finger,2026-07-17,80.1,"Ohtani, Shohei",660271,518585,,foul,14.0,L,R,3,2,2026,,823524,1,3,6.0,51.4
FS,Split-Finger,2026-07-17,79.2,"Ohtani, Shohei",660271,518585,,foul,1.0,L,R,3,1,2026,,823524,1,3,6.0,51.4
FF,4-Seam Fastball,2026-07-17,93.5,"Ohtani, Shohei",660271,518585,,ball,11.0,L,R,2,1,2026,,823524,1,3,6.0,47.3
FS,Split-Finger,2026-07-17,79.2,"Ohtani, Shohei",660271,518585,,called_strike,1.0,L,R,2,0,2026,,823524,1,3,6.0,49.5
FS,Split-Finger,2026-07-17,79.5,"Ohtani, Shohei",660271,518585,,blocked_ball,13.0,L,R,1,0,2026,,823524,1,3,6.0,47.0
FS,Split-Finger,2026-07-17,79.6,"Ohtani, Shohei",660271,518585,,ball,11.0,L,R,0,0,2026,,823524,1,3,6.0,50.5
KC,Knuckle Curve,2026-07-17,85.9,"Ohtani, Shohei",660271,543037,field_out,hit_into_play,5.0,L,R,2,2,2026,,823524,1,0,9.0,35.5
CH,Changeup,2026-07-17,88.6,"Ohtani, Shohei",660271,543037,,swinging_strike,4.0,L,R,2,1,2026,,823524,1,0,9.0,32.9
FF,4-Seam Fastball,2026-07-17,98.7,"Ohtani, Shohei",660271,543037,,ball,13.0,L,R,1,1,2026,,823524,1,0,9.0,32.1
KC,Knuckle Curve,2026-07-17,85.0,"Ohtani, Shohei",660271,543037,,swinging_strike,8.0,L,R,1,0,2026,,823524,1,0,9.0,35.4
FF,4-Seam Fastball,2026-07-17,97.7,"Ohtani, Shohei",660271,543037,,ball,13.0,L,R,0,0,2026,,823524,1,0,9.0,32.2
SV,Slurve,2026-07-12,78.0,"Ohtani, Shohei",660271,683352,double,hit_into_play,2.0,L,L,2,1,2026,,823925,2,1,18.0,34.2
SI,Sinker,2026-07-12,90.6,"Ohtani, Shohei",660271,683352,,foul,9.0,L,L,2,0,2026,,823925,2,1,18.0,32.1
SV,Slurve,2026-07-12,79.3,"Ohtani, Shohei",660271,683352,,ball,11.0,L,L,1,0,2026,,823925,2,1,18.0,36.7
SI,Sinker,2026-07-12,89.8,"Ohtani, Shohei",660271,683352,,ball,12.0,L,L,0,0,2026,,823925,2,1,18.0,35.5
CH,Changeup,2026-07-12,93.1,"Ohtani, Shohei",660271,642528,strikeout,swinging_strike_blocked,14.0,L,R,2,2,2026,,823925,1,3,2.0,39.3
CH,Changeup,2026-07-12,92.6,"Ohtani, Shohei",660271,642528,,foul,13.0,L,R,2,2,2026,,823925,1,3,2.0,43.9
CH,Changeup,2026-07-12,91.8,"Ohtani, Shohei",660271,642528,,called_strike,5.0,L,R,2,1,2026,,823925,1,3,2.0,41.3
CH,Changeup,2026-07-12,92.1,"Ohtani, Shohei",660271,642528,,called_strike,13.0,L,R,2,0,2026,,823925,1,3,2.0,45.8
CH,Changeup,2026-07-12,89.6,"Ohtani, Shohei",660271,664199,field_out,hit_into_play,8.0,L,R,1,1,2026,,823925,1,2,4.0,37.8
FC,Cutter,2026-07-12,96.3,"Ohtani, Shohei",660271,642528,,ball,11.0,L,R,1,0,2026,,823925,1,3,2.0,41.2
CH,Changeup,2026-07-12,90.1,"Ohtani, Shohei",660271,664199,,swinging_strike,14.0,L,R,1,0,2026,,823925,1,2,4.0,38.0
CH,Changeup,2026-07-12,91.5,"Ohtani, Shohei",660271,642528,,ball,11.0,L,R,0,0,2026,,823925,1,3,2.0,43.5
SL,Slider,2026-07-12,87.5,"Ohtani, Shohei",660271,664199,,ball,13.0,L,R,0,0,2026,,823925,1,2,4.0,46.6
FF,4-Seam Fastball,2026-07-12,89.1,"Ohtani, Shohei",660271,683352,home_run,hit_into_play,5.0,L,L,0,0,2026,,823925,1,0,18.0,30.4
FF,4-Seam Fastball,2026-07-11,92.9,"Ohtani, Shohei",660271,694297,field_out,hit_into_play,12.0,L,R,0,0,2026,,823926,3,2,5.0,24.6
FF,4-Seam Fastball,2026-07-11,94.0,"Ohtani, Shohei",660271,694297,single,hit_into_play,11.0,L,R,1,2,2026,,823926,2,1,5.0,31.2
FC,Cutter,2026-07-11,90.2,"Ohtani, Shohei",660271,694297,,foul,14.0,L,R,1,1,2026,,823926,2,1,5.0,24.9
FF,4-Seam Fastball,2026-07-11,92.9,"Ohtani, Shohei",660271,694297,,ball,11.0,L,R,0,1,2026,,823926,2,1,5.0,30.0
CU,Curveball,2026-07-11,82.0,"Ohtani, Shohei",660271,694297,,swinging_strike,13.0,L,R,0,0,2026,,823926,2,1,5.0,34.6
FF,4-Seam Fastball,2026-07-11,93.7,"Ohtani, Shohei",660271,694297,field_out,hit_into_play,2.0,L,R,0,1,2026,,823926,1,0,5.0,24.1
FF,4-Seam Fastball,2026-07-11,94.3,"Ohtani, Shohei",660271,694297,,called_strike,7.0,L,R,0,0,2026,,823926,1,0,5.0,30.3
FC,Cutter,2026-07-10,89.2,"Ohtani, Shohei",660271,593958,field_out,hit_into_play,4.0,L,L,0,0,2026,,823927,3,2,5.0,42.3
FF,4-Seam Fastball,2026-07-10,92.7,"Ohtani, Shohei",660271,593958,strikeout,swinging_strike,2.0,L,L,1,2,2026,,823927,2,1,5.0,41.0
CH,Changeup,2026-07-10,86.0,"Ohtani, Shohei",660271,593958,,called_strike,8.0,L,L,1,1,2026,,823927,2,1,5.0,44.2
FF,4-Seam Fastball,2026-07-10,92.1,"Ohtani, Shohei",660271,593958,,ball,11.0,L,L,0,1,2026,,823927,2,1,5.0,46.2
FF,4-Seam Fastball,2026-07-10,92.3,"Ohtani, Shohei",660271,593958,,called_strike,2.0,L,L,0,0,2026,,823927,2,1,5.0,45.9
ST,Sweeper,2026-07-10,88.9,"Ohtani, Shohei",660271,805299,strikeout,swinging_strike,13.0,L,L,1,2,2026,,823927,1,3,2.0,14.5
ST,Sweeper,2026-07-10,89.9,"Ohtani, Shohei",660271,805299,,foul,13.0,L,L,1,1,2026,,823927,1,3,2.0,16.4
SI,Sinker,2026-07-10,98.3,"Ohtani, Shohei",660271,805299,,swinging_strike,12.0,L,L,1,0,2026,,823927,1,3,2.0,16.4
ST,Sweeper,2026-07-10,88.8,"Ohtani, Shohei",660271,805299,,ball,13.0,L,L,0,0,2026,,823927,1,3,2.0,15.4
SI,Sinker,2026-07-10,92.3,"Ohtani, Shohei",660271,593958,home_run,hit_into_play,14.0,L,L,1,1,2026,,823927,1,0,5.0,45.0
SI,Sinker,2026-07-10,90.5,"Ohtani, Shohei",660271,593958,,ball,14.0,L,L,0,1,2026,,823927,1,0,5.0,45.9
FF,4-Seam Fastball,2026-07-10,92.6,"Ohtani, Shohei",660271,593958,,foul,6.0,L,L,0,0,2026,,823927,1,0,5.0,43.9
ST,Sweeper,2026-07-08,86.7,"Ohtani, Shohei",660271,687312,field_out,hit_into_play,2.0,L,R,0,1,2026,,823928,3,2,5.0,43.3
ST,Sweeper,2026-07-08,86.2,"Ohtani, Shohei",660271,687312,,swinging_strike,14.0,L,R,0,0,2026,,823928,3,2,5.0,39.4
FF,4-Seam Fastball,2026-07-08,94.0,"Ohtani, Shohei",660271,687312,strikeout,swinging_strike,2.0,L,R,0,2,2026,,823928,2,1,5.0,40.1
CU,Curveball,2026-07-08,77.9,"Ohtani, Shohei",660271,687312,,foul,5.0,L,R,0,1,2026,,823928,2,1,5.0,60.6
FF,4-Seam Fastball,2026-07-08,92.9,"Ohtani, Shohei",660271,687312,,called_strike,1.0,L,R,0,0,2026,,823928,2,1,5.0,48.4
FF,4-Seam Fastball,2026-07-08,93.5,"Ohtani, Shohei",660271,687312,field_out,hit_into_play,6.0,L,R,2,2,2026,,823928,1,0,5.0,39.6
ST,Sweeper,2026-07-08,86.4,"Ohtani, Shohei",660271,687312,,ball,14.0,L,R,1,2,2026,,823928,1,0,5.0,42.6
FC,Cutter,2026-07-08,92.7,"Ohtani, Shohei",660271,622608,strikeout,called_strike,4.0,L,R,0,2,2026,,823928,1,3,2.0,34.3
SL,Slider,2026-07-08,87.1,"Ohtani, Shohei",660271,687312,,ball,14.0,L,R,0,2,2026,,823928,1,0,5.0,41.6
FC,Cutter,2026-07-08,92.0,"Ohtani, Shohei",660271,622608,,swinging_strike,14.0,L,R,0,1,2026,,823928,1,3,2.0,41.8
CH,Changeup,2026-07-08,89.0,"Ohtani, Shohei",660271,687312,,foul,6.0,L,R,0,1,2026,,823928,1,0,5.0,39.5
FC,Cutter,2026-07-08,90.2,"Ohtani, Shohei",660271,622608,,called_strike,6.0,L,R,0,0,2026,,823928,1,3,2.0,39.6
FF,4-Seam Fastball,2026-07-08,94.1,"Ohtani, Shohei",660271,687312,,foul,6.0,L,R,0,0,2026,,823928,1,0,5.0,43.4
FF,4-Seam Fastball,2026-07-07,94.0,"Ohtani, Shohei",660271,547179,walk,ball,14.0,L,R,3,1,2026,,823929,3,2,5.0,31.4
FC,Cutter,2026-07-07,89.9,"Ohtani, Shohei",660271,547179,,called_strike,8.0,L,R,3,0,2026,,823929,3,2,5.0,33.3
FC,Cutter,2026-07-07,90.2,"Ohtani, Shohei",660271,547179,,ball,14.0,L,R,2,0,2026,,823929,3,2,5.0,32.1
CU,Curveball,2026-07-07,83.3,"Ohtani, Shohei",660271,547179,,ball,11.0,L,R,1,0,2026,,823929,3,2,5.0,38.9
FF,4-Seam Fastball,2026-07-07,93.0,"Ohtani, Shohei",660271,547179,,ball,14.0,L,R,0,0,2026,,823929,3,2,5.0,29.5
CH,Changeup,2026-07-07,84.8,"Ohtani, Shohei",660271,547179,field_out,hit_into_play,4.0,L,R,1,1,2026,,823929,2,1,5.0,42.8
CH,Changeup,2026-07-07,84.1,"Ohtani, Shohei",660271,547179,,foul,8.0,L,R,1,0,2026,,823929,2,1,5.0,37.7
FF,4-Seam Fastball,2026-07-07,94.4,"Ohtani, Shohei",660271,547179,,ball,9.0,L,R,0,0,2026,,823929,2,1,5.0,29.6
FF,4-Seam Fastball,2026-07-07,94.3,"Ohtani, Shohei",660271,605447,field_out,hit_into_play,12.0,L,R,0,2,2026,,823929,1,4,2.0,57.1
FF,4-Seam Fastball,2026-07-07,94.3,"Ohtani, Shohei",660271,605447,,foul,1.0,L,R,0,1,2026,,823929,1,4,2.0,52.1
SL,Slider,2026-07-07,85.1,"Ohtani, Shohei",660271,605447,,swinging_strike,14.0,L,R,0,0,2026,,823929,1,4,2.0,44.5
FF,4-Seam Fastball,2026-07-07,99.1,"Ohtani, Shohei",660271,675848,strikeout,swinging_strike,1.0,L,R,1,2,2026,,823929,1,3,3.0,32.8
SI,Sinker,2026-07-07,93.3,"Ohtani, Shohei",660271,547179,home_run,hit_into_play,5.0,L,R,2,0,2026,,823929,1,0,5.0,32.4
FF,4-Seam Fastball,2026-07-07,98.4,"Ohtani, Shohei",660271,675848,,swinging_strike,12.0,L,R,1,1,2026,,823929,1,3,3.0,33.3
ST,Sweeper,2026-07-07,85.4,"Ohtani, Shohei",660271,675848,,called_strike,3.0,L,R,1,0,2026,,823929,1,3,3.0,32.9
FC,Cutter,2026-07-07,88.7,"Ohtani, Shohei",660271,547179,,ball,13.0,L,R,1,0,2026,,823929,1,0,5.0,34.0
FF,4-Seam Fastball,2026-07-07,93.3,"Ohtani, Shohei",660271,547179,,ball,13.0,L,R,0,0,2026,,823929,1,0,5.0,33.4
FF,4-Seam Fastball,2026-07-07,98.7,"Ohtani, Shohei",660271,675848,,ball,12.0,L,R,0,0,2026,,823929,1,3,3.0,34.8
CH,Changeup,2026-07-06,87.5,"Ohtani, Shohei",660271,607536,single,hit_into_play,14.0,L,L,1,0,2026,,823930,3,2,5.0,23.0
CH,Changeup,2026-07-06,86.7,"Ohtani, Shohei",660271,607536,,ball,13.0,L,L,0,0,2026,,823930,3,2,5.0,25.6
FC,Cutter,2026-07-06,87.9,"Ohtani, Shohei",660271,607536,home_run,hit_into_play,5.0,L,L,0,0,2026,,823930,2,1,5.0,25.8
FC,Cutter,2026-07-06,92.8,"Ohtani, Shohei",660271,688642,single,hit_into_play,14.0,L,R,0,1,2026,,823930,1,3,4.0,39.1
FC,Cutter,2026-07-06,90.7,"Ohtani, Shohei",660271,688642,,called_strike,5.0,L,R,0,0,2026,,823930,1,3,4.0,32.3
KC,Knuckle Curve,2026-07-06,82.7,"Ohtani, Shohei",660271,607536,field_out,hit_into_play,5.0,L,L,1,1,2026,,823930,1,0,5.0,27.8
FC,Cutter,2026-07-06,87.8,"Ohtani, Shohei",660271,607536,,ball,13.0,L,L,0,1,2026,,823930,1,0,5.0,28.8
FF,4-Seam Fastball,2026-07-06,91.7,"Ohtani, Shohei",660271,607536,,called_strike,5.0,L,L,0,0,2026,,823930,1,0,5.0,24.7
,,2026-07-06,,"Ohtani, Shohei",660271,622608,,automatic_ball,,L,R,1,0,2026,,823930,1,4,2.0,
,,2026-07-06,,"Ohtani, Shohei",660271,622608,intent_walk,automatic_ball,,L,R,3,0,2026,,823930,1,4,2.0,
,,2026-07-06,,"Ohtani, Shohei",660271,622608,,automatic_ball,,L,R,2,0,2026,,823930,1,4,2.0,
,,2026-07-06,,"Ohtani, Shohei",660271,622608,,automatic_ball,,L,R,0,0,2026,,823930,1,4,2.0,
SL,Slider,2026-07-05,81.5,"Ohtani, Shohei",660271,676664,field_out,hit_into_play,13.0,L,L,2,2,2026,,823931,2,1,5.0,23.5
FF,4-Seam Fastball,2026-07-05,94.7,"Ohtani, Shohei",660271,676664,,swinging_strike,12.0,L,L,2,1,2026,,823931,2,1,5.0,33.5
FF,4-Seam Fastball,2026-07-05,95.3,"Ohtani, Shohei",660271,676664,,ball,11.0,L,L,1,1,2026,,823931,2,1,5.0,34.8
SL,Slider,2026-07-05,80.2,"Ohtani, Shohei",660271,676664,,swinging_strike,6.0,L,L,1,0,2026,,823931,2,1,5.0,26.9
ST,Sweeper,2026-07-05,81.1,"Ohtani, Shohei",660271,676664,,ball,13.0,L,L,0,0,2026,,823931,2,1,5.0,25.9
SI,Sinker,2026-07-05,100.4,"Ohtani, Shohei",660271,670970,single,hit_into_play,2.0,L,L,3,2,2026,,823931,1,3,2.0,43.7
SI,Sinker,2026-07-05,99.7,"Ohtani, Shohei",660271,670970,,called_strike,8.0,L,L,3,1,2026,,823931,1,3,2.0,42.4
FF,4-Seam Fastball,2026-07-05,99.5,"Ohtani, Shohei",660271,670970,,ball,11.0,L,L,2,1,2026,,823931,1,3,2.0,46.8
SL,Slider,2026-07-05,90.6,"Ohtani, Shohei",660271,670970,,ball,13.0,L,L,1,1,2026,,823931,1,3,2.0,43.3
FF,4-Seam Fastball,2026-07-05,99.1,"Ohtani, Shohei",660271,670970,,called_strike,13.0,L,L,1,0,2026,,823931,1,3,2.0,46.2
FF,4-Seam Fastball,2026-07-05,100.0,"Ohtani, Shohei",660271,670970,,ball,4.0,L,L,0,0,2026,,823931,1,3,2.0,45.8
SL,Slider,2026-07-05,85.7,"Ohtani, Shohei",660271,673513,walk,ball,14.0,L,L,3,0,2026,,823931,1,2,3.0,52.1
FF,4-Seam Fastball,2026-07-05,93.5,"Ohtani, Shohei",660271,676664,strikeout,called_strike,5.0,L,L,3,2,2026,,823931,1,0,5.0,34.7
FF,4-Seam Fastball,2026-07-05,91.7,"Ohtani, Shohei",660271,673513,,ball,14.0,L,L,2,0,2026,,823931,1,2,3.0,56.9
FF,4-Seam Fastball,2026-07-05,93.1,"Ohtani, Shohei",660271,676664,,foul,4.0,L,L,3,1,2026,,823931,1,0,5.0,31.5
SL,Slider,2026-07-05,82.1,"Ohtani, Shohei",660271,676664,,ball,13.0,L,L,2,1,2026,,823931,1,0,5.0,23.9
SL,Slider,2026-07-05,84.8,"Ohtani, Shohei",660271,673513,,ball,12.0,L,L,1,0,2026,,823931,1,2,3.0,53.2
FF,4-Seam Fastball,2026-07-05,92.0,"Ohtani, Shohei",660271,673513,,ball,11.0,L,L,0,0,2026,,823931,1,2,3.0,55.6
ST,Sweeper,2026-07-05,80.4,"Ohtani, Shohei",660271,676664,,ball,11.0,L,L,1,1,2026,,823931,1,0,5.0,24.9
FF,4-Seam Fastball,2026-07-05,91.7,"Ohtani, Shohei",660271,676664,,called_strike,7.0,L,L,1,0,2026,,823931,1,0,5.0,34.2
FF,4-Seam Fastball,2026-07-05,92.8,"Ohtani, Shohei",660271,676664,,ball,13.0,L,L,0,0,2026,,823931,1,0,5.0,38.9
CH,Changeup,2026-07-03,88.2,"Ohtani, Shohei",660271,650633,field_out,hit_into_play,14.0,L,R,3,2,2026,,823933,3,2,5.0,17.6
SI,Sinker,2026-07-03,94.7,"Ohtani, Shohei",660271,650633,,foul,5.0,L,R,3,1,2026,,823933,3,2,5.0,31.6
ST,Sweeper,2026-07-03,81.8,"Ohtani, Shohei",660271,650633,,ball,11.0,L,R,2,1,2026,,823933,3,2,5.0,22.3
CH,Changeup,2026-07-03,87.0,"Ohtani, Shohei",660271,650633,,ball,13.0,L,R,1,1,2026,,823933,3,2,5.0,15.0
SI,Sinker,2026-07-03,93.6,"Ohtani, Shohei",660271,650633,,ball,12.0,L,R,0,1,2026,,823933,3,2,5.0,28.6
CH,Changeup,2026-07-03,86.9,"Ohtani, Shohei",660271,650633,,called_strike,7.0,L,R,0,0,2026,,823933,3,2,5.0,18.7
CH,Changeup,2026-07-03,86.0,"Ohtani, Shohei",660271,650633,field_out,hit_into_play,7.0,L,R,0,0,2026,,823933,2,1,5.0,20.1
CH,Changeup,2026-07-03,88.7,"Ohtani, Shohei",660271,650633,field_out,hit_into_play,4.0,L,R,1,2,2026,,823933,1,0,5.0,26.8
SI,Sinker,2026-07-03,96.1,"Ohtani, Shohei",660271,650633,,ball,11.0,L,R,0,2,2026,,823933,1,0,5.0,32.5
SI,Sinker,2026-07-03,94.5,"Ohtani, Shohei",660271,650633,,foul,9.0,L,R,0,1,2026,,823933,1,0,5.0,31.0
FF,4-Seam Fastball,2026-07-03,94.4,"Ohtani, Shohei",660271,650633,,called_strike,7.0,L,R,0,0,2026,,823933,1,0,5.0,33.2
FF,4-Seam Fastball,2026-07-02,94.9,"Ohtani, Shohei",660271,681190,walk,ball,13.0,L,R,3,2,2026,,823935,2,1,5.0,31.9
FF,4-Seam Fastball,2026-07-02,94.9,"Ohtani, Shohei",660271,681190,,swinging_strike,5.0,L,R,3,1,2026,,823935,2,1,5.0,34.2
FC,Cutter,2026-07-02,93.1,"Ohtani, Shohei",660271,681190,,ball,13.0,L,R,2,1,2026,,823935,2,1,5.0,33.3
CH,Changeup,2026-07-02,89.7,"Ohtani, Shohei",660271,681190,,ball,14.0,L,R,1,1,2026,,823935,2,1,5.0,28.6
FF,4-Seam Fastball,2026-07-02,94.5,"Ohtani, Shohei",660271,681190,,ball,12.0,L,R,0,1,2026,,823935,2,1,5.0,32.5
SI,Sinker,2026-07-02,95.4,"Ohtani, Shohei",660271,681190,,called_strike,9.0,L,R,0,0,2026,,823935,2,1,5.0,31.6
FF,4-Seam Fastball,2026-07-02,95.8,"Ohtani, Shohei",660271,608566,strikeout,swinging_strike,2.0,L,R,1,2,2026,,823935,1,4,62.0,41.4
KC,Knuckle Curve,2026-07-02,87.6,"Ohtani, Shohei",660271,608566,,blocked_ball,13.0,L,R,0,2,2026,,823935,1,4,62.0,38.5
KC,Knuckle Curve,2026-07-02,86.6,"Ohtani, Shohei",660271,608566,,foul,14.0,L,R,0,2,2026,,823935,1,4,62.0,43.4
FF,4-Seam Fastball,2026-07-02,96.6,"Ohtani, Shohei",660271,608566,,foul,8.0,L,R,0,1,2026,,823935,1,4,62.0,37.2
KC,Knuckle Curve,2026-07-02,87.3,"Ohtani, Shohei",660271,608566,,foul,9.0,L,R,0,0,2026,,823935,1,4,62.0,41.6
SL,Slider,2026-07-02,86.7,"Ohtani, Shohei",660271,673513,field_out,hit_into_play,2.0,L,L,0,0,2026,,823935,1,3,4.0,55.5
SI,Sinker,2026-07-02,97.4,"Ohtani, Shohei",660271,593974,field_out,hit_into_play,2.0,L,L,0,0,2026,,823935,1,2,2.0,44.3
CH,Changeup,2026-07-02,88.4,"Ohtani, Shohei",660271,681190,single,hit_into_play,5.0,L,R,0,1,2026,,823935,1,0,5.0,31.4
FF,4-Seam Fastball,2026-07-02,93.8,"Ohtani, Shohei",660271,681190,,called_strike,9.0,L,R,0,0,2026,,823935,1,0,5.0,32.0
CH,Changeup,2026-07-01,87.6,"Ohtani, Shohei",660271,669372,field_out,hit_into_play,7.0,L,R,1,0,2026,,824985,3,2,5.0,41.6
SL,Slider,2026-07-01,85.0,"Ohtani, Shohei",660271,669372,,ball,13.0,L,R,0,0,2026,,824985,3,2,5.0,38.7
SI,Sinker,2026-07-01,94.3,"Ohtani, Shohei",660271,669372,field_out,hit_into_play,14.0,L,R,1,2,2026,,824985,2,1,5.0,42.7
FC,Cutter,2026-07-01,90.9,"Ohtani, Shohei",660271,669372,,called_strike,2.0,L,R,1,1,2026,,824985,2,1,5.0,35.5
CH,Changeup,2026-07-01,87.1,"Ohtani, Shohei",660271,669372,,blocked_ball,13.0,L,R,0,1,2026,,824985,2,1,5.0,40.0
CH,Changeup,2026-07-01,88.6,"Ohtani, Shohei",660271,669372,,called_strike,7.0,L,R,0,0,2026,,824985,2,1,5.0,45.5
FF,4-Seam Fastball,2026-07-01,96.3,"Ohtani, Shohei",660271,663687,strikeout,called_strike,1.0,L,L,0,2,2026,,824985,1,4,5.0,60.1
FF,4-Seam Fastball,2026-07-01,96.0,"Ohtani, Shohei",660271,663687,,called_strike,2.0,L,L,0,1,2026,,824985,1,4,5.0,56.5
CU,Curveball,2026-07-01,73.0,"Ohtani, Shohei",660271,663687,,swinging_strike_blocked,13.0,L,L,0,0,2026,,824985,1,4,5.0,59.6
FF,4-Seam Fastball,2026-07-01,98.5,"Ohtani, Shohei",660271,665622,strikeout,swinging_strike,9.0,L,R,2,2,2026,,824985,1,3,5.0,41.0
CH,Changeup,2026-07-01,92.5,"Ohtani, Shohei",660271,665622,,ball,14.0,L,R,1,2,2026,,824985,1,3,5.0,41.7
CH,Changeup,2026-07-01,90.8,"Ohtani, Shohei",660271,665622,,swinging_strike,13.0,L,R,1,1,2026,,824985,1,3,5.0,42.0
FF,4-Seam Fastball,2026-07-01,98.0,"Ohtani, Shohei",660271,665622,,called_strike,7.0,L,R,1,0,2026,,824985,1,3,5.0,39.7
CU,Curveball,2026-07-01,80.6,"Ohtani, Shohei",660271,665622,,ball,11.0,L,R,0,0,2026,,824985,1,3,5.0,39.8
CH,Changeup,2026-07-01,87.9,"Ohtani, Shohei",660271,669372,field_out,hit_into_play,8.0,L,R,1,2,2026,,824985,1,0,5.0,43.1
CH,Changeup,2026-07-01,87.8,"Ohtani, Shohei",660271,669372,,called_strike,4.0,L,R,1,1,2026,,824985,1,0,5.0,40.9
SI,Sinker,2026-07-01,93.0,"Ohtani, Shohei",660271,669372,,ball,14.0,L,R,0,1,2026,,824985,1,0,5.0,45.6
SI,Sinker,2026-07-01,92.1,"Ohtani, Shohei",660271,669372,,swinging_strike,13.0,L,R,0,0,2026,,824985,1,0,5.0,44.8
FF,4-Seam Fastball,2026-06-30,90.8,"Ohtani, Shohei",660271,605488,walk,ball,11.0,L,L,3,2,2026,,824984,4,3,5.0,47.5
FF,4-Seam Fastball,2026-06-30,90.9,"Ohtani, Shohei",660271,605488,,swinging_strike,3.0,L,L,3,1,2026,,824984,4,3,5.0,50.5
SL,Slider,2026-06-30,84.7,"Ohtani, Shohei",660271,605488,,swinging_strike,8.0,L,L,3,0,2026,,824984,4,3,5.0,41.8
SL,Slider,2026-06-30,84.6,"Ohtani, Shohei",660271,605488,,ball,13.0,L,L,2,0,2026,,824984,4,3,5.0,50.9
FF,4-Seam Fastball,2026-06-30,90.8,"Ohtani, Shohei",660271,605488,,ball,11.0,L,L,1,0,2026,,824984,4,3,5.0,47.9
ST,Sweeper,2026-06-30,81.1,"Ohtani, Shohei",660271,605488,,ball,13.0,L,L,0,0,2026,,824984,4,3,5.0,41.4
FF,4-Seam Fastball,2026-06-30,90.5,"Ohtani, Shohei",660271,605488,single,hit_into_play,4.0,L,L,0,0,2026,,824984,3,2,5.0,44.6
SL,Slider,2026-06-30,83.4,"Ohtani, Shohei",660271,605488,field_out,hit_into_play,11.0,L,L,2,2,2026,,824984,2,1,5.0,46.5
SL,Slider,2026-06-30,85.8,"Ohtani, Shohei",660271,605488,,swinging_strike,13.0,L,L,2,1,2026,,824984,2,1,5.0,46.6
SL,Slider,2026-06-30,86.3,"Ohtani, Shohei",660271,605488,,foul,7.0,L,L,2,0,2026,,824984,2,1,5.0,47.0
