pitch_type,pitch_name,game_date,release_speed,player_name,batter,pitcher,events,description,zone,stand,p_throws,balls,strikes,game_year,umpire,game_pk,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,arm_angle
FS,Split-Finger,2026-08-26,82.1,"Ohtani, Shohei",660271,700363,single,hit_into_play,7.0,L,R,1,1,2026,,824878,3,2,,
FS,Split-Finger,2026-08-26,80.9,"Ohtani, Shohei",660271,700363,,foul,13.0,L,R,1,0,2026,,824878,3,2,,
FF,4-Seam Fastball,2026-08-26,94.1,"Ohtani, Shohei",660271,700363,,ball,13.0,L,R,0,0,2026,,824878,3,2,,
FF,4-Seam Fastball,2026-08-26,96.5,"Ohtani, Shohei",660271,700363,field_out,hit_into_play,6.0,L,R,2,0,2026,,824878,2,1,,
FF,4-Seam Fastball,2026-08-26,96.2,"Ohtani, Shohei",660271,700363,,ball,11.0,L,R,1,0,2026,,824878,2,1,,
FS,Split-Finger,2026-08-26,82.8,"Ohtani, Shohei",660271,700363,,ball,14.0,L,R,0,0,2026,,824878,2,1,,
FF,4-Seam Fastball,2026-08-26,97.3,"Ohtani, Shohei",660271,800311,field_out,hit_into_play,11.0,L,R,2,2,2026,,824878,1,4,,
SL,Slider,2026-08-26,85.3,"Ohtani, Shohei",660271,800311,,ball,14.0,L,R,1,2,2026,,824878,1,4,,
FF,4-Seam Fastball,2026-08-26,98.8,"Ohtani, Shohei",660271,800311,,foul,11.0,L,R,1,2,2026,,824878,1,4,,
FF,4-Seam Fastball,2026-08-26,98.1,"Ohtani, Shohei",660271,800311,,foul,5.0,L,R,1,1,2026,,824878,1,4,,
FF,4-Seam Fastball,2026-08-26,97.1,"Ohtani, Shohei",660271,800311,,swinging_strike,5.0,L,R,1,0,2026,,824878,1,4,,
FS,Split-Finger,2026-08-26,88.1,"Ohtani, Shohei",660271,800311,,ball,14.0,L,R,0,0,2026,,824878,1,4,,
FF,4-Seam Fastball,2026-08-26,98.4,"Ohtani, Shohei",660271,700363,strikeout,swinging_strike,11.0,L,R,1,2,2026,,824878,1,0,,
FF,4-Seam Fastball,2026-08-26,97.4,"Ohtani, Shohei",660271,700363,,foul,5.0,L,R,1,1,2026,,824878,1,0,,
FS,Split-Finger,2026-08-26,85.4,"Ohtani, Shohei",660271,700363,,ball,11.0,L,R,0,1,2026,,824878,1,0,,
SL,Slider,2026-08-26,81.9,"Ohtani, Shohei",660271,669276,double,hit_into_play,5.0,L,L,0,0,2026,,824878,1,3,,
FF,4-Seam Fastball,2026-08-26,97.6,"Ohtani, Shohei",660271,700363,,called_strike,11.0,L,R,0,0,2026,,824878,1,0,,
SI,Sinker,2026-08-25,92.0,"Ohtani, Shohei",660271,693821,field_out,hit_into_play,3.0,L,R,0,2,2026,,824881,3,2,9.0,46.0
FF,4-Seam Fastball,2026-08-25,92.8,"Ohtani, Shohei",660271,693821,,foul,1.0,L,R,0,1,2026,,824881,3,2,9.0,43.9
CH,Changeup,2026-08-25,87.0,"Ohtani, Shohei",660271,693821,,swinging_strike,13.0,L,R,0,0,2026,,824881,3,2,9.0,47.7
FF,4-Seam Fastball,2026-08-25,94.5,"Ohtani, Shohei",660271,693821,strikeout,called_strike,9.0,L,R,3,2,2026,,824881,2,1,9.0,47.2
FF,4-Seam Fastball,2026-08-25,93.7,"Ohtani, Shohei",660271,693821,,swinging_strike,2.0,L,R,3,1,2026,,824881,2,1,9.0,46.1
CH,Changeup,2026-08-25,86.5,"Ohtani, Shohei",660271,693821,,ball,13.0,L,R,2,1,2026,,824881,2,1,9.0,47.4
FC,Cutter,2026-08-25,89.6,"Ohtani, Shohei",660271,693821,,ball,11.0,L,R,1,1,2026,,824881,2,1,9.0,47.4
FF,4-Seam Fastball,2026-08-25,93.1,"Ohtani, Shohei",660271,693821,,ball,12.0,L,R,0,1,2026,,824881,2,1,9.0,45.5
FF,4-Seam Fastball,2026-08-25,93.4,"Ohtani, Shohei",660271,693821,,called_strike,5.0,L,R,0,0,2026,,824881,2,1,9.0,46.3
SL,Slider,2026-08-25,83.6,"Ohtani, Shohei",660271,669276,field_out,hit_into_play,13.0,L,L,2,2,2026,,824881,1,3,2.0,46.1
CH,Changeup,2026-08-25,87.3,"Ohtani, Shohei",660271,693821,field_out,hit_into_play,11.0,L,R,2,2,2026,,824881,1,0,9.0,48.1
SL,Slider,2026-08-25,82.5,"Ohtani, Shohei",660271,693821,,foul,8.0,L,R,2,1,2026,,824881,1,0,9.0,51.3
FF,4-Seam Fastball,2026-08-25,91.1,"Ohtani, Shohei",660271,669276,,called_strike,9.0,L,L,2,1,2026,,824881,1,3,2.0,46.8
FF,4-Seam Fastball,2026-08-25,91.2,"Ohtani, Shohei",660271,669276,,ball,13.0,L,L,1,1,2026,,824881,1,3,2.0,45.1
SL,Slider,2026-08-25,81.4,"Ohtani, Shohei",660271,693821,,foul,9.0,L,R,2,0,2026,,824881,1,0,9.0,49.7
SI,Sinker,2026-08-25,94.8,"Ohtani, Shohei",660271,628452,triple,hit_into_play,11.0,L,R,1,0,2026,,824881,1,4,2.0,31.2
SL,Slider,2026-08-25,79.6,"Ohtani, Shohei",660271,669276,,called_strike,8.0,L,L,1,0,2026,,824881,1,3,2.0,49.8
SI,Sinker,2026-08-25,89.5,"Ohtani, Shohei",660271,693821,,ball,11.0,L,R,1,0,2026,,824881,1,0,9.0,48.2
SI,Sinker,2026-08-25,93.9,"Ohtani, Shohei",660271,628452,,ball,11.0,L,R,0,0,2026,,824881,1,4,2.0,28.3
FF,4-Seam Fastball,2026-08-25,92.4,"Ohtani, Shohei",660271,693821,,ball,11.0,L,R,0,0,2026,,824881,1,0,9.0,47.9
SL,Slider,2026-08-25,81.3,"Ohtani, Shohei",660271,669276,,ball,13.0,L,L,0,0,2026,,824881,1,3,2.0,44.9
FF,4-Seam Fastball,2026-08-23,97.1,"Ohtani, Shohei",660271,669387,force_out,hit_into_play,5.0,L,R,2,2,2026,,823909,2,2,6.0,31.9
FS,Split-Finger,2026-08-23,88.8,"Ohtani, Shohei",660271,669387,,blocked_ball,13.0,L,R,1,2,2026,,823909,2,2,6.0,30.2
ST,Sweeper,2026-08-23,84.4,"Ohtani, Shohei",660271,669387,,foul,8.0,L,R,1,1,2026,,823909,2,2,6.0,30.0
ST,Sweeper,2026-08-23,84.6,"Ohtani, Shohei",660271,669387,,called_strike,4.0,L,R,1,0,2026,,823909,2,2,6.0,31.0
FF,4-Seam Fastball,2026-08-23,96.5,"Ohtani, Shohei",660271,669387,,ball,13.0,L,R,0,0,2026,,823909,2,2,6.0,29.4
CU,Curveball,2026-08-23,80.1,"Ohtani, Shohei",660271,694753,field_out,hit_into_play,2.0,L,R,2,2,2026,,823909,1,3,36.0,48.9
FF,4-Seam Fastball,2026-08-23,98.0,"Ohtani, Shohei",660271,694753,,foul,2.0,L,R,2,2,2026,,823909,1,3,36.0,42.8
FF,4-Seam Fastball,2026-08-23,96.8,"Ohtani, Shohei",660271,694753,,swinging_strike,3.0,L,R,2,1,2026,,823909,1,3,36.0,43.3
CH,Changeup,2026-08-23,87.2,"Ohtani, Shohei",660271,694753,,ball,14.0,L,R,1,1,2026,,823909,1,3,36.0,40.6
CH,Changeup,2026-08-23,89.5,"Ohtani, Shohei",660271,694753,,ball,14.0,L,R,0,1,2026,,823909,1,3,36.0,39.3
FC,Cutter,2026-08-23,93.4,"Ohtani, Shohei",660271,694753,,swinging_strike,14.0,L,R,0,0,2026,,823909,1,3,36.0,44.4
SL,Slider,2026-08-23,88.6,"Ohtani, Shohei",660271,669199,walk,ball,11.0,L,R,3,2,2026,,823909,1,0,2.0,41.5
CU,Curveball,2026-08-23,86.2,"Ohtani, Shohei",660271,669199,,foul,2.0,L,R,3,2,2026,,823909,1,0,2.0,51.3
SL,Slider,2026-08-23,89.4,"Ohtani, Shohei",660271,669199,,ball,11.0,L,R,2,2,2026,,823909,1,0,2.0,40.8
FF,4-Seam Fastball,2026-08-23,94.1,"Ohtani, Shohei",660271,669199,,ball,11.0,L,R,1,2,2026,,823909,1,0,2.0,45.4
CU,Curveball,2026-08-23,87.9,"Ohtani, Shohei",660271,669199,,ball,14.0,L,R,0,2,2026,,823909,1,0,2.0,46.8
CU,Curveball,2026-08-23,86.6,"Ohtani, Shohei",660271,669199,,foul,9.0,L,R,0,2,2026,,823909,1,0,2.0,44.6
FS,Split-Finger,2026-08-23,87.9,"Ohtani, Shohei",660271,669387,strikeout,swinging_strike,14.0,L,R,0,2,2026,,823909,1,1,6.0,32.4
FF,4-Seam Fastball,2026-08-23,93.9,"Ohtani, Shohei",660271,669199,,foul,12.0,L,R,0,2,2026,,823909,1,0,2.0,39.6
FS,Split-Finger,2026-08-23,87.8,"Ohtani, Shohei",660271,669387,,foul,8.0,L,R,0,2,2026,,823909,1,1,6.0,31.0
SL,Slider,2026-08-23,90.1,"Ohtani, Shohei",660271,669199,,foul,5.0,L,R,0,2,2026,,823909,1,0,2.0,42.1
CU,Curveball,2026-08-23,85.6,"Ohtani, Shohei",660271,669199,,foul,8.0,L,R,0,2,2026,,823909,1,0,2.0,46.3
CU,Curveball,2026-08-23,84.7,"Ohtani, Shohei",660271,669387,,foul,9.0,L,R,0,2,2026,,823909,1,1,6.0,34.2
CU,Curveball,2026-08-23,85.5,"Ohtani, Shohei",660271,669199,,foul,4.0,L,R,0,1,2026,,823909,1,0,2.0,45.5
FF,4-Seam Fastball,2026-08-23,95.3,"Ohtani, Shohei",660271,669387,,called_strike,2.0,L,R,0,1,2026,,823909,1,1,6.0,31.6
FC,Cutter,2026-08-23,94.1,"Ohtani, Shohei",660271,669387,,foul,2.0,L,R,0,0,2026,,823909,1,1,6.0,26.5
FF,4-Seam Fastball,2026-08-23,93.3,"Ohtani, Shohei",660271,669199,,called_strike,7.0,L,R,0,0,2026,,823909,1,0,2.0,42.3
CH,Changeup,2026-08-22,92.8,"Ohtani, Shohei",660271,683003,walk,ball,11.0,L,R,3,2,2026,,823910,3,2,7.0,35.4
FF,4-Seam Fastball,2026-08-22,98.9,"Ohtani, Shohei",660271,683003,,ball,11.0,L,R,2,2,2026,,823910,3,2,7.0,40.5
CH,Changeup,2026-08-22,92.5,"Ohtani, Shohei",660271,683003,,foul,7.0,L,R,2,2,2026,,823910,3,2,7.0,34.5
CH,Changeup,2026-08-22,93.1,"Ohtani, Shohei",660271,683003,,ball,14.0,L,R,1,2,2026,,823910,3,2,7.0,41.1
CH,Changeup,2026-08-22,92.8,"Ohtani, Shohei",660271,683003,,swinging_strike,14.0,L,R,1,1,2026,,823910,3,2,7.0,33.1
CH,Changeup,2026-08-22,91.5,"Ohtani, Shohei",660271,683003,,ball,13.0,L,R,0,1,2026,,823910,3,2,7.0,34.6
SL,Slider,2026-08-22,88.2,"Ohtani, Shohei",660271,683003,,foul,4.0,L,R,0,0,2026,,823910,3,2,7.0,38.2
FF,4-Seam Fastball,2026-08-22,99.0,"Ohtani, Shohei",660271,683003,walk,ball,12.0,L,R,3,2,2026,,823910,2,1,7.0,38.2
SL,Slider,2026-08-22,91.2,"Ohtani, Shohei",660271,683003,,ball,14.0,L,R,2,2,2026,,823910,2,1,7.0,39.9
FF,4-Seam Fastball,2026-08-22,100.1,"Ohtani, Shohei",660271,683003,,foul,1.0,L,R,2,2,2026,,823910,2,1,7.0,43.5
FF,4-Seam Fastball,2026-08-22,99.8,"Ohtani, Shohei",660271,683003,,swinging_strike,1.0,L,R,2,1,2026,,823910,2,1,7.0,41.9
FF,4-Seam Fastball,2026-08-22,99.0,"Ohtani, Shohei",660271,683003,,ball,11.0,L,R,1,1,2026,,823910,2,1,7.0,37.3
FF,4-Seam Fastball,2026-08-22,99.3,"Ohtani, Shohei",660271,683003,,ball,11.0,L,R,0,1,2026,,823910,2,1,7.0,41.5
CH,Changeup,2026-08-22,94.3,"Ohtani, Shohei",660271,683003,,called_strike,4.0,L,R,0,0,2026,,823910,2,1,7.0,37.5
FF,4-Seam Fastball,2026-08-22,102.4,"Ohtani, Shohei",660271,699008,field_out,hit_into_play,5.0,L,R,2,2,2026,,823910,1,4,22.0,34.9
FF,4-Seam Fastball,2026-08-22,100.9,"Ohtani, Shohei",660271,699008,,foul,5.0,L,R,2,1,2026,,823910,1,4,22.0,33.8
CH,Changeup,2026-08-22,93.6,"Ohtani, Shohei",660271,699008,,blocked_ball,14.0,L,R,1,1,2026,,823910,1,4,22.0,32.5
CH,Changeup,2026-08-22,92.0,"Ohtani, Shohei",660271,699008,,ball,13.0,L,R,0,1,2026,,823910,1,4,22.0,31.5
FF,4-Seam Fastball,2026-08-22,102.5,"Ohtani, Shohei",660271,699008,,called_strike,4.0,L,R,0,0,2026,,823910,1,4,22.0,39.4
SL,Slider,2026-08-22,90.9,"Ohtani, Shohei",660271,666808,strikeout,swinging_strike_blocked,14.0,L,R,2,2,2026,,823910,1,3,3.0,24.7
CH,Changeup,2026-08-22,93.7,"Ohtani, Shohei",660271,683003,strikeout,swinging_strike,8.0,L,R,2,2,2026,,823910,1,0,7.0,40.2
SI,Sinker,2026-08-22,97.7,"Ohtani, Shohei",660271,666808,,swinging_strike,2.0,L,R,1,1,2026,,823910,1,3,3.0,19.0
SL,Slider,2026-08-22,88.1,"Ohtani, Shohei",660271,666808,,ball,11.0,L,R,0,1,2026,,823910,1,3,3.0,24.8
FF,4-Seam Fastball,2026-08-22,100.2,"Ohtani, Shohei",660271,683003,,foul,2.0,L,R,2,2,2026,,823910,1,0,7.0,46.3
SL,Slider,2026-08-22,88.0,"Ohtani, Shohei",660271,666808,,called_strike,6.0,L,R,0,0,2026,,823910,1,3,3.0,22.0
FF,4-Seam Fastball,2026-08-22,101.0,"Ohtani, Shohei",660271,683003,,foul,4.0,L,R,2,2,2026,,823910,1,0,7.0,44.9
SL,Slider,2026-08-22,91.1,"Ohtani, Shohei",660271,683003,,foul,5.0,L,R,2,1,2026,,823910,1,0,7.0,38.8
FF,4-Seam Fastball,2026-08-22,99.6,"Ohtani, Shohei",660271,683003,,ball,12.0,L,R,1,1,2026,,823910,1,0,7.0,51.7
FF,4-Seam Fastball,2026-08-22,99.4,"Ohtani, Shohei",660271,683003,,swinging_strike,5.0,L,R,1,0,2026,,823910,1,0,7.0,43.4
FF,4-Seam Fastball,2026-08-22,99.0,"Ohtani, Shohei",660271,683003,,ball,11.0,L,R,0,0,2026,,823910,1,0,7.0,43.0
,,2026-08-22,,"Ohtani, Shohei",660271,666808,,automatic_ball,,L,R,1,2,2026,,823910,1,3,3.0,
SL,Slider,2026-08-21,96.6,"Ohtani, Shohei",660271,696149,field_out,hit_into_play,7.0,L,R,3,2,2026,,823911,3,2,7.0,32.8
FF,4-Seam Fastball,2026-08-21,100.4,"Ohtani, Shohei",660271,696149,,ball,11.0,L,R,2,2,2026,,823911,3,2,7.0,48.6
FF,4-Seam Fastball,2026-08-21,100.3,"Ohtani, Shohei",660271,696149,,foul,5.0,L,R,2,2,2026,,823911,3,2,7.0,42.9
FF,4-Seam Fastball,2026-08-21,100.6,"Ohtani, Shohei",660271,696149,,ball,12.0,L,R,1,2,2026,,823911,3,2,7.0,40.9
SL,Slider,2026-08-21,95.7,"Ohtani, Shohei",660271,696149,,called_strike,7.0,L,R,1,1,2026,,823911,3,2,7.0,34.2
FF,4-Seam Fastball,2026-08-21,99.9,"Ohtani, Shohei",660271,696149,,foul,4.0,L,R,1,0,2026,,823911,3,2,7.0,39.1
CH,Changeup,2026-08-21,91.5,"Ohtani, Shohei",660271,696149,,ball,14.0,L,R,0,0,2026,,823911,3,2,7.0,30.5
CH,Changeup,2026-08-21,90.6,"Ohtani, Shohei",660271,696149,single,hit_into_play,4.0,L,R,2,0,2026,,823911,2,1,7.0,30.8
SL,Slider,2026-08-21,95.9,"Ohtani, Shohei",660271,696149,,blocked_ball,13.0,L,R,1,0,2026,,823911,2,1,7.0,38.2
SI,Sinker,2026-08-21,99.0,"Ohtani, Shohei",660271,696149,,ball,11.0,L,R,0,0,2026,,823911,2,1,7.0,36.3
FF,4-Seam Fastball,2026-08-21,100.0,"Ohtani, Shohei",660271,682254,strikeout,foul_tip,4.0,L,L,2,2,2026,,823911,1,4,2.0,52.1
CU,Curveball,2026-08-21,85.7,"Ohtani, Shohei",660271,669199,walk,blocked_ball,14.0,L,R,3,1,2026,,823911,1,3,5.0,46.0
SL,Slider,2026-08-21,88.1,"Ohtani, Shohei",660271,669199,,ball,13.0,L,R,2,1,2026,,823911,1,3,5.0,39.9
FF,4-Seam Fastball,2026-08-21,100.2,"Ohtani, Shohei",660271,682254,,ball,11.0,L,L,1,2,2026,,823911,1,4,2.0,55.9
FF,4-Seam Fastball,2026-08-21,99.2,"Ohtani, Shohei",660271,696149,walk,ball,13.0,L,R,3,0,2026,,823911,1,0,7.0,41.2
CU,Curveball,2026-08-21,85.3,"Ohtani, Shohei",660271,669199,,ball,14.0,L,R,1,1,2026,,823911,1,3,5.0,44.3
FF,4-Seam Fastball,2026-08-21,99.3,"Ohtani, Shohei",660271,696149,,ball,13.0,L,R,2,0,2026,,823911,1,0,7.0,38.6
SL,Slider,2026-08-21,92.4,"Ohtani, Shohei",660271,682254,,foul,7.0,L,L,1,1,2026,,823911,1,4,2.0,52.5
SL,Slider,2026-08-21,88.3,"Ohtani, Shohei",660271,669199,,ball,14.0,L,R,0,1,2026,,823911,1,3,5.0,38.2
SI,Sinker,2026-08-21,99.5,"Ohtani, Shohei",660271,682254,,called_strike,5.0,L,L,1,0,2026,,823911,1,4,2.0,50.4
FF,4-Seam Fastball,2026-08-21,99.1,"Ohtani, Shohei",660271,696149,,ball,11.0,L,R,1,0,2026,,823911,1,0,7.0,42.6
SL,Slider,2026-08-21,88.6,"Ohtani, Shohei",660271,669199,,called_strike,8.0,L,R,0,0,2026,,823911,1,3,5.0,38.6
FF,4-Seam Fastball,2026-08-21,98.7,"Ohtani, Shohei",660271,696149,,ball,11.0,L,R,0,0,2026,,823911,1,0,7.0,38.4
SL,Slider,2026-08-21,91.5,"Ohtani, Shohei",660271,682254,,ball,11.0,L,L,0,0,2026,,823911,1,4,2.0,53.5
FC,Cutter,2026-08-19,88.3,"Ohtani, Shohei",660271,607536,field_out,hit_into_play,5.0,L,L,2,2,2026,,824318,2,1,5.0,26.1
KC,Knuckle Curve,2026-08-19,83.0,"Ohtani, Shohei",660271,607536,,foul,6.0,L,L,2,2,2026,,824318,2,1,5.0,28.1
SI,Sinker,2026-08-19,91.7,"Ohtani, Shohei",660271,607536,,foul,14.0,L,L,2,1,2026,,824318,2,1,5.0,24.0
SI,Sinker,2026-08-19,91.5,"Ohtani, Shohei",660271,607536,,ball,13.0,L,L,1,1,2026,,824318,2,1,5.0,24.4
SI,Sinker,2026-08-19,90.5,"Ohtani, Shohei",660271,607536,,ball,14.0,L,L,0,1,2026,,824318,2,1,5.0,21.3
FC,Cutter,2026-08-19,86.3,"Ohtani, Shohei",660271,607536,,called_strike,2.0,L,L,0,0,2026,,824318,2,1,5.0,28.9
SL,Slider,2026-08-19,86.2,"Ohtani, Shohei",660271,693308,strikeout,swinging_strike_blocked,13.0,L,R,0,2,2026,,824318,1,3,3.0,48.3
FF,4-Seam Fastball,2026-08-19,98.7,"Ohtani, Shohei",660271,693308,,swinging_strike,2.0,L,R,0,1,2026,,824318,1,3,3.0,52.4
FF,4-Seam Fastball,2026-08-19,99.0,"Ohtani, Shohei",660271,693308,,called_strike,6.0,L,R,0,0,2026,,824318,1,3,3.0,52.8
SL,Slider,2026-08-19,83.9,"Ohtani, Shohei",660271,605447,strikeout,swinging_strike,14.0,L,R,0,2,2026,,824318,1,4,1.0,63.6
SL,Slider,2026-08-19,84.6,"Ohtani, Shohei",660271,605447,,foul,13.0,L,R,0,1,2026,,824318,1,4,1.0,57.2
SI,Sinker,2026-08-19,93.0,"Ohtani, Shohei",660271,815081,walk,ball,13.0,L,L,3,1,2026,,824318,1,2,,25.4
FF,4-Seam Fastball,2026-08-19,93.5,"Ohtani, Shohei",660271,815081,,called_strike,7.0,L,L,3,0,2026,,824318,1,2,,23.6
SL,Slider,2026-08-19,83.7,"Ohtani, Shohei",660271,605447,,swinging_strike,13.0,L,R,0,0,2026,,824318,1,4,1.0,48.9
SL,Slider,2026-08-19,83.8,"Ohtani, Shohei",660271,815081,,ball,13.0,L,L,2,0,2026,,824318,1,2,,24.6
FF,4-Seam Fastball,2026-08-19,93.1,"Ohtani, Shohei",660271,815081,,ball,13.0,L,L,1,0,2026,,824318,1,2,,26.4
FF,4-Seam Fastball,2026-08-19,90.1,"Ohtani, Shohei",660271,607536,field_out,hit_into_play,8.0,L,L,0,0,2026,,824318,1,0,5.0,27.6
FF,4-Seam Fastball,2026-08-19,93.0,"Ohtani, Shohei",660271,815081,,ball,11.0,L,L,0,0,2026,,824318,1,2,,26.4
CH,Changeup,2026-08-18,84.9,"Ohtani, Shohei",660271,663372,force_out,hit_into_play,7.0,L,R,0,2,2026,,824319,3,2,6.0,48.2
FF,4-Seam Fastball,2026-08-18,96.6,"Ohtani, Shohei",660271,663372,,foul,12.0,L,R,0,2,2026,,824319,3,2,6.0,38.0
FF,4-Seam Fastball,2026-08-18,96.7,"Ohtani, Shohei",660271,663372,,foul,3.0,L,R,0,1,2026,,824319,3,2,6.0,39.8
FF,4-Seam Fastball,2026-08-18,95.1,"Ohtani, Shohei",660271,663372,,called_strike,6.0,L,R,0,0,2026,,824319,3,2,6.0,44.0
CU,Curveball,2026-08-18,77.2,"Ohtani, Shohei",660271,663372,home_run,hit_into_play,4.0,L,R,0,0,2026,,824319,2,1,6.0,52.7
SL,Slider,2026-08-18,86.9,"Ohtani, Shohei",660271,688642,field_out,hit_into_play,8.0,L,R,2,2,2026,,824319,1,4,2.0,42.1
SL,Slider,2026-08-18,86.7,"Ohtani, Shohei",660271,688642,,ball,14.0,L,R,1,2,2026,,824319,1,4,2.0,45.4
FF,4-Seam Fastball,2026-08-18,93.8,"Ohtani, Shohei",660271,688642,,foul,2.0,L,R,1,1,2026,,824319,1,4,2.0,43.3
FF,4-Seam Fastball,2026-08-18,93.9,"Ohtani, Shohei",660271,688642,,ball,12.0,L,R,0,1,2026,,824319,1,4,2.0,40.9
FF,4-Seam Fastball,2026-08-18,94.6,"Ohtani, Shohei",660271,688642,,foul,5.0,L,R,0,0,2026,,824319,1,4,2.0,44.9
ST,Sweeper,2026-08-18,84.3,"Ohtani, Shohei",660271,656786,field_error,hit_into_play,13.0,L,L,2,1,2026,,824319,1,3,2.0,50.0
CU,Curveball,2026-08-18,84.0,"Ohtani, Shohei",660271,656786,,ball,14.0,L,L,1,1,2026,,824319,1,3,2.0,48.2
FF,4-Seam Fastball,2026-08-18,93.2,"Ohtani, Shohei",660271,656786,,ball,11.0,L,L,0,1,2026,,824319,1,3,2.0,40.2
CU,Curveball,2026-08-18,83.7,"Ohtani, Shohei",660271,656786,,foul_tip,12.0,L,L,0,0,2026,,824319,1,3,2.0,43.9
CH,Changeup,2026-08-18,84.7,"Ohtani, Shohei",660271,663372,strikeout,swinging_strike,14.0,L,R,1,2,2026,,824319,1,0,6.0,46.7
CH,Changeup,2026-08-18,84.6,"Ohtani, Shohei",660271,663372,,swinging_strike,5.0,L,R,1,1,2026,,824319,1,0,6.0,46.7
SL,Slider,2026-08-18,88.7,"Ohtani, Shohei",660271,663372,,foul_tip,9.0,L,R,1,0,2026,,824319,1,0,6.0,47.7
FF,4-Seam Fastball,2026-08-18,94.6,"Ohtani, Shohei",660271,663372,,ball,13.0,L,R,0,0,2026,,824319,1,0,6.0,46.6
FC,Cutter,2026-08-17,89.9,"Ohtani, Shohei",660271,608372,home_run,hit_into_play,8.0,L,R,0,1,2026,,824320,3,2,6.0,38.6
FC,Cutter,2026-08-17,89.7,"Ohtani, Shohei",660271,608372,,called_strike,7.0,L,R,0,0,2026,,824320,3,2,6.0,40.2
FC,Cutter,2026-08-17,90.4,"Ohtani, Shohei",660271,608372,single,hit_into_play,7.0,L,R,1,0,2026,,824320,2,1,6.0,40.0
FS,Split-Finger,2026-08-17,86.7,"Ohtani, Shohei",660271,608372,,ball,13.0,L,R,0,0,2026,,824320,2,1,6.0,40.4
CH,Changeup,2026-08-17,87.9,"Ohtani, Shohei",660271,669298,single,hit_into_play,13.0,L,R,1,2,2026,,824320,1,4,39.0,31.7
FF,4-Seam Fastball,2026-08-17,94.1,"Ohtani, Shohei",660271,669298,,called_strike,7.0,L,R,1,1,2026,,824320,1,4,39.0,33.0
FF,4-Seam Fastball,2026-08-17,94.8,"Ohtani, Shohei",660271,669298,,ball,11.0,L,R,0,1,2026,,824320,1,4,39.0,31.1
CH,Changeup,2026-08-17,87.2,"Ohtani, Shohei",660271,669298,,called_strike,11.0,L,R,0,0,2026,,824320,1,4,39.0,31.3
ST,Sweeper,2026-08-17,83.8,"Ohtani, Shohei",660271,675848,home_run,hit_into_play,5.0,L,R,2,1,2026,,824320,1,3,5.0,34.8
FF,4-Seam Fastball,2026-08-17,96.6,"Ohtani, Shohei",660271,675848,,ball,11.0,L,R,1,1,2026,,824320,1,3,5.0,33.4
FF,4-Seam Fastball,2026-08-17,96.6,"Ohtani, Shohei",660271,675848,,ball,13.0,L,R,0,1,2026,,824320,1,3,5.0,33.6
ST,Sweeper,2026-08-17,85.6,"Ohtani, Shohei",660271,675848,,swinging_strike,8.0,L,R,0,0,2026,,824320,1,3,5.0,30.3
FS,Split-Finger,2026-08-17,86.5,"Ohtani, Shohei",660271,608372,field_out,hit_into_play,8.0,L,R,0,1,2026,,824320,1,0,6.0,44.4
FS,Split-Finger,2026-08-17,87.2,"Ohtani, Shohei",660271,608372,,swinging_strike,13.0,L,R,0,0,2026,,824320,1,0,6.0,41.7
FF,4-Seam Fastball,2026-08-16,95.3,"Ohtani, Shohei",660271,701656,field_out,hit_into_play,7.0,L,R,1,2,2026,,823912,3,2,6.0,31.5
FF,4-Seam Fastball,2026-08-16,94.5,"Ohtani, Shohei",660271,701656,,swinging_strike,8.0,L,R,1,1,2026,,823912,3,2,6.0,29.7
CH,Changeup,2026-08-16,84.5,"Ohtani, Shohei",660271,701656,,ball,13.0,L,R,0,1,2026,,823912,3,2,6.0,27.3
FC,Cutter,2026-08-16,90.9,"Ohtani, Shohei",660271,701656,,foul,14.0,L,R,0,0,2026,,823912,3,2,6.0,27.1
CH,Changeup,2026-08-16,83.0,"Ohtani, Shohei",660271,701656,strikeout,swinging_strike,13.0,L,R,2,2,2026,,823912,2,1,6.0,29.3
FF,4-Seam Fastball,2026-08-16,94.6,"Ohtani, Shohei",660271,701656,,ball,11.0,L,R,1,2,2026,,823912,2,1,6.0,26.9
CH,Changeup,2026-08-16,84.0,"Ohtani, Shohei",660271,701656,,ball,13.0,L,R,0,2,2026,,823912,2,1,6.0,27.7
FF,4-Seam Fastball,2026-08-16,93.4,"Ohtani, Shohei",660271,701656,,foul,6.0,L,R,0,1,2026,,823912,2,1,6.0,27.0
FF,4-Seam Fastball,2026-08-16,94.0,"Ohtani, Shohei",660271,701656,,called_strike,4.0,L,R,0,0,2026,,823912,2,1,6.0,27.9
FF,4-Seam Fastball,2026-08-16,93.9,"Ohtani, Shohei",660271,701656,single,hit_into_play,5.0,L,R,3,2,2026,,823912,1,0,6.0,30.6
FF,4-Seam Fastball,2026-08-16,93.6,"Ohtani, Shohei",660271,701656,,foul,2.0,L,R,3,1,2026,,823912,1,0,6.0,35.4
CH,Changeup,2026-08-16,82.9,"Ohtani, Shohei",660271,701656,,ball,1.0,L,R,2,1,2026,,823912,1,0,6.0,32.0
CH,Changeup,2026-08-16,82.7,"Ohtani, Shohei",660271,701656,,ball,13.0,L,R,1,1,2026,,823912,1,0,6.0,29.8
