Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
CH,Changeup,OS,65,55.56,24,20,2,8.33,4,16.67,34,7,20.59,10.77,7,10.77,21.54,45.65,68.42,7.69,0.25,0.375,0.25,0.625,0.0
FF,4-Seam Fastball,FB,38,32.48,4,4,0,0.0,0,0.0,15,1,6.67,2.63,8,21.05,23.68,19.05,23.68,0.0,0.5,0.5,1.25,1.75,0.75
SL,Slider,BR,14,11.97,1,1,0,0.0,0,0.0,4,0,0.0,0.0,4,28.57,28.57,16.67,7.89,0.0,0.0,0.0,0.0,0.0,0.0
