Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO,mlbid
KC,Knuckle Curve,BR,34,1.82,10,8,0,0.0,2,20.0,19,5,26.32,14.71,5,14.71,29.41,38.89,1.41,0.0,0.375,0.5,0.375,0.875,0.0,514888
,,,14,0.75,4,0,0,0.0,4,100.0,0,0,,0.0,0,0.0,0.0,,0.2,0.0,,1.0,,,,514888
SV,Slurve,BR,6,0.32,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,20.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,514888
FF,4-Seam Fastball,FB,168,24.96,46,39,9,19.57,3,6.52,85,13,15.29,7.74,32,19.05,26.79,16.67,25.23,16.67,0.308,0.37,0.538,0.908,0.23,516782
SL,Slider,BR,141,20.95,36,34,9,25.0,2,5.56,68,27,39.71,19.15,28,19.86,39.01,39.51,21.96,19.15,0.294,0.333,0.324,0.657,0.03,516782
SI,Sinker,FB,138,20.51,43,37,7,16.28,2,4.65,70,14,20.0,10.14,25,18.12,28.26,32.79,14.49,22.58,0.243,0.333,0.351,0.6839999999999999,0.1079999999999999,516782
FC,Cutter,FB,68,10.1,18,16,1,5.56,1,5.56,33,8,24.24,11.76,11,16.18,27.94,29.03,5.14,9.09,0.312,0.333,0.5,0.833,0.188,516782
ST,Sweeper,BR,51,7.58,13,12,7,53.85,0,0.0,28,12,42.86,23.53,5,9.8,33.33,37.93,10.75,30.43,0.167,0.231,0.167,0.398,0.0,516782
CH,Changeup,OS,39,5.79,11,10,2,18.18,1,9.09,26,6,23.08,15.38,3,7.69,23.08,37.5,9.81,9.52,0.1,0.182,0.2,0.382,0.1,516782
FS,Split-Finger,OS,20,2.97,4,3,0,0.0,0,0.0,9,4,44.44,20.0,2,10.0,30.0,18.18,3.74,0.0,0.667,0.75,0.667,1.417,0.0,516782
CU,Curveball,BR,18,2.67,7,6,2,28.57,1,14.29,8,2,25.0,11.11,5,27.78,38.89,44.44,3.27,28.57,0.333,0.429,1.0,1.429,0.667,516782
SV,Slurve,BR,10,1.49,1,1,0,0.0,0,0.0,2,1,50.0,10.0,1,10.0,20.0,12.5,1.87,0.0,0.0,0.0,0.0,0.0,0.0,516782
KC,Knuckle Curve,BR,9,1.34,1,1,1,100.0,0,0.0,3,3,100.0,33.33,1,11.11,44.44,37.5,1.4,33.33,0.0,0.0,0.0,0.0,0.0,516782
FA,Other,,8,1.19,1,0,0,0.0,1,100.0,2,0,0.0,0.0,2,25.0,25.0,0.0,1.87,0.0,,1.0,,,,516782
EP,Eephus,,2,0.3,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,50.0,0.0,,1.0,1.0,1.0,2.0,0.0,516782
,,,1,0.15,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.47,0.0,,,,,,516782
FF,4-Seam Fastball,FB,218,30.88,63,57,23,36.51,5,7.94,126,31,24.6,14.22,37,16.97,31.19,39.78,29.58,32.39,0.193,0.254,0.351,0.605,0.1579999999999999,518595
SL,Slider,BR,144,20.4,29,25,9,31.03,2,6.9,67,27,40.3,18.75,13,9.03,27.78,19.48,18.75,20.0,0.32,0.414,0.6,1.014,0.2799999999999999,518595
SI,Sinker,FB,105,14.87,31,29,7,22.58,1,3.23,57,12,21.05,11.43,18,17.14,28.57,34.04,10.0,29.17,0.241,0.29,0.276,0.5660000000000001,0.035,518595
ST,Sweeper,BR,87,12.32,13,13,2,15.38,0,0.0,44,12,27.27,13.79,8,9.2,22.99,22.22,15.0,5.56,0.308,0.308,0.462,0.77,0.154,518595
FC,Cutter,FB,54,7.65,16,15,5,31.25,1,6.25,31,11,35.48,20.37,14,25.93,46.3,40.0,5.83,35.71,0.067,0.125,0.067,0.192,0.0,518595
CU,Curveball,BR,28,3.97,8,7,3,37.5,1,12.5,16,7,43.75,25.0,2,7.14,32.14,42.86,5.0,25.0,0.0,0.125,0.0,0.125,0.0,518595
FS,Split-Finger,OS,24,3.4,5,5,4,80.0,0,0.0,12,6,50.0,25.0,2,8.33,33.33,33.33,5.83,28.57,0.0,0.0,0.0,0.0,0.0,518595
CH,Changeup,OS,22,3.12,9,9,2,22.22,0,0.0,15,3,20.0,13.64,1,4.55,18.18,45.45,5.42,15.38,0.333,0.333,0.778,1.111,0.445,518595
KC,Knuckle Curve,BR,18,2.55,7,6,2,28.57,1,14.29,5,0,0.0,0.0,3,16.67,16.67,0.0,4.17,20.0,0.0,0.143,0.0,0.143,0.0,518595
SV,Slurve,BR,6,0.85,2,2,1,50.0,0,0.0,5,3,60.0,50.0,0,0.0,50.0,66.67,0.42,100.0,0.0,0.0,0.0,0.0,0.0,518595
FF,4-Seam Fastball,FB,583,33.2,177,161,25,14.12,15,8.47,339,68,20.06,11.66,62,10.63,22.3,23.63,32.4,16.56,0.292,0.356,0.484,0.84,0.192,518692
CH,Changeup,OS,242,13.78,49,44,11,22.45,5,10.2,107,33,30.84,13.64,23,9.5,23.14,33.92,14.59,16.18,0.25,0.327,0.386,0.7130000000000001,0.136,518692
SL,Slider,BR,194,11.05,43,36,11,25.58,5,11.63,96,39,40.62,20.1,22,11.34,31.44,31.58,9.66,24.44,0.139,0.256,0.333,0.589,0.194,518692
FC,Cutter,FB,187,10.65,44,39,8,18.18,5,11.36,94,20,21.28,10.7,24,12.83,23.53,20.0,7.94,21.62,0.41,0.477,0.692,1.169,0.282,518692
CU,Curveball,BR,157,8.94,30,28,7,23.33,0,0.0,70,18,25.71,11.46,16,10.19,21.66,30.61,11.37,13.21,0.25,0.267,0.5,0.767,0.25,518692
SI,Sinker,FB,151,8.6,48,44,9,18.75,4,8.33,78,18,23.08,11.92,20,13.25,25.17,23.61,9.23,20.93,0.318,0.375,0.477,0.852,0.1589999999999999,518692
FS,Split-Finger,OS,85,4.84,19,17,3,15.79,1,5.26,40,10,25.0,11.76,7,8.24,20.0,35.09,5.58,11.54,0.529,0.526,1.0,1.526,0.471,518692
ST,Sweeper,BR,70,3.99,22,19,6,27.27,3,13.64,36,13,36.11,18.57,7,10.0,28.57,23.53,3.86,33.33,0.421,0.5,0.579,1.079,0.1579999999999999,518692
KC,Knuckle Curve,BR,53,3.02,11,9,6,54.55,1,9.09,22,12,54.55,22.64,12,22.64,45.28,37.5,3.86,33.33,0.111,0.182,0.111,0.293,0.0,518692
,,,21,1.2,6,0,0,0.0,6,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,518692
SV,Slurve,BR,6,0.34,1,0,0,0.0,0,0.0,2,1,50.0,16.67,0,0.0,16.67,0.0,0.64,0.0,,1.0,,,,518692
