Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO,mlbid
CH,Changeup,OS,7,1.71,1,0,0,0.0,0,0.0,1,0,0.0,0.0,1,14.29,14.29,20.0,2.34,0.0,,1.0,,,,573262
KC,Knuckle Curve,BR,4,0.98,1,1,0,0.0,0,0.0,3,1,33.33,25.0,0,0.0,25.0,50.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,573262
SV,Slurve,BR,3,0.73,2,2,1,50.0,0,0.0,3,2,66.67,66.67,0,0.0,66.67,,1.56,50.0,0.0,0.0,0.0,0.0,0.0,573262
FF,4-Seam Fastball,FB,209,36.6,54,44,16,29.63,8,14.81,98,31,31.63,14.83,25,11.96,26.79,20.19,38.92,24.62,0.273,0.396,0.5,0.896,0.2269999999999999,575929
CH,Changeup,OS,103,18.04,17,17,4,23.53,0,0.0,43,14,32.56,13.59,17,16.5,30.1,28.81,16.17,14.81,0.235,0.235,0.294,0.5289999999999999,0.059,575929
CU,Curveball,BR,61,10.68,15,15,3,20.0,0,0.0,28,10,35.71,16.39,15,24.59,40.98,37.93,8.38,21.43,0.267,0.267,0.6,0.867,0.3329999999999999,575929
SI,Sinker,FB,60,10.51,22,18,4,18.18,4,18.18,23,3,13.04,5.0,10,16.67,21.67,24.24,8.98,26.67,0.222,0.364,0.389,0.753,0.167,575929
SL,Slider,BR,40,7.01,14,14,4,28.57,0,0.0,24,5,20.83,12.5,6,15.0,27.5,35.71,9.58,25.0,0.357,0.357,0.5,0.857,0.143,575929
FC,Cutter,FB,38,6.65,9,6,1,11.11,2,22.22,16,2,12.5,5.26,9,23.68,28.95,36.36,4.79,12.5,0.5,0.667,1.333,2.0,0.833,575929
ST,Sweeper,BR,22,3.85,3,2,2,66.67,0,0.0,9,4,44.44,18.18,1,4.55,22.73,29.41,3.59,33.33,0.0,0.333,0.0,0.333,0.0,575929
FS,Split-Finger,OS,16,2.8,4,2,0,0.0,1,25.0,6,2,33.33,12.5,1,6.25,18.75,11.11,3.59,0.0,0.0,0.25,0.0,0.25,0.0,575929
KC,Knuckle Curve,BR,12,2.1,3,3,0,0.0,0,0.0,4,0,0.0,0.0,2,16.67,16.67,14.29,2.4,0.0,0.667,0.667,0.667,1.334,0.0,575929
SV,Slurve,BR,8,1.4,3,2,2,66.67,0,0.0,1,0,0.0,0.0,3,37.5,37.5,0.0,2.99,40.0,0.0,0.333,0.0,0.333,0.0,575929
,,,2,0.35,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.6,0.0,,1.0,,,,575929
FF,4-Seam Fastball,FB,219,38.09,44,38,8,18.18,4,9.09,105,19,18.1,8.68,46,21.0,29.68,27.0,35.64,11.94,0.289,0.357,0.447,0.804,0.158,578428
CH,Changeup,OS,95,16.52,27,23,5,18.52,4,14.81,46,14,30.43,14.74,14,14.74,29.47,35.09,13.83,19.23,0.261,0.37,0.348,0.718,0.0869999999999999,578428
SL,Slider,BR,77,13.39,22,18,3,13.64,3,13.64,42,5,11.9,6.49,12,15.58,22.08,41.46,19.15,8.33,0.278,0.409,0.5,0.909,0.2219999999999999,578428
SI,Sinker,FB,69,12.0,17,15,2,11.76,2,11.76,28,2,7.14,2.9,22,31.88,34.78,20.83,7.98,13.33,0.267,0.353,0.333,0.6859999999999999,0.066,578428
CU,Curveball,BR,57,9.91,13,12,4,30.77,1,7.69,22,7,31.82,12.28,13,22.81,35.09,42.86,12.23,17.39,0.0,0.077,0.0,0.077,0.0,578428
FC,Cutter,FB,32,5.57,6,6,2,33.33,0,0.0,14,3,21.43,9.38,11,34.38,43.75,40.0,4.26,25.0,0.167,0.167,0.167,0.334,0.0,578428
ST,Sweeper,BR,12,2.09,3,3,0,0.0,0,0.0,5,0,0.0,0.0,3,25.0,25.0,40.0,2.13,0.0,0.333,0.333,0.333,0.666,0.0,578428
KC,Knuckle Curve,BR,7,1.22,2,2,2,100.0,0,0.0,2,2,100.0,28.57,0,0.0,28.57,28.57,1.6,66.67,0.0,0.0,0.0,0.0,0.0,578428
FS,Split-Finger,OS,6,1.04,2,2,0,0.0,0,0.0,5,0,0.0,0.0,0,0.0,0.0,50.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,578428
CS,Slow Curve,BR,1,0.17,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,0.53,100.0,0.0,0.0,0.0,0.0,0.0,578428
SI,Sinker,FB,17,34.69,5,4,2,40.0,1,20.0,7,2,28.57,11.76,3,17.65,29.41,0.0,31.25,40.0,0.25,0.4,0.5,0.9,0.25,592178
FF,4-Seam Fastball,FB,14,28.57,6,6,0,0.0,0,0.0,10,2,20.0,14.29,0,0.0,14.29,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,592178
ST,Sweeper,BR,6,12.24,0,0,0,,0,,3,2,66.67,33.33,3,50.0,83.33,100.0,0.0,,,,,,,592178
FC,Cutter,FB,5,10.2,0,0,0,,0,,0,0,,0.0,1,20.0,20.0,0.0,6.25,0.0,,,,,,592178
SL,Slider,BR,5,10.2,1,1,1,100.0,0,0.0,4,2,50.0,40.0,1,20.0,60.0,100.0,6.25,100.0,0.0,0.0,0.0,0.0,0.0,592178
CH,Changeup,OS,2,4.08,1,1,1,100.0,0,0.0,1,1,100.0,50.0,0,0.0,50.0,50.0,12.5,50.0,0.0,0.0,0.0,0.0,0.0,592178
FF,4-Seam Fastball,FB,83,31.09,23,21,5,21.74,2,8.7,42,7,16.67,8.43,23,27.71,36.14,44.12,34.15,17.86,0.238,0.304,0.238,0.542,0.0,592192
SI,Sinker,FB,60,22.47,12,10,0,0.0,1,8.33,26,2,7.69,3.33,13,21.67,25.0,9.09,15.85,0.0,0.2,0.25,0.6,0.85,0.3999999999999999,592192
FC,Cutter,FB,30,11.24,10,8,2,20.0,0,0.0,9,1,11.11,3.33,8,26.67,30.0,6.25,4.88,50.0,0.25,0.4,0.375,0.775,0.125,592192
SL,Slider,BR,25,9.36,3,3,2,66.67,0,0.0,13,4,30.77,16.0,4,16.0,32.0,38.46,10.98,22.22,0.0,0.0,0.0,0.0,0.0,592192
CH,Changeup,OS,23,8.61,10,10,1,10.0,0,0.0,16,3,18.75,13.04,0,0.0,13.04,58.82,10.98,11.11,0.2,0.2,0.2,0.4,0.0,592192
ST,Sweeper,BR,17,6.37,4,4,0,0.0,0,0.0,7,0,0.0,0.0,3,17.65,17.65,11.11,9.76,0.0,0.25,0.25,0.25,0.5,0.0,592192
CU,Curveball,BR,14,5.24,4,4,1,25.0,0,0.0,8,4,50.0,28.57,5,35.71,64.29,75.0,4.88,25.0,0.5,0.5,0.5,1.0,0.0,592192
SV,Slurve,BR,8,3.0,1,1,1,100.0,0,0.0,2,1,50.0,12.5,3,37.5,50.0,25.0,4.88,25.0,0.0,0.0,0.0,0.0,0.0,592192
KC,Knuckle Curve,BR,4,1.5,1,1,0,0.0,0,0.0,2,0,0.0,0.0,2,50.0,50.0,,2.44,0.0,1.0,1.0,1.0,2.0,0.0,592192
FS,Split-Finger,OS,3,1.12,1,1,0,0.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,50.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,592192
FF,4-Seam Fastball,FB,256,36.16,71,68,24,33.8,3,4.23,160,42,26.25,16.41,26,10.16,26.56,40.38,37.6,26.37,0.206,0.239,0.353,0.592,0.147,592206
CH,Changeup,OS,157,22.18,36,35,4,11.11,1,2.78,100,35,35.0,22.29,6,3.82,26.11,47.52,17.36,9.52,0.286,0.306,0.514,0.8200000000000001,0.228,592206
CU,Curveball,BR,79,11.16,27,24,9,33.33,3,11.11,48,21,43.75,26.58,0,0.0,26.58,47.46,14.88,25.0,0.208,0.296,0.333,0.629,0.125,592206
SL,Slider,BR,63,8.9,17,15,6,35.29,0,0.0,38,15,39.47,23.81,3,4.76,28.57,47.73,11.98,20.69,0.2,0.235,0.333,0.5680000000000001,0.133,592206
SI,Sinker,FB,56,7.91,15,14,2,13.33,1,6.67,31,2,6.45,3.57,13,23.21,26.79,35.29,3.72,22.22,0.5,0.533,0.571,1.104,0.0709999999999999,592206
ST,Sweeper,BR,37,5.23,9,7,3,33.33,1,11.11,22,9,40.91,24.32,1,2.7,27.03,41.67,9.09,13.64,0.143,0.222,0.286,0.508,0.143,592206
FC,Cutter,FB,32,4.52,7,6,1,14.29,1,14.29,20,6,30.0,18.75,1,3.12,21.88,21.43,2.89,14.29,0.0,0.143,0.0,0.143,0.0,592206
KC,Knuckle Curve,BR,14,1.98,2,1,0,0.0,0,0.0,7,2,28.57,14.29,0,0.0,14.29,46.15,1.65,0.0,0.0,0.5,0.0,0.5,0.0,592206
FS,Split-Finger,OS,9,1.27,2,1,0,0.0,1,50.0,5,0,0.0,0.0,0,0.0,0.0,20.0,0.41,0.0,1.0,1.0,1.0,2.0,0.0,592206
CS,Slow Curve,BR,3,0.42,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.5,0.5,0.5,1.0,0.0,592206
,,,2,0.28,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.41,0.0,,,,,,592206
FF,4-Seam Fastball,FB,188,28.83,40,39,14,35.0,1,2.5,91,28,30.77,14.89,32,17.02,31.91,17.57,33.12,27.45,0.282,0.3,0.821,1.121,0.5389999999999999,592450
CH,Changeup,OS,119,18.25,25,19,6,24.0,6,24.0,41,20,48.78,16.81,6,5.04,21.85,20.88,20.13,19.35,0.263,0.44,0.632,1.072,0.369,592450
,,,82,12.58,23,0,0,0.0,23,100.0,0,0,,0.0,0,0.0,0.0,,0.65,0.0,,1.0,,,,592450
SL,Slider,BR,62,9.51,17,15,6,35.29,1,5.88,27,9,33.33,14.52,9,14.52,29.03,29.73,11.69,33.33,0.2,0.235,0.333,0.5680000000000001,0.133,592450
FC,Cutter,FB,57,8.74,16,12,2,12.5,4,25.0,26,10,38.46,17.54,11,19.3,36.84,22.73,9.09,14.29,0.667,0.75,1.75,2.5,1.083,592450
SI,Sinker,FB,46,7.06,15,14,1,6.67,1,6.67,18,2,11.11,4.35,15,32.61,36.96,25.0,5.84,11.11,0.571,0.6,1.071,1.6709999999999998,0.5,592450
CU,Curveball,BR,41,6.29,11,11,2,18.18,0,0.0,21,10,47.62,24.39,5,12.2,36.59,31.82,6.49,20.0,0.364,0.364,0.455,0.819,0.091,592450
ST,Sweeper,BR,30,4.6,8,7,3,37.5,1,12.5,16,7,43.75,23.33,4,13.33,36.67,41.18,5.84,33.33,0.429,0.5,1.0,1.5,0.571,592450
FS,Split-Finger,OS,11,1.69,3,3,2,66.67,0,0.0,3,2,66.67,18.18,1,9.09,27.27,14.29,3.25,40.0,0.0,0.0,0.0,0.0,0.0,592450
KC,Knuckle Curve,BR,11,1.69,1,1,1,100.0,0,0.0,5,3,60.0,27.27,1,9.09,36.36,33.33,2.6,25.0,0.0,0.0,0.0,0.0,0.0,592450
SV,Slurve,BR,3,0.46,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,592450
EP,Eephus,,1,0.15,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,592450
CS,Slow Curve,BR,1,0.15,0,0,0,,0,,1,1,100.0,100.0,0,0.0,100.0,100.0,0.0,,,,,,,592450
FF,4-Seam Fastball,FB,274,37.85,62,51,16,25.81,9,14.52,138,40,28.99,14.6,41,14.96,29.56,21.43,41.03,20.0,0.216,0.339,0.51,0.849,0.294,592518
CH,Changeup,OS,133,18.37,37,36,7,18.92,1,2.7,65,22,33.85,16.54,16,12.03,28.57,37.5,17.44,20.59,0.222,0.243,0.333,0.5760000000000001,0.111,592518
SI,Sinker,FB,89,12.29,24,21,2,8.33,3,12.5,40,8,20.0,8.99,15,16.85,25.84,25.0,8.21,12.5,0.381,0.458,0.381,0.839,0.0,592518
SL,Slider,BR,71,9.81,24,23,7,29.17,1,4.17,39,11,28.21,15.49,7,9.86,25.35,34.21,12.31,29.17,0.217,0.25,0.522,0.772,0.305,592518
CU,Curveball,BR,52,7.18,11,9,1,9.09,2,18.18,16,3,18.75,5.77,14,26.92,32.69,14.81,9.74,5.26,0.444,0.545,1.222,1.767,0.778,592518
FC,Cutter,FB,31,4.28,8,7,0,0.0,1,12.5,18,3,16.67,9.68,3,9.68,19.35,25.0,1.54,0.0,0.143,0.25,0.143,0.393,0.0,592518
ST,Sweeper,BR,23,3.18,8,8,0,0.0,0,0.0,15,0,0.0,0.0,2,8.7,8.7,33.33,4.1,0.0,0.375,0.375,0.875,1.25,0.5,592518
FS,Split-Finger,OS,20,2.76,2,2,0,0.0,0,0.0,8,1,12.5,5.0,1,5.0,10.0,16.67,2.56,0.0,0.0,0.0,0.0,0.0,0.0,592518
,,,14,1.93,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,592518
KC,Knuckle Curve,BR,12,1.66,5,5,2,40.0,0,0.0,8,3,37.5,25.0,1,8.33,33.33,57.14,2.56,40.0,0.2,0.2,0.8,1.0,0.6000000000000001,592518
SV,Slurve,BR,5,0.69,3,2,1,33.33,0,0.0,2,0,0.0,0.0,1,20.0,20.0,33.33,0.51,100.0,0.0,0.0,0.0,0.0,0.0,592518
SI,Sinker,FB,30,35.29,5,2,1,20.0,3,60.0,2,1,50.0,3.33,13,43.33,46.67,6.25,12.5,50.0,0.0,0.6,0.0,0.6,0.0,592626
FF,4-Seam Fastball,FB,18,21.18,4,2,0,0.0,2,50.0,5,0,0.0,0.0,4,22.22,22.22,0.0,18.75,0.0,1.0,1.0,2.5,3.5,1.5,592626
SL,Slider,BR,16,18.82,3,3,2,66.67,0,0.0,2,1,50.0,6.25,6,37.5,43.75,20.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,592626
CU,Curveball,BR,7,8.24,3,3,1,33.33,0,0.0,4,0,0.0,0.0,0,0.0,0.0,25.0,12.5,50.0,0.0,0.0,0.0,0.0,0.0,592626
FC,Cutter,FB,6,7.06,1,1,0,0.0,0,0.0,3,0,0.0,0.0,1,16.67,16.67,33.33,6.25,0.0,0.0,0.0,0.0,0.0,0.0,592626
ST,Sweeper,BR,4,4.71,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,12.5,0.0,,,,,,592626
SV,Slurve,BR,2,2.35,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,50.0,50.0,,6.25,0.0,1.0,1.0,2.0,3.0,1.0,592626
CH,Changeup,OS,1,1.18,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,592626
FS,Split-Finger,OS,1,1.18,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,,592626
FF,4-Seam Fastball,FB,222,34.05,48,44,15,31.25,4,8.33,98,16,16.33,7.21,58,26.13,33.33,23.17,37.44,19.74,0.182,0.25,0.25,0.5,0.068,592663
CH,Changeup,OS,123,18.87,37,36,6,16.22,1,2.7,65,19,29.23,15.45,11,8.94,24.39,43.9,16.26,18.18,0.139,0.162,0.278,0.44,0.139,592663
SI,Sinker,FB,77,11.81,20,20,4,20.0,0,0.0,27,4,14.81,5.19,22,28.57,33.77,9.38,7.39,26.67,0.2,0.2,0.35,0.55,0.1499999999999999,592663
SL,Slider,BR,73,11.2,25,22,7,28.0,2,8.0,39,11,28.21,15.07,8,10.96,26.03,34.15,15.27,22.58,0.273,0.36,0.364,0.724,0.0909999999999999,592663
CU,Curveball,BR,57,8.74,15,14,5,33.33,1,6.67,28,9,32.14,15.79,8,14.04,29.82,37.5,11.82,20.83,0.214,0.267,0.286,0.5529999999999999,0.0719999999999999,592663
FC,Cutter,FB,49,7.52,12,12,4,33.33,0,0.0,29,8,27.59,16.33,7,14.29,30.61,38.89,4.93,40.0,0.333,0.333,0.583,0.916,0.2499999999999999,592663
ST,Sweeper,BR,28,4.29,5,4,1,20.0,0,0.0,12,4,33.33,14.29,7,25.0,39.29,37.5,3.94,12.5,0.5,0.6,0.75,1.35,0.25,592663
FS,Split-Finger,OS,9,1.38,1,1,1,100.0,0,0.0,4,3,75.0,33.33,0,0.0,33.33,28.57,1.97,25.0,0.0,0.0,0.0,0.0,0.0,592663
KC,Knuckle Curve,BR,7,1.07,1,1,0,0.0,0,0.0,3,2,66.67,28.57,0,0.0,28.57,20.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,592663
EP,Eephus,,4,0.61,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,25.0,25.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,592663
,,,2,0.31,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,592663
CS,Slow Curve,BR,1,0.15,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,,592663
FF,4-Seam Fastball,FB,37,25.34,5,4,0,0.0,1,20.0,15,0,0.0,0.0,7,18.92,18.92,27.78,29.63,0.0,0.25,0.4,0.25,0.65,0.0,592669
CH,Changeup,OS,28,19.18,8,8,0,0.0,0,0.0,14,4,28.57,14.29,3,10.71,25.0,26.67,22.22,0.0,0.0,0.0,0.0,0.0,0.0,592669
SI,Sinker,FB,20,13.7,7,7,1,14.29,0,0.0,10,1,10.0,5.0,4,20.0,25.0,0.0,7.41,50.0,0.429,0.429,0.571,1.0,0.1419999999999999,592669
FC,Cutter,FB,17,11.64,9,6,1,11.11,3,33.33,6,1,16.67,5.88,1,5.88,11.76,0.0,7.41,50.0,0.5,0.667,0.667,1.334,0.167,592669
SL,Slider,BR,16,10.96,6,5,1,16.67,0,0.0,10,2,20.0,12.5,3,18.75,31.25,50.0,18.52,20.0,0.0,0.0,0.0,0.0,0.0,592669
CU,Curveball,BR,13,8.9,4,4,3,75.0,0,0.0,4,2,50.0,15.38,2,15.38,30.77,30.0,11.11,100.0,0.0,0.0,0.0,0.0,0.0,592669
ST,Sweeper,BR,10,6.85,2,2,0,0.0,0,0.0,4,0,0.0,0.0,2,20.0,20.0,0.0,3.7,0.0,0.5,0.5,0.5,1.0,0.0,592669
KC,Knuckle Curve,BR,2,1.37,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,592669
SV,Slurve,BR,2,1.37,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,592669
FS,Split-Finger,OS,1,0.68,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,592669
FF,4-Seam Fastball,FB,214,25.91,51,41,12,23.53,8,15.69,93,24,25.81,11.21,40,18.69,29.91,20.59,26.48,17.91,0.341,0.46,0.415,0.875,0.0739999999999999,592885
SI,Sinker,FB,204,24.7,56,51,8,14.29,3,5.36,93,21,22.58,10.29,48,23.53,33.82,28.57,17.0,18.6,0.216,0.286,0.235,0.5209999999999999,0.0189999999999999,592885
SL,Slider,BR,167,20.22,44,41,14,31.82,3,6.82,71,27,38.03,16.17,28,16.77,32.93,23.91,22.13,25.0,0.317,0.364,0.439,0.8029999999999999,0.122,592885
ST,Sweeper,BR,126,15.25,27,27,14,51.85,0,0.0,60,28,46.67,22.22,22,17.46,39.68,31.34,18.97,29.17,0.111,0.111,0.222,0.333,0.111,592885
CU,Curveball,BR,47,5.69,12,12,5,41.67,0,0.0,23,9,39.13,19.15,9,19.15,38.3,43.48,7.91,25.0,0.083,0.083,0.333,0.416,0.25,592885
FC,Cutter,FB,28,3.39,7,5,2,28.57,2,28.57,11,2,18.18,7.14,4,14.29,21.43,14.29,3.16,25.0,0.2,0.429,0.4,0.829,0.2,592885
CH,Changeup,OS,13,1.57,4,4,1,25.0,0,0.0,8,4,50.0,30.77,1,7.69,38.46,42.86,1.98,20.0,0.25,0.25,0.25,0.5,0.0,592885
KC,Knuckle Curve,BR,12,1.45,2,2,1,50.0,0,0.0,4,3,75.0,25.0,1,8.33,33.33,27.27,0.79,50.0,0.0,0.0,0.0,0.0,0.0,592885
FS,Split-Finger,OS,9,1.09,2,2,0,0.0,0,0.0,5,0,0.0,0.0,0,0.0,0.0,20.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,592885
,,,5,0.61,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,592885
CS,Slow Curve,BR,1,0.12,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,4.0,5.0,3.0,592885
FF,4-Seam Fastball,FB,227,35.58,73,66,7,9.59,4,5.48,100,8,8.0,3.52,49,21.59,25.11,18.95,37.14,13.46,0.182,0.222,0.273,0.495,0.091,593428
CH,Changeup,OS,123,19.28,35,32,10,28.57,3,8.57,54,24,44.44,19.51,19,15.45,34.96,32.0,26.43,27.03,0.406,0.457,0.531,0.988,0.125,593428
SI,Sinker,FB,87,13.64,25,23,0,0.0,2,8.0,36,0,0.0,0.0,27,31.03,31.03,3.85,7.14,0.0,0.348,0.4,0.435,0.835,0.087,593428
SL,Slider,BR,64,10.03,13,12,5,38.46,0,0.0,24,7,29.17,10.94,12,18.75,29.69,22.86,14.29,25.0,0.25,0.231,0.25,0.481,0.0,593428
CU,Curveball,BR,52,8.15,6,4,0,0.0,2,33.33,9,1,11.11,1.92,14,26.92,28.85,8.82,5.71,0.0,1.0,1.0,2.0,3.0,1.0,593428
FC,Cutter,FB,28,4.39,9,9,2,22.22,0,0.0,13,3,23.08,10.71,10,35.71,46.43,44.44,3.57,40.0,0.444,0.444,0.889,1.333,0.445,593428
ST,Sweeper,BR,21,3.29,3,3,0,0.0,0,0.0,5,0,0.0,0.0,8,38.1,38.1,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,593428
FS,Split-Finger,OS,17,2.66,4,4,2,50.0,0,0.0,12,3,25.0,17.65,0,0.0,17.65,50.0,3.57,40.0,0.0,0.0,0.0,0.0,0.0,593428
,,,10,1.57,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,593428
SV,Slurve,BR,5,0.78,0,0,0,,0,,3,1,33.33,20.0,0,0.0,20.0,0.0,0.71,0.0,,,,,,593428
KC,Knuckle Curve,BR,4,0.63,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,25.0,25.0,0.0,0.0,,1.0,1.0,2.0,3.0,1.0,593428
FF,4-Seam Fastball,FB,141,32.27,40,38,3,7.5,2,5.0,76,7,9.21,4.96,18,12.77,17.73,34.67,31.11,7.14,0.289,0.325,0.395,0.72,0.106,593871
CH,Changeup,OS,108,24.71,30,27,9,30.0,3,10.0,60,25,41.67,23.15,12,11.11,34.26,41.27,30.37,21.95,0.185,0.267,0.407,0.6739999999999999,0.2219999999999999,593871
SL,Slider,BR,60,13.73,9,9,1,11.11,0,0.0,29,7,24.14,11.67,11,18.33,30.0,37.14,13.33,5.56,0.556,0.556,1.111,1.667,0.5549999999999999,593871
SI,Sinker,FB,40,9.15,10,9,0,0.0,0,0.0,20,2,10.0,5.0,11,27.5,32.5,33.33,4.44,0.0,0.333,0.333,0.556,0.889,0.223,593871
FC,Cutter,FB,33,7.55,7,5,1,14.29,1,14.29,12,1,8.33,3.03,10,30.3,33.33,15.38,6.67,11.11,0.4,0.429,1.0,1.429,0.6,593871
ST,Sweeper,BR,23,5.26,10,10,4,40.0,0,0.0,16,8,50.0,34.78,3,13.04,47.83,66.67,6.67,44.44,0.2,0.2,0.6,0.8,0.3999999999999999,593871
CU,Curveball,BR,22,5.03,5,4,1,20.0,1,20.0,7,2,28.57,9.09,4,18.18,27.27,20.0,4.44,16.67,0.75,0.8,0.75,1.55,0.0,593871
KC,Knuckle Curve,BR,4,0.92,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,593871
FS,Split-Finger,OS,3,0.69,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,50.0,1.48,50.0,0.0,0.0,0.0,0.0,0.0,593871
SV,Slurve,BR,2,0.46,1,1,0,0.0,0,0.0,2,1,50.0,50.0,0,0.0,50.0,100.0,0.74,0.0,1.0,1.0,2.0,3.0,1.0,593871
,,,1,0.23,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,593871
FF,4-Seam Fastball,FB,18,54.55,4,4,2,50.0,0,0.0,16,5,31.25,27.78,0,0.0,27.78,60.0,50.0,28.57,0.25,0.25,0.25,0.5,0.0,595751
CH,Changeup,OS,5,15.15,2,2,0,0.0,0,0.0,4,1,25.0,20.0,0,0.0,20.0,66.67,21.43,0.0,0.5,0.5,0.5,1.0,0.0,595751
SL,Slider,BR,5,15.15,2,2,1,50.0,0,0.0,3,2,66.67,40.0,0,0.0,40.0,0.0,14.29,50.0,0.5,0.5,0.5,1.0,0.0,595751
ST,Sweeper,BR,3,9.09,1,1,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,,14.29,0.0,1.0,1.0,2.0,3.0,1.0,595751
CU,Curveball,BR,1,3.03,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,,595751
FC,Cutter,FB,1,3.03,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,595751
FF,4-Seam Fastball,FB,144,32.73,35,31,5,14.29,3,8.57,63,6,9.52,4.17,25,17.36,21.53,22.39,24.41,16.13,0.29,0.353,0.516,0.869,0.226,595777
SI,Sinker,FB,74,16.82,17,14,2,11.76,3,17.65,28,3,10.71,4.05,19,25.68,29.73,18.75,14.17,11.11,0.286,0.412,0.286,0.698,0.0,595777
CH,Changeup,OS,68,15.45,18,17,4,22.22,1,5.56,36,10,27.78,14.71,10,14.71,29.41,46.67,18.11,17.39,0.235,0.278,0.353,0.631,0.118,595777
SL,Slider,BR,46,10.45,11,10,2,18.18,1,9.09,26,4,15.38,8.7,8,17.39,26.09,38.89,11.02,14.29,0.3,0.364,0.7,1.064,0.3999999999999999,595777
CU,Curveball,BR,43,9.77,9,9,2,22.22,0,0.0,17,2,11.76,4.65,5,11.63,16.28,18.52,15.75,10.0,0.333,0.333,0.333,0.666,0.0,595777
FC,Cutter,FB,27,6.14,9,6,1,11.11,3,33.33,13,4,30.77,14.81,2,7.41,22.22,37.5,6.3,12.5,0.333,0.556,0.5,1.056,0.1669999999999999,595777
ST,Sweeper,BR,21,4.77,4,4,1,25.0,0,0.0,7,1,14.29,4.76,4,19.05,23.81,23.08,5.51,14.29,0.0,0.0,0.0,0.0,0.0,595777
FS,Split-Finger,OS,7,1.59,3,3,1,33.33,0,0.0,6,2,33.33,28.57,0,0.0,28.57,75.0,1.57,50.0,0.0,0.0,0.0,0.0,0.0,595777
,,,7,1.59,1,1,0,0.0,0,0.0,2,0,0.0,0.0,1,14.29,14.29,,3.15,0.0,0.0,0.0,0.0,0.0,0.0,595777
KC,Knuckle Curve,BR,3,0.68,1,0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,1.0,,,,595777
FF,4-Seam Fastball,FB,155,32.56,41,41,10,24.39,0,0.0,86,21,24.42,13.55,26,16.77,30.32,38.16,35.17,19.61,0.341,0.341,0.415,0.756,0.0739999999999999,595879
CH,Changeup,OS,112,23.53,36,34,9,25.0,1,2.78,65,19,29.23,16.96,10,8.93,25.89,50.0,27.59,22.5,0.206,0.222,0.235,0.4569999999999999,0.0289999999999999,595879
