Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,106,30.2,24,23,4,16.67,1,4.17,58,16,27.59,15.09,14,13.21,28.3,19.51,30.33,10.81,0.261,0.292,0.304,0.596,0.04299999999999998
CH,Changeup,OS,84,23.93,24,24,9,37.5,0,0.0,51,26,50.98,30.95,7,8.33,39.29,49.12,19.67,37.5,0.167,0.167,0.167,0.334,0.0
SI,Sinker,FB,42,11.97,10,9,3,30.0,1,10.0,25,6,24.0,14.29,7,16.67,30.95,33.33,10.66,23.08,0.333,0.4,0.333,0.7330000000000001,0.0
FC,Cutter,FB,37,10.54,9,9,2,22.22,0,0.0,24,6,25.0,16.22,3,8.11,24.32,55.56,11.48,14.29,0.444,0.444,0.444,0.888,0.0
SL,Slider,BR,27,7.69,12,11,5,41.67,1,8.33,20,8,40.0,29.63,1,3.7,33.33,68.42,12.3,33.33,0.182,0.25,0.182,0.432,0.0
CU,Curveball,BR,24,6.84,5,4,0,0.0,1,20.0,11,2,18.18,8.33,5,20.83,29.17,35.71,4.92,0.0,0.25,0.4,0.25,0.65,0.0
ST,Sweeper,BR,12,3.42,1,1,0,0.0,0,0.0,7,1,14.29,8.33,2,16.67,25.0,25.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,12,3.42,4,3,1,25.0,1,25.0,7,1,14.29,8.33,1,8.33,16.67,33.33,5.74,14.29,0.0,0.25,0.0,0.25,0.0
KC,Knuckle Curve,BR,6,1.71,1,1,1,100.0,0,0.0,3,1,33.33,16.67,0,0.0,16.67,0.0,1.64,50.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,1,0.28,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
