Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,239,36.83,50,44,17,34.0,6,12.0,126,37,29.37,15.48,29,12.13,27.62,22.86,38.89,20.24,0.205,0.3,0.25,0.55,0.04500000000000001
CH,Changeup,OS,132,20.34,36,35,1,2.78,1,2.78,72,20,27.78,15.15,10,7.58,22.73,33.78,21.3,2.17,0.314,0.333,0.457,0.79,0.14300000000000002
SI,Sinker,FB,69,10.63,17,15,4,23.53,2,11.76,30,5,16.67,7.25,13,18.84,26.09,18.18,8.33,22.22,0.533,0.588,0.933,1.521,0.4
SL,Slider,BR,66,10.17,16,13,2,12.5,3,18.75,30,7,23.33,10.61,6,9.09,19.7,22.5,12.96,7.14,0.385,0.5,0.615,1.115,0.22999999999999998
FC,Cutter,FB,44,6.78,10,10,2,20.0,0,0.0,24,6,25.0,13.64,2,4.55,18.18,20.0,5.09,18.18,0.4,0.4,0.9,1.3,0.5
CU,Curveball,BR,38,5.86,8,7,1,12.5,1,12.5,11,1,9.09,2.63,12,31.58,34.21,11.76,6.02,7.69,0.429,0.5,0.857,1.357,0.428
ST,Sweeper,BR,32,4.93,6,4,1,16.67,1,16.67,15,5,33.33,15.62,4,12.5,28.12,31.58,4.17,11.11,0.0,0.333,0.0,0.333,0.0
KC,Knuckle Curve,BR,14,2.16,4,4,3,75.0,0,0.0,5,2,40.0,14.29,5,35.71,50.0,42.86,2.78,50.0,0.25,0.25,0.25,0.5,0.0
SV,Slurve,BR,7,1.08,1,0,0,0.0,1,100.0,2,0,0.0,0.0,1,14.29,14.29,0.0,0.46,0.0,,1.0,,,
FS,Split-Finger,OS,5,0.77,3,3,0,0.0,0,0.0,4,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,0.333,0.333,0.333,0.666,0.0
,,,3,0.46,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
