Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,107,26.03,32,31,6,18.75,1,3.12,48,3,6.25,2.8,29,27.1,29.91,41.3,17.86,30.0,0.258,0.281,0.29,0.571,0.03199999999999997
FF,4-Seam Fastball,FB,87,21.17,24,20,1,4.17,3,12.5,48,6,12.5,6.9,15,17.24,24.14,25.71,16.96,5.26,0.35,0.417,0.35,0.7669999999999999,0.0
SL,Slider,BR,70,17.03,18,18,4,22.22,0,0.0,37,13,35.14,18.57,4,5.71,24.29,27.5,16.07,22.22,0.278,0.278,0.444,0.722,0.16599999999999998
ST,Sweeper,BR,52,12.65,16,16,5,31.25,0,0.0,30,11,36.67,21.15,5,9.62,30.77,48.48,20.54,21.74,0.125,0.125,0.312,0.437,0.187
FC,Cutter,FB,34,8.27,11,10,1,9.09,1,9.09,20,6,30.0,17.65,3,8.82,26.47,35.29,10.71,8.33,0.5,0.545,0.6,1.145,0.09999999999999998
CU,Curveball,BR,25,6.08,6,6,2,33.33,0,0.0,14,5,35.71,20.0,2,8.0,28.0,41.18,10.71,16.67,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,19,4.62,2,2,1,50.0,0,0.0,4,0,0.0,0.0,4,21.05,21.05,7.69,4.46,20.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,10,2.43,2,2,0,0.0,0,0.0,4,1,25.0,10.0,2,20.0,30.0,28.57,0.89,0.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,6,1.46,2,2,1,50.0,0,0.0,3,2,66.67,33.33,0,0.0,33.33,50.0,1.79,50.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.24,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,1.0,1.0,3.0,4.0,2.0
