Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,219,36.26,65,61,13,20.0,4,6.15,131,35,26.72,15.98,20,9.13,25.11,28.12,39.39,20.0,0.213,0.262,0.361,0.623,0.148
CH,Changeup,OS,94,15.56,28,26,6,21.43,2,7.14,55,26,47.27,27.66,4,4.26,31.91,40.32,12.12,30.0,0.346,0.393,0.423,0.8160000000000001,0.07700000000000001
SI,Sinker,FB,75,12.42,21,20,1,4.76,1,4.76,47,4,8.51,5.33,5,6.67,12.0,31.03,9.7,6.25,0.35,0.381,0.65,1.0310000000000001,0.30000000000000004
FC,Cutter,FB,53,8.77,14,11,2,14.29,3,21.43,24,7,29.17,13.21,7,13.21,26.42,29.03,7.27,16.67,0.273,0.429,0.636,1.065,0.363
CU,Curveball,BR,53,8.77,11,10,3,27.27,0,0.0,18,4,22.22,7.55,6,11.32,18.87,6.25,7.27,25.0,0.2,0.182,0.4,0.5820000000000001,0.2
SL,Slider,BR,51,8.44,13,12,3,23.08,0,0.0,26,9,34.62,17.65,8,15.69,33.33,35.71,10.91,16.67,0.167,0.231,0.25,0.481,0.08299999999999999
ST,Sweeper,BR,30,4.97,6,6,3,50.0,0,0.0,15,7,46.67,23.33,3,10.0,33.33,36.84,7.27,25.0,0.333,0.333,0.5,0.833,0.16699999999999998
KC,Knuckle Curve,BR,12,1.99,3,3,1,33.33,0,0.0,3,0,0.0,0.0,2,16.67,16.67,0.0,3.03,20.0,0.333,0.333,0.333,0.666,0.0
FS,Split-Finger,OS,9,1.49,1,1,1,100.0,0,0.0,2,2,100.0,22.22,2,22.22,44.44,12.5,1.21,50.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,0.99,1,1,0,0.0,0,0.0,3,1,33.33,16.67,1,16.67,33.33,25.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0
KN,Knuckleball,,2,0.33,1,1,1,100.0,0,0.0,1,1,100.0,50.0,0,0.0,50.0,50.0,1.21,50.0,0.0,0.0,0.0,0.0,0.0
