Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,152,35.6,35,32,18,51.43,2,5.71,70,34,48.57,22.37,27,17.76,40.13,20.31,34.04,37.5,0.156,0.206,0.312,0.518,0.156
CH,Changeup,OS,94,22.01,26,25,7,26.92,1,3.85,55,26,47.27,27.66,6,6.38,34.04,45.9,21.28,23.33,0.24,0.269,0.32,0.589,0.08000000000000002
SI,Sinker,FB,56,13.11,14,12,3,21.43,2,14.29,28,4,14.29,7.14,9,16.07,23.21,20.83,12.06,17.65,0.417,0.5,0.75,1.25,0.333
SL,Slider,BR,45,10.54,10,7,4,40.0,3,30.0,21,8,38.1,17.78,8,17.78,35.56,23.81,14.18,20.0,0.143,0.4,0.571,0.971,0.42799999999999994
CU,Curveball,BR,35,8.2,10,9,2,20.0,1,10.0,17,5,29.41,14.29,5,14.29,28.57,27.78,7.8,18.18,0.0,0.1,0.0,0.1,0.0
FC,Cutter,FB,19,4.45,3,2,0,0.0,0,0.0,10,2,20.0,10.53,0,0.0,10.53,20.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,13,3.04,5,5,3,60.0,0,0.0,10,6,60.0,46.15,0,0.0,46.15,66.67,4.26,50.0,0.2,0.2,0.2,0.4,0.0
ST,Sweeper,BR,7,1.64,2,0,0,0.0,0,0.0,4,2,50.0,28.57,2,28.57,57.14,50.0,0.0,,,,,,
KC,Knuckle Curve,BR,3,0.7,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,0.0,1.42,0.0,,,,,
KN,Knuckleball,,3,0.7,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,2.13,0.0,,,,,
