Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
SI,Sinker,FB,223,26.05,61,55,9,14.75,4,6.56,97,16,16.49,7.17,58,26.01,33.18,32.99,19.26,17.31,0.236,0.311,0.382,0.6930000000000001,0.14600000000000002
FF,4-Seam Fastball,FB,200,23.36,51,42,9,17.65,8,15.69,97,19,19.59,9.5,30,15.0,24.5,17.05,19.63,16.98,0.357,0.451,0.571,1.022,0.21399999999999997
SL,Slider,BR,151,17.64,28,27,10,35.71,1,3.57,61,26,42.62,17.22,22,14.57,31.79,26.88,21.48,17.24,0.185,0.214,0.333,0.547,0.14800000000000002
ST,Sweeper,BR,94,10.98,25,24,6,24.0,0,0.0,46,14,30.43,14.89,6,6.38,21.28,24.53,14.07,15.79,0.333,0.36,0.5,0.86,0.16699999999999998
FC,Cutter,FB,67,7.83,15,13,2,13.33,2,13.33,32,10,31.25,14.93,11,16.42,31.34,35.9,5.56,13.33,0.308,0.4,0.308,0.708,0.0
CU,Curveball,BR,51,5.96,12,12,7,58.33,0,0.0,31,14,45.16,27.45,3,5.88,33.33,52.78,7.04,36.84,0.083,0.083,0.167,0.25,0.084
CH,Changeup,OS,45,5.26,9,7,5,55.56,2,22.22,22,10,45.45,22.22,4,8.89,31.11,29.63,9.26,20.0,0.0,0.222,0.0,0.222,0.0
KC,Knuckle Curve,BR,11,1.29,4,4,3,75.0,0,0.0,6,4,66.67,36.36,1,9.09,45.45,50.0,1.85,60.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,7,0.82,1,1,1,100.0,0,0.0,2,1,50.0,14.29,2,28.57,42.86,40.0,1.48,25.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,0.58,3,3,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,33.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0
,,,2,0.23,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
