Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,121,29.23,20,18,3,15.0,2,10.0,79,18,22.78,14.88,11,9.09,23.97,29.79,31.72,6.52,0.5,0.55,1.056,1.606,0.556
CH,Changeup,OS,88,21.26,24,24,7,29.17,0,0.0,45,17,37.78,19.32,9,10.23,29.55,29.17,14.48,33.33,0.25,0.25,0.417,0.667,0.16699999999999998
SI,Sinker,FB,59,14.25,17,16,6,35.29,1,5.88,26,6,23.08,10.17,9,15.25,25.42,16.67,15.86,26.09,0.125,0.176,0.312,0.488,0.187
SL,Slider,BR,54,13.04,22,20,11,50.0,1,4.55,32,16,50.0,29.63,8,14.81,44.44,41.67,16.55,45.83,0.2,0.227,0.3,0.527,0.09999999999999998
FC,Cutter,FB,30,7.25,8,7,4,50.0,0,0.0,18,7,38.89,23.33,3,10.0,33.33,47.06,8.28,33.33,0.286,0.375,0.286,0.661,0.0
CU,Curveball,BR,25,6.04,3,3,1,33.33,0,0.0,7,2,28.57,8.0,3,12.0,20.0,5.88,6.9,10.0,0.667,0.667,1.0,1.667,0.33299999999999996
ST,Sweeper,BR,24,5.8,5,4,1,20.0,1,20.0,11,4,36.36,16.67,6,25.0,41.67,18.18,4.83,14.29,0.5,0.6,0.75,1.35,0.25
EP,Eephus,,5,1.21,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,20.0,20.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
KC,Knuckle Curve,BR,5,1.21,2,2,1,50.0,0,0.0,3,2,66.67,40.0,0,0.0,40.0,50.0,1.38,50.0,0.5,0.5,0.5,1.0,0.0
SV,Slurve,BR,2,0.48,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
FS,Split-Finger,OS,1,0.24,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
