Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,86,44.56,20,17,9,45.0,2,10.0,47,19,40.43,22.09,11,12.79,34.88,19.44,39.19,31.03,0.176,0.3,0.176,0.476,0.0
SL,Slider,BR,32,16.58,5,5,3,60.0,0,0.0,18,7,38.89,21.88,2,6.25,28.12,40.0,20.27,20.0,0.2,0.2,0.8,1.0,0.6000000000000001
SI,Sinker,FB,25,12.95,3,3,1,33.33,0,0.0,11,1,9.09,4.0,4,16.0,20.0,10.0,6.76,20.0,0.333,0.333,0.333,0.666,0.0
ST,Sweeper,BR,13,6.74,4,4,1,25.0,0,0.0,8,3,37.5,23.08,2,15.38,38.46,62.5,6.76,20.0,0.5,0.5,1.0,1.5,0.5
CU,Curveball,BR,11,5.7,5,4,4,80.0,1,20.0,7,5,71.43,45.45,2,18.18,63.64,71.43,8.11,66.67,0.0,0.2,0.0,0.2,0.0
FC,Cutter,FB,8,4.15,1,1,1,100.0,0,0.0,4,3,75.0,37.5,0,0.0,37.5,33.33,2.7,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,8,4.15,3,3,2,66.67,0,0.0,4,3,75.0,37.5,1,12.5,50.0,42.86,8.11,33.33,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,6,3.11,2,0,0,0.0,2,100.0,1,0,0.0,0.0,0,0.0,0.0,0.0,5.41,0.0,,1.0,,,
KN,Knuckleball,,2,1.04,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,2,1.04,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,50.0,0.0,,,,,,
