Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,51,25.5,17,15,3,17.65,2,11.76,28,3,10.71,5.88,6,11.76,17.65,30.43,32.79,15.0,0.4,0.471,0.467,0.938,0.067
SI,Sinker,FB,35,17.5,12,12,1,8.33,0,0.0,22,2,9.09,5.71,5,14.29,20.0,42.86,11.48,14.29,0.5,0.5,0.917,1.417,0.41700000000000004
CH,Changeup,OS,32,16.0,12,12,2,16.67,0,0.0,23,9,39.13,28.12,1,3.12,31.25,52.94,14.75,22.22,0.333,0.333,0.5,0.833,0.16699999999999998
SL,Slider,BR,25,12.5,4,3,1,25.0,1,25.0,14,8,57.14,32.0,0,0.0,32.0,42.11,8.2,20.0,0.0,0.25,0.0,0.25,0.0
CU,Curveball,BR,21,10.5,8,8,3,37.5,0,0.0,13,5,38.46,23.81,1,4.76,28.57,50.0,16.39,30.0,0.25,0.25,0.25,0.5,0.0
FC,Cutter,FB,17,8.5,4,3,0,0.0,0,0.0,10,3,30.0,17.65,0,0.0,17.65,45.45,6.56,0.0,0.333,0.5,0.333,0.833,0.0
ST,Sweeper,BR,14,7.0,1,1,0,0.0,0,0.0,11,2,18.18,14.29,1,7.14,21.43,71.43,6.56,0.0,0.0,0.0,0.0,0.0,0.0
,,,2,1.0,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
FS,Split-Finger,OS,1,0.5,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,100.0,1.64,0.0,,,,,
KC,Knuckle Curve,BR,1,0.5,0,0,0,,0,,1,1,100.0,100.0,0,0.0,100.0,100.0,0.0,,,,,,
SV,Slurve,BR,1,0.5,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,1.64,0.0,,,,,
