Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,215,33.44,59,52,13,22.03,6,10.17,127,31,24.41,14.42,22,10.23,24.65,31.52,36.32,17.81,0.115,0.22,0.231,0.451,0.116
CH,Changeup,OS,153,23.79,45,43,13,28.89,0,0.0,89,33,37.08,21.57,7,4.58,26.14,42.86,31.84,20.31,0.233,0.222,0.512,0.734,0.279
SL,Slider,BR,89,13.84,18,16,5,27.78,1,5.56,56,24,42.86,26.97,10,11.24,38.2,37.84,13.43,18.52,0.312,0.389,1.062,1.451,0.75
SI,Sinker,FB,73,11.35,27,24,4,14.81,2,7.41,39,4,10.26,5.48,11,15.07,20.55,30.0,8.96,22.22,0.25,0.296,0.667,0.9630000000000001,0.41700000000000004
CU,Curveball,BR,40,6.22,7,7,2,28.57,0,0.0,16,6,37.5,15.0,7,17.5,32.5,32.0,2.49,40.0,0.143,0.143,0.143,0.286,0.0
FC,Cutter,FB,27,4.2,4,4,1,25.0,0,0.0,17,3,17.65,11.11,3,11.11,22.22,41.67,2.49,20.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,23,3.58,5,3,1,20.0,1,20.0,13,8,61.54,34.78,4,17.39,52.17,50.0,1.99,25.0,0.0,0.4,0.0,0.4,0.0
KC,Knuckle Curve,BR,18,2.8,5,4,2,40.0,1,20.0,8,6,75.0,33.33,2,11.11,44.44,42.86,2.49,40.0,0.0,0.2,0.0,0.2,0.0
,,,3,0.47,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
SV,Slurve,BR,2,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
