Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,218,42.0,55,48,10,18.18,6,10.91,93,17,18.28,7.8,31,14.22,22.02,16.67,39.61,16.39,0.292,0.364,0.438,0.802,0.14600000000000002
CH,Changeup,OS,83,15.99,24,22,5,20.83,1,4.17,50,20,40.0,24.1,5,6.02,30.12,45.65,20.13,16.13,0.091,0.13,0.227,0.357,0.136
SI,Sinker,FB,64,12.33,19,17,3,15.79,2,10.53,29,6,20.69,9.38,9,14.06,23.44,27.27,11.04,17.65,0.176,0.263,0.176,0.439,0.0
SL,Slider,BR,48,9.25,14,11,5,35.71,1,7.14,32,15,46.88,31.25,1,2.08,33.33,44.44,12.34,26.32,0.091,0.286,0.091,0.377,0.0
CU,Curveball,BR,36,6.94,5,4,3,60.0,1,20.0,15,8,53.33,22.22,6,16.67,38.89,23.81,5.19,37.5,0.25,0.4,0.25,0.65,0.0
ST,Sweeper,BR,30,5.78,6,6,2,33.33,0,0.0,17,7,41.18,23.33,2,6.67,30.0,40.0,7.14,18.18,0.333,0.333,0.5,0.833,0.16699999999999998
FC,Cutter,FB,26,5.01,9,6,1,11.11,2,22.22,11,3,27.27,11.54,3,11.54,23.08,7.69,3.25,20.0,0.5,0.667,1.0,1.667,0.5
SV,Slurve,BR,6,1.16,2,2,0,0.0,0,0.0,3,0,0.0,0.0,3,50.0,50.0,0.0,0.0,,0.5,0.5,0.5,1.0,0.0
FS,Split-Finger,OS,4,0.77,1,1,1,100.0,0,0.0,0,0,,0.0,1,25.0,25.0,0.0,1.3,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,3,0.58,0,0,0,,0,,1,1,100.0,33.33,2,66.67,100.0,100.0,0.0,,,,,,
,,,1,0.19,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
