Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,228,37.07,60,57,7,11.67,3,5.0,108,19,17.59,8.33,45,19.74,28.07,22.22,32.39,15.22,0.246,0.283,0.614,0.897,0.368
SI,Sinker,FB,98,15.93,26,20,1,3.85,5,19.23,41,1,2.44,1.02,23,23.47,24.49,18.18,14.08,5.0,0.4,0.538,0.65,1.1880000000000002,0.25
CH,Changeup,OS,93,15.12,34,33,5,14.71,1,2.94,52,8,15.38,8.6,9,9.68,18.28,30.43,14.79,23.81,0.212,0.235,0.455,0.69,0.24300000000000002
SL,Slider,BR,47,7.64,10,10,2,20.0,0,0.0,20,4,20.0,8.51,14,29.79,38.3,20.0,7.04,20.0,0.2,0.2,0.2,0.4,0.0
FC,Cutter,FB,46,7.48,11,9,2,18.18,0,0.0,21,6,28.57,13.04,2,4.35,17.39,21.43,4.93,28.57,0.222,0.364,0.556,0.92,0.3340000000000001
CU,Curveball,BR,43,6.99,9,8,2,22.22,1,11.11,17,6,35.29,13.95,9,20.93,34.88,32.0,7.04,20.0,0.375,0.444,0.875,1.319,0.5
ST,Sweeper,BR,28,4.55,8,7,3,37.5,1,12.5,13,4,30.77,14.29,5,17.86,32.14,37.5,10.56,20.0,0.286,0.375,0.571,0.946,0.285
FS,Split-Finger,OS,17,2.76,5,5,1,20.0,0,0.0,12,6,50.0,35.29,0,0.0,35.29,50.0,4.23,16.67,0.2,0.2,0.2,0.4,0.0
KC,Knuckle Curve,BR,12,1.95,5,5,3,60.0,0,0.0,10,7,70.0,58.33,0,0.0,58.33,80.0,4.23,50.0,0.4,0.4,0.6,1.0,0.19999999999999996
SV,Slurve,BR,3,0.49,2,2,0,0.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,50.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
