Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,108,29.92,29,23,7,24.14,6,20.69,41,10,24.39,9.26,23,21.3,30.56,14.81,29.9,24.14,0.217,0.379,0.435,0.8140000000000001,0.218
SI,Sinker,FB,95,26.32,28,27,2,7.14,1,3.57,49,4,8.16,4.21,22,23.16,27.37,24.14,21.65,9.52,0.444,0.464,0.519,0.9830000000000001,0.07500000000000001
SL,Slider,BR,63,17.45,15,14,3,20.0,1,6.67,27,9,33.33,14.29,8,12.7,26.98,26.83,15.46,20.0,0.143,0.2,0.357,0.5569999999999999,0.214
ST,Sweeper,BR,44,12.19,13,13,3,23.08,0,0.0,25,10,40.0,22.73,3,6.82,29.55,40.74,17.53,17.65,0.308,0.308,0.462,0.77,0.15400000000000003
FC,Cutter,FB,33,9.14,9,8,0,0.0,1,11.11,14,3,21.43,9.09,4,12.12,21.21,11.11,7.22,0.0,0.25,0.333,0.625,0.958,0.375
CU,Curveball,BR,7,1.94,4,4,0,0.0,0,0.0,4,0,0.0,0.0,1,14.29,14.29,60.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,6,1.66,3,2,1,33.33,1,33.33,3,1,33.33,16.67,0,0.0,16.67,33.33,2.06,50.0,0.0,0.333,0.0,0.333,0.0
SV,Slurve,BR,3,0.83,2,2,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,1.03,0.0,0.5,0.5,1.0,1.5,0.5
FS,Split-Finger,OS,1,0.28,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,1.03,0.0,1.0,1.0,1.0,2.0,0.0
,,,1,0.28,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
