Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,260,35.09,76,68,12,15.79,7,9.21,129,13,10.08,5.0,49,18.85,23.85,24.53,31.02,20.69,0.353,0.421,0.632,1.053,0.279
SI,Sinker,FB,140,18.89,45,39,5,11.11,3,6.67,63,8,12.7,5.71,23,16.43,22.14,23.94,8.56,31.25,0.462,0.511,0.897,1.408,0.435
SL,Slider,BR,122,16.46,32,30,5,15.62,1,3.12,67,20,29.85,16.39,9,7.38,23.77,40.79,22.46,11.9,0.4,0.406,0.5,0.906,0.09999999999999998
ST,Sweeper,BR,76,10.26,25,24,8,32.0,1,4.0,46,17,36.96,22.37,5,6.58,28.95,54.17,14.97,28.57,0.208,0.24,0.25,0.49,0.04200000000000001
FC,Cutter,FB,52,7.02,12,12,2,16.67,0,0.0,28,9,32.14,17.31,9,17.31,34.62,50.0,5.35,20.0,0.25,0.25,0.333,0.583,0.08300000000000002
CU,Curveball,BR,33,4.45,10,9,5,50.0,0,0.0,16,8,50.0,24.24,7,21.21,45.45,47.37,5.88,45.45,0.333,0.4,1.0,1.4,0.667
CH,Changeup,OS,29,3.91,5,4,2,40.0,1,20.0,10,2,20.0,6.9,3,10.34,17.24,22.73,7.49,14.29,0.25,0.4,0.5,0.9,0.25
KC,Knuckle Curve,BR,15,2.02,3,2,0,0.0,0,0.0,9,4,44.44,26.67,2,13.33,40.0,55.56,2.67,0.0,1.0,0.667,1.0,1.667,0.0
SV,Slurve,BR,8,1.08,0,0,0,,0,,3,0,0.0,0.0,0,0.0,0.0,28.57,1.6,0.0,,,,,
,,,6,0.81,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
