Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,85,30.25,22,13,3,13.64,5,22.73,29,7,24.14,8.24,22,25.88,34.12,23.91,25.35,16.67,0.231,0.545,0.538,1.0830000000000002,0.30700000000000005
SI,Sinker,FB,72,25.62,21,20,2,9.52,1,4.76,36,3,8.33,4.17,18,25.0,29.17,44.44,23.94,11.76,0.25,0.286,0.25,0.536,0.0
SL,Slider,BR,34,12.1,9,8,2,22.22,1,11.11,14,6,42.86,17.65,7,20.59,38.24,26.32,15.49,18.18,0.25,0.333,0.25,0.583,0.0
ST,Sweeper,BR,29,10.32,10,9,5,50.0,0,0.0,14,8,57.14,27.59,8,27.59,55.17,56.25,14.08,50.0,0.222,0.3,0.556,0.8560000000000001,0.3340000000000001
FC,Cutter,FB,25,8.9,9,8,0,0.0,0,0.0,13,1,7.69,4.0,4,16.0,20.0,0.0,4.23,0.0,0.25,0.25,0.25,0.5,0.0
CU,Curveball,BR,17,6.05,6,5,2,33.33,1,16.67,7,4,57.14,23.53,3,17.65,41.18,20.0,8.45,33.33,0.0,0.167,0.0,0.167,0.0
KC,Knuckle Curve,BR,7,2.49,2,2,2,100.0,0,0.0,2,2,100.0,28.57,1,14.29,42.86,0.0,4.23,66.67,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,1.78,1,1,1,100.0,0,0.0,1,1,100.0,20.0,1,20.0,40.0,25.0,1.41,100.0,0.0,0.0,0.0,0.0,0.0
EP,Eephus,,3,1.07,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,50.0,0.0,,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,2,0.71,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,2.82,0.0,,,,,
CH,Changeup,OS,1,0.36,0,0,0,,0,,1,0,0.0,0.0,0,0.0,0.0,,0.0,,,,,,
,,,1,0.36,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
