Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,125,39.43,34,28,5,14.71,6,17.65,59,7,11.86,5.6,20,16.0,21.6,19.3,35.87,15.15,0.179,0.324,0.25,0.5740000000000001,0.07100000000000001
CH,Changeup,OS,47,14.83,12,11,4,33.33,1,8.33,24,12,50.0,25.53,4,8.51,34.04,26.92,19.57,22.22,0.364,0.417,0.636,1.053,0.272
SL,Slider,BR,46,14.51,10,9,2,20.0,0,0.0,21,3,14.29,6.52,9,19.57,26.09,20.0,20.65,10.53,0.222,0.222,0.222,0.444,0.0
CU,Curveball,BR,37,11.67,7,6,1,14.29,1,14.29,10,1,10.0,2.7,11,29.73,32.43,0.0,8.7,12.5,0.333,0.429,0.333,0.762,0.0
SI,Sinker,FB,24,7.57,7,7,0,0.0,0,0.0,11,0,0.0,0.0,5,20.83,20.83,16.67,5.43,0.0,0.429,0.429,0.429,0.858,0.0
FC,Cutter,FB,17,5.36,4,4,1,25.0,0,0.0,5,0,0.0,0.0,4,23.53,23.53,0.0,2.17,50.0,0.25,0.25,0.5,0.75,0.25
ST,Sweeper,BR,7,2.21,1,0,0,0.0,0,0.0,1,1,100.0,14.29,1,14.29,28.57,0.0,2.17,0.0,,1.0,,,
FS,Split-Finger,OS,5,1.58,3,3,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,1.58,1,1,1,100.0,0,0.0,2,1,50.0,20.0,1,20.0,40.0,33.33,2.17,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,1.26,1,1,1,100.0,0,0.0,0,0,,0.0,1,25.0,25.0,0.0,1.09,100.0,0.0,0.0,0.0,0.0,0.0
