Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,144,30.25,44,42,7,15.91,2,4.55,72,13,18.06,9.03,28,19.44,28.47,26.32,30.71,16.28,0.214,0.25,0.405,0.655,0.19100000000000003
SL,Slider,BR,106,22.27,19,18,8,42.11,1,5.26,34,17,50.0,16.04,22,20.75,36.79,20.63,21.43,26.67,0.111,0.158,0.111,0.269,0.0
SI,Sinker,FB,95,19.96,32,28,5,15.62,3,9.38,51,10,19.61,10.53,19,20.0,30.53,40.0,14.29,25.0,0.286,0.355,0.643,0.998,0.35700000000000004
FC,Cutter,FB,51,10.71,12,10,3,25.0,2,16.67,27,9,33.33,17.65,2,3.92,21.57,31.03,10.71,20.0,0.3,0.417,0.7,1.117,0.39999999999999997
ST,Sweeper,BR,43,9.03,8,8,5,62.5,0,0.0,20,10,50.0,23.26,7,16.28,39.53,29.17,10.71,33.33,0.125,0.125,0.25,0.375,0.125
CU,Curveball,BR,14,2.94,3,3,1,33.33,0,0.0,6,3,50.0,21.43,3,21.43,42.86,33.33,3.57,20.0,0.0,0.0,0.0,0.0,0.0
CH,Changeup,OS,10,2.1,3,3,2,66.67,0,0.0,6,3,50.0,30.0,0,0.0,30.0,20.0,5.71,25.0,0.333,0.333,0.667,1.0,0.334
KC,Knuckle Curve,BR,6,1.26,1,1,0,0.0,0,0.0,2,1,50.0,16.67,1,16.67,33.33,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,5,1.05,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.5,0.5,2.0,2.5,1.5
FS,Split-Finger,OS,1,0.21,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,100.0,0.71,100.0,0.0,0.0,0.0,0.0,0.0
,,,1,0.21,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,
