Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,112,24.45,33,27,5,15.15,5,15.15,56,11,19.64,9.82,16,14.29,24.11,10.0,24.55,18.52,0.37,0.455,0.667,1.122,0.29700000000000004
CH,Changeup,OS,105,22.93,27,26,5,18.52,1,3.7,52,15,28.85,14.29,10,9.52,23.81,29.03,20.0,22.73,0.231,0.259,0.385,0.644,0.154
SI,Sinker,FB,99,21.62,29,24,5,17.24,5,17.24,49,15,30.61,15.15,14,14.14,29.29,19.57,20.91,21.74,0.167,0.31,0.333,0.643,0.166
FC,Cutter,FB,35,7.64,10,9,0,0.0,0,0.0,20,6,30.0,17.14,3,8.57,25.71,7.14,7.27,0.0,0.889,0.9,1.0,1.9,0.11099999999999999
CU,Curveball,BR,34,7.42,8,8,5,62.5,0,0.0,12,6,50.0,17.65,6,17.65,35.29,21.05,8.18,55.56,0.375,0.375,0.625,1.0,0.25
ST,Sweeper,BR,29,6.33,7,7,2,28.57,0,0.0,10,0,0.0,0.0,8,27.59,27.59,7.69,9.09,20.0,0.143,0.143,0.143,0.286,0.0
SL,Slider,BR,23,5.02,3,3,1,33.33,0,0.0,11,4,36.36,17.39,3,13.04,30.43,33.33,6.36,14.29,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,7,1.53,2,2,2,100.0,0,0.0,2,2,100.0,28.57,0,0.0,28.57,28.57,2.73,66.67,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,1.31,2,2,0,0.0,0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0.91,0.0,1.0,1.0,1.5,2.5,0.5
,,,4,0.87,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
EP,Eephus,,3,0.66,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,33.33,0.0,,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,1,0.22,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
