Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,189,35.26,46,40,17,36.96,6,13.04,89,27,30.34,14.29,27,14.29,28.57,20.0,33.15,28.81,0.125,0.239,0.2,0.439,0.07500000000000001
CH,Changeup,OS,105,19.59,22,19,4,18.18,3,13.64,49,19,38.78,18.1,9,8.57,26.67,25.81,17.42,12.9,0.158,0.273,0.368,0.641,0.21
SI,Sinker,FB,80,14.93,20,18,1,5.0,2,10.0,39,4,10.26,5.0,18,22.5,27.5,18.18,13.48,4.17,0.389,0.45,0.611,1.061,0.22199999999999998
SL,Slider,BR,60,11.19,15,13,8,53.33,2,13.33,29,15,51.72,25.0,8,13.33,38.33,32.35,14.04,32.0,0.077,0.2,0.077,0.277,0.0
CU,Curveball,BR,47,8.77,9,9,4,44.44,0,0.0,23,10,43.48,21.28,11,23.4,44.68,29.17,10.67,21.05,0.222,0.222,0.222,0.444,0.0
FC,Cutter,FB,34,6.34,9,8,3,33.33,1,11.11,16,3,18.75,8.82,3,8.82,17.65,12.5,6.18,27.27,0.5,0.556,0.75,1.306,0.25
ST,Sweeper,BR,8,1.49,3,3,2,66.67,0,0.0,4,2,50.0,25.0,0,0.0,25.0,50.0,2.25,50.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,1.12,1,1,1,100.0,0,0.0,1,0,0.0,0.0,1,16.67,16.67,0.0,1.69,33.33,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,3,0.56,2,2,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
,,,3,0.56,2,2,2,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,1.12,100.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,1,0.19,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
