Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,168,33.6,49,43,9,18.37,5,10.2,76,14,18.42,8.33,29,17.26,25.6,18.29,36.53,14.75,0.233,0.306,0.442,0.748,0.209
CH,Changeup,OS,88,17.6,19,18,7,36.84,1,5.26,37,16,43.24,18.18,14,15.91,34.09,27.78,17.96,23.33,0.111,0.158,0.111,0.269,0.0
SI,Sinker,FB,70,14.0,19,17,3,15.79,2,10.53,34,6,17.65,8.57,16,22.86,31.43,31.03,10.78,16.67,0.294,0.368,0.824,1.192,0.53
SL,Slider,BR,60,12.0,13,9,4,30.77,4,30.77,24,9,37.5,15.0,19,31.67,46.67,30.77,12.57,19.05,0.111,0.385,0.111,0.496,0.0
FC,Cutter,FB,40,8.0,5,5,0,0.0,0,0.0,16,5,31.25,12.5,9,22.5,35.0,18.75,3.59,0.0,0.4,0.4,1.0,1.4,0.6
CU,Curveball,BR,33,6.6,6,6,3,50.0,0,0.0,10,3,30.0,9.09,7,21.21,30.3,25.0,7.78,23.08,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,20,4.0,6,4,3,50.0,0,0.0,7,5,71.43,25.0,2,10.0,35.0,23.08,5.39,33.33,0.25,0.333,0.25,0.583,0.0
FS,Split-Finger,OS,16,3.2,2,2,1,50.0,0,0.0,10,2,20.0,12.5,1,6.25,18.75,44.44,4.19,14.29,0.5,0.5,1.0,1.5,0.5
SV,Slurve,BR,3,0.6,0,0,0,,0,,1,0,0.0,0.0,2,66.67,66.67,0.0,0.6,0.0,,,,,
KC,Knuckle Curve,BR,2,0.4,0,0,0,,0,,1,0,0.0,0.0,1,50.0,50.0,100.0,0.6,0.0,,,,,
