Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,59,36.65,12,11,5,41.67,0,0.0,44,14,31.82,23.73,2,3.39,27.12,53.85,35.71,25.0,0.091,0.091,0.091,0.182,0.0
CH,Changeup,OS,33,20.5,11,10,0,0.0,1,9.09,19,7,36.84,21.21,2,6.06,27.27,55.56,16.07,0.0,0.3,0.364,0.4,0.764,0.10000000000000003
SI,Sinker,FB,16,9.94,2,1,0,0.0,1,50.0,7,0,0.0,0.0,3,18.75,18.75,25.0,8.93,0.0,0.0,0.5,0.0,0.5,0.0
SL,Slider,BR,15,9.32,4,4,1,25.0,0,0.0,9,4,44.44,26.67,1,6.67,33.33,54.55,10.71,16.67,0.25,0.25,0.25,0.5,0.0
ST,Sweeper,BR,11,6.83,4,4,1,25.0,0,0.0,7,1,14.29,9.09,2,18.18,27.27,33.33,8.93,20.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,11,6.83,3,3,1,33.33,0,0.0,7,0,0.0,0.0,1,9.09,9.09,40.0,5.36,33.33,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,3.73,3,3,0,0.0,0,0.0,4,1,25.0,16.67,0,0.0,16.67,33.33,7.14,0.0,0.667,0.667,0.667,1.334,0.0
CU,Curveball,BR,4,2.48,2,2,1,50.0,0,0.0,3,2,66.67,50.0,1,25.0,75.0,100.0,3.57,50.0,0.5,0.5,0.5,1.0,0.0
KC,Knuckle Curve,BR,4,2.48,3,3,1,33.33,0,0.0,4,1,25.0,25.0,0,0.0,25.0,100.0,1.79,100.0,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,2,1.24,0,0,0,,0,,1,1,100.0,50.0,0,0.0,50.0,0.0,1.79,0.0,,,,,
