Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,188,35.34,42,35,14,33.33,3,7.14,101,31,30.69,16.49,29,15.43,31.91,33.33,30.85,22.58,0.171,0.275,0.314,0.589,0.143
CH,Changeup,OS,82,15.41,19,18,8,42.11,1,5.26,39,19,48.72,23.17,7,8.54,31.71,36.36,20.9,19.05,0.389,0.421,0.5,0.921,0.11099999999999999
SL,Slider,BR,70,13.16,20,18,8,40.0,1,5.0,39,19,48.72,27.14,19,27.14,54.29,59.38,12.94,30.77,0.167,0.211,0.167,0.378,0.0
SI,Sinker,FB,66,12.41,17,13,2,11.76,2,11.76,33,6,18.18,9.09,11,16.67,25.76,20.0,9.45,10.53,0.385,0.471,0.846,1.317,0.46099999999999997
CU,Curveball,BR,49,9.21,3,3,1,33.33,0,0.0,14,4,28.57,8.16,17,34.69,42.86,34.48,10.45,4.76,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,38,7.14,11,9,6,54.55,1,9.09,21,8,38.1,21.05,6,15.79,36.84,38.89,7.46,40.0,0.222,0.3,0.333,0.633,0.11100000000000002
ST,Sweeper,BR,15,2.82,6,5,2,33.33,0,0.0,8,3,37.5,20.0,4,26.67,46.67,57.14,3.48,28.57,0.0,0.167,0.0,0.167,0.0
SV,Slurve,BR,10,1.88,3,3,1,33.33,0,0.0,3,1,33.33,10.0,3,30.0,40.0,16.67,1.49,33.33,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,1.13,4,4,2,50.0,0,0.0,5,3,60.0,50.0,0,0.0,50.0,83.33,1.99,50.0,0.25,0.25,0.5,0.75,0.25
,,,5,0.94,1,0,0,0.0,1,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
KN,Knuckleball,,3,0.56,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,66.67,1.0,50.0,0.0,0.0,0.0,0.0,0.0
