Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,47,51.09,9,8,6,66.67,1,11.11,29,10,34.48,21.28,6,12.77,34.04,45.45,58.06,33.33,0.0,0.111,0.0,0.111,0.0
CH,Changeup,OS,11,11.96,2,2,1,50.0,0,0.0,5,4,80.0,36.36,2,18.18,54.55,33.33,6.45,50.0,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,11,11.96,4,4,3,75.0,0,0.0,5,3,60.0,27.27,2,18.18,45.45,20.0,12.9,75.0,0.0,0.0,0.0,0.0,0.0
SL,Slider,BR,8,8.7,2,2,2,100.0,0,0.0,3,3,100.0,37.5,3,37.5,75.0,50.0,12.9,50.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,6,6.52,1,1,0,0.0,0,0.0,4,2,50.0,33.33,0,0.0,33.33,0.0,0.0,,1.0,1.0,1.0,2.0,0.0
EP,Eephus,,3,3.26,1,1,0,0.0,0,0.0,1,0,0.0,0.0,1,33.33,33.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,3,3.26,1,1,1,100.0,0,0.0,2,2,100.0,66.67,0,0.0,66.67,50.0,6.45,50.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,1,1.09,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
SI,Sinker,FB,1,1.09,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,3.23,0.0,1.0,1.0,1.0,2.0,0.0
SV,Slurve,BR,1,1.09,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.0,,1.0,1.0,1.0,2.0,0.0
