Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,220,30.56,63,53,7,11.11,8,12.7,119,17,14.29,7.73,23,10.45,18.18,21.21,30.66,10.77,0.377,0.46,0.698,1.158,0.32099999999999995
SI,Sinker,FB,117,16.25,31,26,0,0.0,5,16.13,48,2,4.17,1.71,24,20.51,22.22,12.96,9.91,0.0,0.5,0.581,0.808,1.389,0.30800000000000005
CH,Changeup,OS,116,16.11,40,39,5,12.5,1,2.5,67,15,22.39,12.93,9,7.76,20.69,41.43,19.34,12.2,0.282,0.3,0.436,0.736,0.15400000000000003
SL,Slider,BR,107,14.86,20,19,5,25.0,0,0.0,55,17,30.91,15.89,21,19.63,35.51,44.44,16.98,13.89,0.211,0.25,0.263,0.513,0.05200000000000002
CU,Curveball,BR,52,7.22,10,9,3,30.0,1,10.0,21,6,28.57,11.54,8,15.38,26.92,32.35,7.08,20.0,0.222,0.3,0.333,0.633,0.11100000000000002
FC,Cutter,FB,44,6.11,8,6,1,12.5,1,12.5,22,4,18.18,9.09,4,9.09,18.18,18.18,4.25,11.11,0.0,0.125,0.0,0.125,0.0
ST,Sweeper,BR,26,3.61,6,5,3,50.0,0,0.0,10,5,50.0,19.23,5,19.23,38.46,33.33,6.13,23.08,0.2,0.333,0.2,0.533,0.0
KC,Knuckle Curve,BR,18,2.5,3,3,1,33.33,0,0.0,5,2,40.0,11.11,4,22.22,33.33,20.0,1.42,33.33,0.333,0.333,0.667,1.0,0.334
SV,Slurve,BR,10,1.39,1,1,1,100.0,0,0.0,2,0,0.0,0.0,5,50.0,50.0,40.0,1.89,25.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,6,0.83,1,1,1,100.0,0,0.0,3,2,66.67,33.33,0,0.0,33.33,25.0,1.89,25.0,0.0,0.0,0.0,0.0,0.0
,,,3,0.42,1,1,1,100.0,0,0.0,0,0,,0.0,0,0.0,0.0,,0.47,100.0,0.0,0.0,0.0,0.0,0.0
FO,Forkball,OS,1,0.14,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
