Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,52,33.99,15,13,4,26.67,1,6.67,23,3,13.04,5.77,9,17.31,23.08,13.04,34.55,21.05,0.385,0.429,0.615,1.044,0.22999999999999998
SI,Sinker,FB,30,19.61,12,11,2,16.67,0,0.0,16,3,18.75,10.0,7,23.33,33.33,14.29,14.55,25.0,0.182,0.25,0.182,0.432,0.0
SL,Slider,BR,22,14.38,4,4,1,25.0,0,0.0,10,3,30.0,13.64,3,13.64,27.27,18.18,14.55,12.5,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,22,14.38,4,4,3,75.0,0,0.0,13,7,53.85,31.82,4,18.18,50.0,54.55,16.36,33.33,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,16,10.46,3,3,1,33.33,0,0.0,6,2,33.33,12.5,3,18.75,31.25,0.0,10.91,16.67,0.333,0.333,0.333,0.666,0.0
CH,Changeup,OS,5,3.27,1,1,1,100.0,0,0.0,4,2,50.0,40.0,0,0.0,40.0,75.0,5.45,33.33,0.0,0.0,0.0,0.0,0.0
CU,Curveball,BR,3,1.96,3,3,1,33.33,0,0.0,3,1,33.33,33.33,0,0.0,33.33,100.0,1.82,100.0,0.0,0.0,0.0,0.0,0.0
FS,Split-Finger,OS,1,0.65,1,1,1,100.0,0,0.0,1,1,100.0,100.0,0,0.0,100.0,,1.82,100.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,1,0.65,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,
SV,Slurve,BR,1,0.65,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,
