Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,191,28.25,52,47,13,25.0,4,7.69,91,22,24.18,11.52,32,16.75,28.27,26.04,30.77,21.67,0.34,0.404,0.787,1.191,0.447
SI,Sinker,FB,119,17.6,34,29,5,14.71,3,8.82,57,10,17.54,8.4,24,20.17,28.57,20.0,14.36,17.86,0.276,0.324,0.586,0.9099999999999999,0.30999999999999994
SL,Slider,BR,99,14.64,23,16,6,26.09,6,26.09,44,11,25.0,11.11,14,14.14,25.25,17.65,22.56,13.64,0.25,0.478,0.5,0.978,0.25
CH,Changeup,OS,92,13.61,24,19,3,12.5,5,20.83,43,15,34.88,16.3,4,4.35,20.65,30.77,9.74,15.79,0.211,0.375,0.211,0.586,0.0
FC,Cutter,FB,67,9.91,9,6,2,22.22,3,33.33,29,7,24.14,10.45,10,14.93,25.37,13.89,9.74,10.53,0.167,0.444,0.167,0.611,0.0
ST,Sweeper,BR,38,5.62,4,0,0,0.0,2,50.0,5,2,40.0,5.26,11,28.95,34.21,4.55,5.64,0.0,,1.0,,,
CU,Curveball,BR,37,5.47,9,6,2,22.22,3,33.33,10,4,40.0,10.81,13,35.14,45.95,16.67,5.64,18.18,0.333,0.556,0.5,1.056,0.16699999999999998
,,,15,2.22,4,0,0,0.0,4,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
KC,Knuckle Curve,BR,8,1.18,1,1,1,100.0,0,0.0,2,1,50.0,12.5,3,37.5,50.0,40.0,0.51,100.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,6,0.89,2,2,1,50.0,0,0.0,3,1,33.33,16.67,1,16.67,33.33,0.0,0.51,100.0,0.5,0.5,1.0,1.5,0.5
FS,Split-Finger,OS,4,0.59,3,3,1,33.33,0,0.0,4,2,50.0,50.0,0,0.0,50.0,100.0,0.51,100.0,0.333,0.333,0.333,0.666,0.0
