Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,149,35.82,41,37,12,29.27,3,7.32,71,17,23.94,11.41,31,20.81,32.21,20.59,34.82,30.77,0.162,0.22,0.297,0.517,0.13499999999999998
CH,Changeup,OS,78,18.75,16,10,3,18.75,5,31.25,31,14,45.16,17.95,7,8.97,26.92,24.07,18.75,14.29,0.2,0.467,0.2,0.667,0.0
SI,Sinker,FB,67,16.11,13,10,4,30.77,3,23.08,27,6,22.22,8.96,18,26.87,35.82,19.35,12.5,28.57,0.2,0.385,0.2,0.585,0.0
SL,Slider,BR,36,8.65,12,10,3,25.0,1,8.33,15,3,20.0,8.33,6,16.67,25.0,11.11,13.39,20.0,0.2,0.273,0.3,0.573,0.09999999999999998
CU,Curveball,BR,32,7.69,5,5,2,40.0,0,0.0,8,2,25.0,6.25,9,28.12,34.38,12.5,7.14,25.0,0.0,0.0,0.0,0.0,0.0
FC,Cutter,FB,28,6.73,10,10,1,10.0,0,0.0,13,2,15.38,7.14,5,17.86,25.0,12.5,6.25,14.29,0.2,0.2,0.5,0.7,0.3
ST,Sweeper,BR,14,3.37,2,2,0,0.0,0,0.0,6,2,33.33,14.29,3,21.43,35.71,0.0,3.57,0.0,0.5,0.5,1.0,1.5,0.5
FS,Split-Finger,OS,5,1.2,2,2,2,100.0,0,0.0,2,2,100.0,40.0,1,20.0,60.0,0.0,1.79,100.0,0.0,0.0,0.0,0.0,0.0
KC,Knuckle Curve,BR,4,0.96,3,3,0,0.0,0,0.0,3,0,0.0,0.0,1,25.0,25.0,100.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0
SV,Slurve,BR,3,0.72,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0
