Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO
FF,4-Seam Fastball,FB,202,39.15,54,49,12,22.22,5,9.26,98,27,27.55,13.37,26,12.87,26.24,16.3,41.18,19.64,0.265,0.333,0.531,0.8640000000000001,0.266
CH,Changeup,OS,74,14.34,17,15,2,11.76,2,11.76,30,10,33.33,13.51,5,6.76,20.27,15.91,11.76,12.5,0.333,0.412,0.733,1.145,0.39999999999999997
SI,Sinker,FB,74,14.34,24,21,4,16.67,3,12.5,33,3,9.09,4.05,22,29.73,33.78,31.03,15.44,19.05,0.333,0.417,0.524,0.9410000000000001,0.191
SL,Slider,BR,43,8.33,17,16,4,23.53,1,5.88,23,6,26.09,13.95,7,16.28,30.23,33.33,11.76,25.0,0.188,0.235,0.188,0.423,0.0
FC,Cutter,FB,41,7.95,9,7,1,11.11,2,22.22,16,6,37.5,14.63,4,9.76,24.39,12.5,3.68,20.0,0.143,0.333,0.143,0.476,0.0
CU,Curveball,BR,32,6.2,9,9,4,44.44,0,0.0,17,7,41.18,21.88,7,21.88,43.75,52.17,6.62,44.44,0.222,0.222,0.222,0.444,0.0
FS,Split-Finger,OS,14,2.71,3,3,2,66.67,0,0.0,8,5,62.5,35.71,3,21.43,57.14,50.0,3.68,40.0,0.0,0.0,0.0,0.0,0.0
ST,Sweeper,BR,12,2.33,4,4,1,25.0,0,0.0,8,1,12.5,8.33,1,8.33,16.67,66.67,3.68,20.0,0.0,0.0,0.0,0.0,0.0
,,,11,2.13,3,0,0,0.0,3,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,
KC,Knuckle Curve,BR,9,1.74,3,3,1,33.33,0,0.0,5,3,60.0,33.33,0,0.0,33.33,55.56,2.21,33.33,0.333,0.333,0.667,1.0,0.334
SV,Slurve,BR,3,0.58,1,1,0,0.0,0,0.0,1,0,0.0,0.0,2,66.67,66.67,,0.0,,1.0,1.0,4.0,5.0,3.0
FO,Forkball,OS,1,0.19,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0
